date,ps_ratio
"March 19, 2020",0.143
"March 18, 2020",0.1338
"March 17, 2020",0.1491
"March 16, 2020",0.1591
"March 13, 2020",0.1907
"March 12, 2020",0.168
"March 11, 2020",0.208
"March 10, 2020",0.231
"March 9, 2020",0.2232
"March 6, 2020",0.2411
"March 5, 2020",0.2358
"March 4, 2020",0.2452
"March 3, 2020",0.2463
"March 2, 2020",0.2594
"Feb. 28, 2020",0.2532
"Feb. 27, 2020",0.253
"Feb. 26, 2020",0.2741
"Feb. 25, 2020",0.2845
"Feb. 24, 2020",0.2985
"Feb. 21, 2020",0.3168
"Feb. 20, 2020",0.3217
"Feb. 19, 2020",0.3181
"Feb. 18, 2020",0.3154
"Feb. 14, 2020",0.3158
"Feb. 13, 2020",0.3199
"Feb. 12, 2020",0.325
"Feb. 11, 2020",0.322
"Feb. 10, 2020",0.3225
"Feb. 7, 2020",0.3212
"Feb. 6, 2020",0.3182
"Feb. 5, 2020",0.3202
"Feb. 4, 2020",0.3105
"Feb. 3, 2020",0.3067
"Jan. 31, 2020",0.3222
"Jan. 30, 2020",0.3371
"Jan. 29, 2020",0.3304
"Jan. 28, 2020",0.3285
"Jan. 27, 2020",0.325
"Jan. 24, 2020",0.3411
"Jan. 23, 2020",0.3421
"Jan. 22, 2020",0.3425
"Jan. 21, 2020",0.3449
"Jan. 17, 2020",0.3486
"Jan. 16, 2020",0.3515
"Jan. 15, 2020",0.3526
"Jan. 14, 2020",0.3646
"Jan. 13, 2020",0.3679
"Jan. 10, 2020",0.3703
"Jan. 9, 2020",0.3638
"Jan. 8, 2020",0.3558
"Jan. 7, 2020",0.3544
"Jan. 6, 2020",0.3498
"Jan. 3, 2020",0.3498
"Jan. 2, 2020",0.3636
"Dec. 31, 2019",0.3579
"Dec. 30, 2019",0.3552
"Dec. 27, 2019",0.3564
"Dec. 26, 2019",0.3611
"Dec. 24, 2019",0.3637
"Dec. 23, 2019",0.3642
"Dec. 20, 2019",0.3643
"Dec. 19, 2019",0.3617
"Dec. 18, 2019",0.3614
"Dec. 17, 2019",0.3659
"Dec. 16, 2019",0.3638
"Dec. 13, 2019",0.3587
"Dec. 12, 2019",0.3615
"Dec. 11, 2019",0.3552
"Dec. 10, 2019",0.3616
"Dec. 9, 2019",0.3538
"Dec. 6, 2019",0.358
"Dec. 5, 2019",0.3556
"Dec. 4, 2019",0.3564
"Dec. 3, 2019",0.359
"Dec. 2, 2019",0.3656
"Nov. 29, 2019",0.3652
"Nov. 27, 2019",0.3713
"Nov. 26, 2019",0.3726
"Nov. 25, 2019",0.3723
"Nov. 22, 2019",0.3729
"Nov. 21, 2019",0.3763
"Nov. 20, 2019",0.3717
"Nov. 19, 2019",0.3733
"Nov. 18, 2019",0.3865
"Nov. 15, 2019",0.3847
"Nov. 14, 2019",0.3855
"Nov. 13, 2019",0.3834
"Nov. 12, 2019",0.3842
"Nov. 11, 2019",0.385
"Nov. 8, 2019",0.3857
"Nov. 7, 2019",0.3878
"Nov. 6, 2019",0.3838
"Nov. 5, 2019",0.3866
"Nov. 4, 2019",0.3872
"Nov. 1, 2019",0.3819
"Oct. 31, 2019",0.3709
"Oct. 30, 2019",0.3779
"Oct. 29, 2019",0.3855
"Oct. 28, 2019",0.3827
"Oct. 25, 2019",0.3796
"Oct. 24, 2019",0.3706
"Oct. 23, 2019",0.3589
"Oct. 22, 2019",0.3601
"Oct. 21, 2019",0.3564
"Oct. 18, 2019",0.3482
"Oct. 17, 2019",0.3446
"Oct. 16, 2019",0.3407
"Oct. 15, 2019",0.3421
"Oct. 14, 2019",0.3386
"Oct. 11, 2019",0.3365
"Oct. 10, 2019",0.3281
"Oct. 9, 2019",0.3253
"Oct. 8, 2019",0.3186
"Oct. 7, 2019",0.319
"Oct. 4, 2019",0.3232
"Oct. 3, 2019",0.3195
"Oct. 2, 2019",0.3166
"Oct. 1, 2019",0.3259
"Sept. 30, 2019",0.326
"Sept. 27, 2019",0.3152
"Sept. 26, 2019",0.3103
"Sept. 25, 2019",0.3123
"Sept. 24, 2019",0.3102
"Sept. 23, 2019",0.3141
"Sept. 20, 2019",0.3093
"Sept. 19, 2019",0.3119
"Sept. 18, 2019",0.3121
"Sept. 17, 2019",0.3147
"Sept. 16, 2019",0.3076
"Sept. 13, 2019",0.3193
"Sept. 12, 2019",0.3125
"Sept. 11, 2019",0.3086
"Sept. 10, 2019",0.3049
"Sept. 9, 2019",0.2963
"Sept. 6, 2019",0.2917
"Sept. 5, 2019",0.2867
"Sept. 4, 2019",0.2792
"Sept. 3, 2019",0.2784
"Aug. 30, 2019",0.281
"Aug. 29, 2019",0.2809
"Aug. 28, 2019",0.2716
"Aug. 27, 2019",0.2677
"Aug. 26, 2019",0.2752
"Aug. 23, 2019",0.2769
"Aug. 22, 2019",0.289
"Aug. 21, 2019",0.2927
"Aug. 20, 2019",0.2912
"Aug. 19, 2019",0.2975
"Aug. 16, 2019",0.2916
"Aug. 15, 2019",0.2864
"Aug. 14, 2019",0.2837
"Aug. 13, 2019",0.2939
"Aug. 12, 2019",0.288
"Aug. 9, 2019",0.2944
"Aug. 8, 2019",0.294
"Aug. 7, 2019",0.283
"Aug. 6, 2019",0.2869
"Aug. 5, 2019",0.2829
"Aug. 2, 2019",0.3064
"Aug. 1, 2019",0.3148
"July 31, 2019",0.3182
"July 30, 2019",0.3165
"July 29, 2019",0.3137
"July 26, 2019",0.3147
"July 25, 2019",0.3115
"July 24, 2019",0.3217
"July 23, 2019",0.3165
"July 22, 2019",0.3149
"July 19, 2019",0.3123
"July 18, 2019",0.3112
"July 17, 2019",0.3107
"July 16, 2019",0.3144
"July 15, 2019",0.3148
"July 12, 2019",0.3164
"July 11, 2019",0.3152
"July 10, 2019",0.3113
"July 9, 2019",0.307
"July 8, 2019",0.3037
"July 5, 2019",0.3055
"July 3, 2019",0.306
"July 2, 2019",0.3013
"July 1, 2019",0.3145
"June 30, 2019",0.3196
"June 28, 2019",0.3164
"June 27, 2019",0.3102
"June 26, 2019",0.3139
"June 25, 2019",0.3017
"June 24, 2019",0.2985
"June 21, 2019",0.3027
"June 20, 2019",0.2947
"June 19, 2019",0.2889
"June 18, 2019",0.2875
"June 17, 2019",0.2843
"June 14, 2019",0.2837
"June 13, 2019",0.2855
