date,one_year_return
"March 19, 2020",-64.23%
"March 18, 2020",-67.62%
"March 17, 2020",-65.23%
"March 16, 2020",-65.00%
"March 13, 2020",-60.71%
"March 12, 2020",-62.64%
"March 11, 2020",-54.95%
"March 10, 2020",-51.87%
"March 9, 2020",-56.50%
"March 6, 2020",-39.85%
"March 5, 2020",-35.21%
"March 4, 2020",-33.81%
"March 3, 2020",-35.25%
"March 2, 2020",-34.81%
"Feb. 28, 2020",-32.70%
"Feb. 27, 2020",-36.87%
"Feb. 26, 2020",-32.70%
"Feb. 25, 2020",-29.30%
"Feb. 24, 2020",-26.82%
"Feb. 21, 2020",-22.17%
"Feb. 20, 2020",-23.07%
"Feb. 19, 2020",-22.50%
"Feb. 18, 2020",-25.66%
"Feb. 14, 2020",-22.73%
"Feb. 13, 2020",-21.78%
"Feb. 12, 2020",-21.18%
"Feb. 11, 2020",-20.61%
"Feb. 10, 2020",-20.32%
"Feb. 7, 2020",-20.05%
"Feb. 6, 2020",-21.12%
"Feb. 5, 2020",-21.66%
"Feb. 4, 2020",-25.92%
"Feb. 3, 2020",-27.80%
"Jan. 31, 2020",-26.50%
"Jan. 30, 2020",-23.76%
"Jan. 29, 2020",-24.00%
"Jan. 28, 2020",-21.46%
"Jan. 27, 2020",-22.66%
"Jan. 24, 2020",-17.88%
"Jan. 23, 2020",-15.26%
"Jan. 22, 2020",-14.22%
"Jan. 21, 2020",-16.83%
"Jan. 17, 2020",-13.87%
"Jan. 16, 2020",-11.81%
"Jan. 15, 2020",-12.02%
"Jan. 14, 2020",-12.36%
"Jan. 13, 2020",-11.72%
"Jan. 10, 2020",-12.96%
"Jan. 9, 2020",-11.03%
"Jan. 8, 2020",-8.56%
"Jan. 7, 2020",-5.52%
"Jan. 6, 2020",-5.83%
"Jan. 3, 2020",-5.54%
"Jan. 2, 2020",-7.14%
"Dec. 31, 2019",-3.96%
"Dec. 30, 2019",-5.86%
"Dec. 27, 2019",-6.36%
"Dec. 26, 2019",-6.00%
"Dec. 24, 2019",1.15%
"Dec. 23, 2019",-4.45%
"Dec. 20, 2019",-7.89%
"Dec. 19, 2019",-12.62%
"Dec. 18, 2019",-14.28%
"Dec. 17, 2019",-18.09%
"Dec. 16, 2019",-22.15%
"Dec. 13, 2019",-26.59%
"Dec. 12, 2019",-26.19%
"Dec. 11, 2019",-26.84%
"Dec. 10, 2019",-26.42%
"Dec. 9, 2019",-28.09%
"Dec. 6, 2019",-27.58%
"Dec. 5, 2019",-32.17%
"Dec. 4, 2019",-30.77%
"Dec. 3, 2019",-36.38%
"Dec. 2, 2019",-31.48%
"Nov. 29, 2019",-32.78%
"Nov. 27, 2019",-29.03%
"Nov. 26, 2019",-29.87%
"Nov. 25, 2019",-26.99%
"Nov. 22, 2019",-31.14%
"Nov. 21, 2019",-30.83%
"Nov. 20, 2019",-29.60%
"Nov. 19, 2019",-33.40%
"Nov. 18, 2019",-32.26%
"Nov. 15, 2019",-27.67%
"Nov. 14, 2019",-26.23%
"Nov. 13, 2019",-26.30%
"Nov. 12, 2019",-27.61%
"Nov. 11, 2019",-30.04%
"Nov. 8, 2019",-28.76%
"Nov. 7, 2019",-31.53%
"Nov. 6, 2019",-33.46%
"Nov. 5, 2019",-30.41%
"Nov. 4, 2019",-28.00%
"Nov. 1, 2019",-33.44%
"Oct. 31, 2019",-34.20%
"Oct. 30, 2019",-34.02%
"Oct. 29, 2019",-29.63%
"Oct. 28, 2019",-33.32%
"Oct. 25, 2019",-32.34%
"Oct. 24, 2019",-32.19%
"Oct. 23, 2019",-35.26%
"Oct. 22, 2019",-40.15%
"Oct. 21, 2019",-42.50%
"Oct. 18, 2019",-45.64%
"Oct. 17, 2019",-44.42%
"Oct. 16, 2019",-44.23%
"Oct. 15, 2019",-43.50%
"Oct. 14, 2019",-44.19%
"Oct. 11, 2019",-43.06%
"Oct. 10, 2019",-45.51%
"Oct. 9, 2019",-48.18%
"Oct. 8, 2019",-47.06%
"Oct. 7, 2019",-46.77%
"Oct. 4, 2019",-45.54%
"Oct. 3, 2019",-45.67%
"Oct. 2, 2019",-46.31%
