date,earning_yield
"March 19, 2020",14.21%
"March 18, 2020",15.86%
"March 17, 2020",15.28%
"March 16, 2020",15.18%
"March 13, 2020",13.56%
"March 12, 2020",14.52%
"March 11, 2020",12.15%
"March 10, 2020",11.35%
"March 9, 2020",12.55%
"March 6, 2020",8.54%
"March 5, 2020",7.63%
"March 4, 2020",7.37%
"March 3, 2020",7.56%
"March 2, 2020",7.51%
"Feb. 28, 2020",7.46%
"Feb. 27, 2020",7.87%
"Feb. 26, 2020",7.47%
"Feb. 25, 2020",7.05%
"Feb. 24, 2020",6.75%
"Feb. 21, 2020",6.36%
"Feb. 20, 2020",6.21%
"Feb. 19, 2020",6.11%
"Feb. 18, 2020",6.33%
"Feb. 14, 2020",6.30%
"Feb. 13, 2020",6.24%
"Feb. 12, 2020",6.26%
"Feb. 11, 2020",6.31%
"Feb. 10, 2020",6.40%
"Feb. 7, 2020",6.35%
"Feb. 6, 2020",6.22%
"Feb. 5, 2020",6.13%
"Feb. 4, 2020",6.41%
"Feb. 3, 2020",6.61%
"Jan. 31, 2020",6.47%
"Jan. 30, 2020",6.23%
"Jan. 29, 2020",6.28%
"Jan. 28, 2020",6.13%
"Jan. 27, 2020",6.16%
"Jan. 24, 2020",5.91%
"Jan. 23, 2020",5.77%
"Jan. 22, 2020",5.68%
"Jan. 21, 2020",5.62%
"Jan. 17, 2020",5.53%
"Jan. 16, 2020",5.42%
"Jan. 15, 2020",5.44%
"Jan. 14, 2020",5.47%
"Jan. 13, 2020",5.52%
"Jan. 10, 2020",5.47%
"Jan. 9, 2020",5.35%
"Jan. 8, 2020",5.40%
"Jan. 7, 2020",5.29%
"Jan. 6, 2020",5.34%
"Jan. 3, 2020",5.55%
"Jan. 2, 2020",5.61%
"Dec. 31, 2019",5.64%
"Dec. 30, 2019",6.26%
"Dec. 27, 2019",6.21%
"Dec. 26, 2019",6.17%
"Dec. 24, 2019",6.16%
"Dec. 23, 2019",6.19%
"Dec. 20, 2019",6.24%
"Dec. 19, 2019",6.35%
"Dec. 18, 2019",6.40%
"Dec. 17, 2019",6.55%
"Dec. 16, 2019",6.62%
"Dec. 13, 2019",6.84%
"Dec. 12, 2019",6.73%
"Dec. 11, 2019",6.91%
"Dec. 10, 2019",6.89%
"Dec. 9, 2019",6.93%
"Dec. 6, 2019",6.98%
"Dec. 5, 2019",7.31%
"Dec. 4, 2019",7.16%
"Dec. 3, 2019",7.50%
"Dec. 2, 2019",7.29%
"Nov. 29, 2019",7.28%
"Nov. 27, 2019",7.13%
"Nov. 26, 2019",7.18%
"Nov. 25, 2019",7.02%
"Nov. 22, 2019",7.07%
"Nov. 21, 2019",7.04%
"Nov. 20, 2019",7.16%
"Nov. 19, 2019",7.33%
"Nov. 18, 2019",7.24%
"Nov. 15, 2019",7.02%
"Nov. 14, 2019",7.13%
"Nov. 13, 2019",7.11%
"Nov. 12, 2019",7.04%
"Nov. 11, 2019",6.99%
"Nov. 8, 2019",6.91%
"Nov. 7, 2019",6.90%
"Nov. 6, 2019",7.22%
"Nov. 5, 2019",6.97%
"Nov. 4, 2019",7.00%
"Nov. 1, 2019",7.25%
"Oct. 31, 2019",7.44%
"Oct. 30, 2019",7.41%
"Oct. 29, 2019",7.19%
"Oct. 28, 2019",7.26%
"Oct. 25, 2019",7.12%
"Oct. 24, 2019",7.17%
"Oct. 23, 2019",7.17%
"Oct. 22, 2019",7.42%
"Oct. 21, 2019",7.63%
"Oct. 18, 2019",8.01%
"Oct. 17, 2019",7.73%
"Oct. 16, 2019",7.57%
"Oct. 15, 2019",7.45%
"Oct. 14, 2019",7.57%
"Oct. 11, 2019",7.45%
"Oct. 10, 2019",7.49%
"Oct. 9, 2019",7.52%
"Oct. 8, 2019",7.51%
"Oct. 7, 2019",7.40%
"Oct. 4, 2019",7.28%
"Oct. 3, 2019",7.28%
"Oct. 2, 2019",7.39%
"Oct. 1, 2019",7.21%
"Sept. 30, 2019",6.95%
"Sept. 27, 2019",8.20%
"Sept. 26, 2019",8.19%
"Sept. 25, 2019",8.01%
"Sept. 24, 2019",7.83%
"Sept. 23, 2019",7.68%
"Sept. 20, 2019",7.59%
"Sept. 19, 2019",7.54%
"Sept. 18, 2019",7.56%
"Sept. 17, 2019",7.57%
"Sept. 16, 2019",7.18%
"Sept. 13, 2019",7.75%
"Sept. 12, 2019",7.72%
"Sept. 11, 2019",7.59%
"Sept. 10, 2019",7.68%
