date,market_cap
"March 19, 2020",19.34B
"March 18, 2020",17.32B
"March 17, 2020",17.98B
"March 16, 2020",18.10B
"March 13, 2020",20.26B
"March 12, 2020",18.92B
"March 11, 2020",22.62B
"March 10, 2020",24.21B
"March 9, 2020",21.89B
"March 6, 2020",32.19B
"March 5, 2020",36.01B
"March 4, 2020",37.30B
"March 3, 2020",36.34B
"March 2, 2020",36.59B
"Feb. 28, 2020",36.82B
"Feb. 27, 2020",34.92B
"Feb. 26, 2020",36.79B
"Feb. 25, 2020",38.99B
"Feb. 24, 2020",40.69B
"Feb. 21, 2020",43.19B
"Feb. 20, 2020",44.23B
"Feb. 19, 2020",44.98B
"Feb. 18, 2020",43.38B
"Feb. 14, 2020",43.61B
"Feb. 13, 2020",44.05B
"Feb. 12, 2020",43.86B
"Feb. 11, 2020",43.52B
"Feb. 10, 2020",42.89B
"Feb. 7, 2020",43.27B
"Feb. 6, 2020",44.15B
"Feb. 5, 2020",44.84B
"Feb. 4, 2020",42.84B
"Feb. 3, 2020",41.53B
"Jan. 31, 2020",42.43B
"Jan. 30, 2020",44.12B
"Jan. 29, 2020",43.73B
"Jan. 28, 2020",44.84B
"Jan. 27, 2020",44.60B
"Jan. 24, 2020",46.47B
"Jan. 23, 2020",47.62B
"Jan. 22, 2020",48.35B
"Jan. 21, 2020",48.90B
"Jan. 17, 2020",49.64B
"Jan. 16, 2020",50.64B
"Jan. 15, 2020",50.48B
"Jan. 14, 2020",50.24B
"Jan. 13, 2020",49.77B
"Jan. 10, 2020",50.20B
"Jan. 9, 2020",51.35B
"Jan. 8, 2020",50.82B
"Jan. 7, 2020",51.96B
"Jan. 6, 2020",51.46B
"Jan. 3, 2020",49.46B
"Jan. 2, 2020",48.96B
"Dec. 31, 2019",48.74B
"Dec. 30, 2019",47.93B
"Dec. 27, 2019",48.37B
"Dec. 26, 2019",48.66B
"Dec. 24, 2019",48.76B
"Dec. 23, 2019",48.51B
"Dec. 20, 2019",48.09B
"Dec. 19, 2019",47.27B
"Dec. 18, 2019",46.88B
"Dec. 17, 2019",45.85B
"Dec. 16, 2019",45.33B
"Dec. 13, 2019",43.92B
"Dec. 12, 2019",44.63B
"Dec. 11, 2019",43.44B
"Dec. 10, 2019",43.54B
