date,price_to_book_value
"March 19, 2020",0.8935
"March 18, 2020",0.8004
"March 17, 2020",0.8308
"March 16, 2020",0.8365
"March 13, 2020",0.936
"March 12, 2020",0.8741
"March 11, 2020",1.045
"March 10, 2020",1.119
"March 9, 2020",1.011
"March 6, 2020",1.487
"March 5, 2020",1.664
"March 4, 2020",1.724
"March 3, 2020",1.679
"March 2, 2020",1.691
"Feb. 28, 2020",1.702
"Feb. 27, 2020",1.614
"Feb. 26, 2020",1.700
"Feb. 25, 2020",1.802
"Feb. 24, 2020",1.880
"Feb. 21, 2020",1.996
"Feb. 20, 2020",2.044
"Feb. 19, 2020",2.078
"Feb. 18, 2020",2.005
"Feb. 14, 2020",2.015
"Feb. 13, 2020",2.036
"Feb. 12, 2020",2.027
"Feb. 11, 2020",2.011
"Feb. 10, 2020",1.982
"Feb. 7, 2020",1.999
"Feb. 6, 2020",2.040
"Feb. 5, 2020",2.072
"Feb. 4, 2020",1.980
"Feb. 3, 2020",1.919
"Jan. 31, 2020",1.960
"Jan. 30, 2020",2.039
"Jan. 29, 2020",2.020
"Jan. 28, 2020",2.072
"Jan. 27, 2020",2.061
"Jan. 24, 2020",2.147
"Jan. 23, 2020",2.200
"Jan. 22, 2020",2.234
"Jan. 21, 2020",2.260
"Jan. 17, 2020",2.294
"Jan. 16, 2020",2.340
"Jan. 15, 2020",2.332
"Jan. 14, 2020",2.321
"Jan. 13, 2020",2.300
"Jan. 10, 2020",2.320
"Jan. 9, 2020",2.373
"Jan. 8, 2020",2.349
"Jan. 7, 2020",2.401
"Jan. 6, 2020",2.378
"Jan. 3, 2020",2.285
"Jan. 2, 2020",2.262
"Dec. 31, 2019",2.252
"Dec. 30, 2019",2.269
"Dec. 27, 2019",2.290
"Dec. 26, 2019",2.304
"Dec. 24, 2019",2.308
"Dec. 23, 2019",2.296
"Dec. 20, 2019",2.276
"Dec. 19, 2019",2.238
"Dec. 18, 2019",2.220
"Dec. 17, 2019",2.170
"Dec. 16, 2019",2.146
"Dec. 13, 2019",2.079
"Dec. 12, 2019",2.113
"Dec. 11, 2019",2.056
"Dec. 10, 2019",2.061
"Dec. 9, 2019",2.052
"Dec. 6, 2019",2.037
"Dec. 5, 2019",1.944
"Dec. 4, 2019",1.984
"Dec. 3, 2019",1.894
"Dec. 2, 2019",1.950
"Nov. 29, 2019",1.953
"Nov. 27, 2019",1.992
"Nov. 26, 2019",1.980
"Nov. 25, 2019",2.025
"Nov. 22, 2019",2.010
"Nov. 21, 2019",2.019
"Nov. 20, 2019",1.984
"Nov. 19, 2019",1.939
"Nov. 18, 2019",1.962
"Nov. 15, 2019",2.024
"Nov. 14, 2019",1.992
"Nov. 13, 2019",2.000
"Nov. 12, 2019",2.018
"Nov. 11, 2019",2.033
"Nov. 8, 2019",2.057
"Nov. 7, 2019",2.058
"Nov. 6, 2019",1.967
"Nov. 5, 2019",2.038
"Nov. 4, 2019",2.029
"Nov. 1, 2019",1.960
"Oct. 31, 2019",1.909
"Oct. 30, 2019",1.917
"Oct. 29, 2019",1.978
"Oct. 28, 2019",1.957
"Oct. 25, 2019",1.996
"Oct. 24, 2019",1.982
"Oct. 23, 2019",1.981
"Oct. 22, 2019",1.916
"Oct. 21, 2019",1.863
"Oct. 18, 2019",1.775
"Oct. 17, 2019",1.839
"Oct. 16, 2019",1.878
"Oct. 15, 2019",1.907
"Oct. 14, 2019",1.878
"Oct. 11, 2019",1.907
"Oct. 10, 2019",1.898
