date,three_month_return
"March 19, 2020",-15.39%
"March 18, 2020",-14.34%
"March 17, 2020",-9.87%
"March 16, 2020",-22.93%
"March 13, 2020",-6.32%
"March 12, 2020",-9.94%
"March 11, 2020",0.78%
"March 10, 2020",5.63%
"March 9, 2020",3.63%
"March 6, 2020",9.93%
"March 5, 2020",11.18%
"March 4, 2020",12.68%
"March 3, 2020",7.46%
"March 2, 2020",9.09%
"Feb. 28, 2020",1.85%
"Feb. 27, 2020",2.90%
"Feb. 26, 2020",4.88%
"Feb. 25, 2020",6.89%
"Feb. 24, 2020",10.96%
"Feb. 21, 2020",13.96%
"Feb. 20, 2020",15.31%
"Feb. 19, 2020",15.28%
"Feb. 18, 2020",15.09%
"Feb. 14, 2020",14.78%
"Feb. 13, 2020",14.36%
"Feb. 12, 2020",14.34%
"Feb. 11, 2020",14.72%
"Feb. 10, 2020",13.06%
"Feb. 7, 2020",11.69%
"Feb. 6, 2020",10.19%
"Feb. 5, 2020",10.50%
"Feb. 4, 2020",7.95%
"Feb. 3, 2020",7.74%
"Jan. 31, 2020",4.53%
"Jan. 30, 2020",5.78%
"Jan. 29, 2020",6.88%
"Jan. 28, 2020",6.08%
"Jan. 27, 2020",3.03%
"Jan. 24, 2020",3.12%
"Jan. 23, 2020",3.69%
"Jan. 22, 2020",2.79%
"Jan. 21, 2020",4.06%
"Jan. 17, 2020",3.90%
"Jan. 16, 2020",3.11%
"Jan. 15, 2020",1.95%
"Jan. 14, 2020",-1.26%
"Jan. 13, 2020",-4.39%
"Jan. 10, 2020",-4.72%
"Jan. 9, 2020",-4.44%
"Jan. 8, 2020",-4.06%
"Jan. 7, 2020",-5.80%
"Jan. 6, 2020",-7.56%
"Jan. 3, 2020",-6.71%
"Jan. 2, 2020",-7.58%
"Dec. 31, 2019",-6.95%
"Dec. 30, 2019",-8.02%
"Dec. 27, 2019",-9.12%
"Dec. 26, 2019",-10.50%
"Dec. 24, 2019",-8.44%
"Dec. 23, 2019",-7.33%
"Dec. 20, 2019",-5.83%
"Dec. 19, 2019",-6.22%
"Dec. 18, 2019",-6.52%
"Dec. 17, 2019",-7.37%
"Dec. 16, 2019",-6.44%
"Dec. 13, 2019",-7.44%
"Dec. 12, 2019",-8.38%
"Dec. 11, 2019",-7.72%
"Dec. 10, 2019",-6.80%
"Dec. 9, 2019",-7.58%
"Dec. 6, 2019",-8.63%
"Dec. 5, 2019",-10.18%
"Dec. 4, 2019",-12.28%
"Dec. 3, 2019",-12.14%
"Dec. 2, 2019",-11.40%
"Nov. 29, 2019",-10.16%
"Nov. 27, 2019",-9.27%
"Nov. 26, 2019",-10.06%
"Nov. 25, 2019",-8.51%
"Nov. 22, 2019",-11.07%
"Nov. 21, 2019",-11.60%
"Nov. 20, 2019",-11.12%
"Nov. 19, 2019",-12.12%
"Nov. 18, 2019",-10.78%
"Nov. 15, 2019",-8.72%
"Nov. 14, 2019",-8.26%
"Nov. 13, 2019",-8.05%
"Nov. 12, 2019",-8.94%
"Nov. 11, 2019",-8.68%
"Nov. 8, 2019",-8.30%
"Nov. 7, 2019",-3.44%
"Nov. 6, 2019",-3.59%
"Nov. 5, 2019",-4.16%
"Nov. 4, 2019",-8.08%
"Nov. 1, 2019",-7.96%
"Oct. 31, 2019",-5.56%
"Oct. 30, 2019",-7.00%
"Oct. 29, 2019",-8.39%
"Oct. 28, 2019",-6.95%
"Oct. 25, 2019",-4.59%
"Oct. 24, 2019",-4.28%
"Oct. 23, 2019",-3.66%
"Oct. 22, 2019",-2.99%
"Oct. 21, 2019",-3.94%
"Oct. 18, 2019",-5.44%
"Oct. 17, 2019",-4.48%
"Oct. 16, 2019",-4.02%
"Oct. 15, 2019",-4.35%
"Oct. 14, 2019",-2.73%
"Oct. 11, 2019",-1.29%
"Oct. 10, 2019",-1.66%
"Oct. 9, 2019",-1.76%
"Oct. 8, 2019",-1.94%
