date,operating_pe_ratio
"March 19, 2020",6.722
"March 18, 2020",6.791
"March 17, 2020",7.071
"March 16, 2020",6.026
"March 13, 2020",7.246
"March 12, 2020",6.912
"March 11, 2020",7.799
"March 10, 2020",8.207
"March 9, 2020",7.968
"March 6, 2020",8.478
"March 5, 2020",8.527
"March 4, 2020",8.593
"March 3, 2020",8.167
"March 2, 2020",8.219
"Feb. 28, 2020",7.776
"Feb. 27, 2020",7.856
"Feb. 26, 2020",7.986
"Feb. 25, 2020",8.167
"Feb. 24, 2020",8.417
"Feb. 21, 2020",8.599
"Feb. 20, 2020",8.648
"Feb. 19, 2020",8.639
"Feb. 18, 2020",8.694
"Feb. 14, 2020",8.694
"Feb. 13, 2020",8.688
"Feb. 12, 2020",8.584
"Feb. 11, 2020",8.613
"Feb. 10, 2020",8.593
"Feb. 7, 2020",8.576
"Feb. 6, 2020",8.59
"Feb. 5, 2020",8.567
"Feb. 4, 2020",8.484
"Feb. 3, 2020",8.573
"Jan. 31, 2020",8.435
"Jan. 30, 2020",8.374
"Jan. 29, 2020",8.400
"Jan. 28, 2020",8.380
"Jan. 27, 2020",8.314
"Jan. 24, 2020",8.368
"Jan. 23, 2020",8.400
"Jan. 22, 2020",8.363
"Jan. 21, 2020",8.400
"Jan. 17, 2020",8.357
"Jan. 16, 2020",8.299
"Jan. 15, 2020",8.256
"Jan. 14, 2020",8.109
"Jan. 13, 2020",8.017
"Jan. 10, 2020",7.954
"Jan. 9, 2020",7.986
"Jan. 8, 2020",7.960
"Jan. 7, 2020",7.951
"Jan. 6, 2020",7.882
"Jan. 3, 2020",7.885
"Jan. 2, 2020",7.822
"Dec. 31, 2019",8.012
"Dec. 30, 2019",12.08
"Dec. 27, 2019",11.98
"Dec. 26, 2019",12.00
"Dec. 24, 2019",12.04
"Dec. 23, 2019",12.05
"Dec. 20, 2019",12.18
"Dec. 19, 2019",12.12
"Dec. 18, 2019",12.09
"Dec. 17, 2019",11.96
"Dec. 16, 2019",11.92
"Dec. 13, 2019",11.80
"Dec. 12, 2019",11.70
"Dec. 11, 2019",11.80
"Dec. 10, 2019",11.85
"Dec. 9, 2019",11.72
"Dec. 6, 2019",11.76
"Dec. 5, 2019",11.69
"Dec. 4, 2019",11.63
"Dec. 3, 2019",11.59
"Dec. 2, 2019",11.49
"Nov. 29, 2019",11.61
"Nov. 27, 2019",11.64
"Nov. 26, 2019",11.61
"Nov. 25, 2019",11.65
"Nov. 22, 2019",11.57
"Nov. 21, 2019",11.51
"Nov. 20, 2019",11.44
"Nov. 19, 2019",11.43
"Nov. 18, 2019",11.52
"Nov. 15, 2019",11.63
"Nov. 14, 2019",11.55
"Nov. 13, 2019",11.58
"Nov. 12, 2019",11.45
"Nov. 11, 2019",11.45
"Nov. 8, 2019",11.59
"Nov. 7, 2019",11.71
"Nov. 6, 2019",11.89
"Nov. 5, 2019",11.82
"Nov. 4, 2019",11.98
"Nov. 1, 2019",12.13
"Oct. 31, 2019",12.30
"Oct. 30, 2019",12.07
"Oct. 29, 2019",11.98
"Oct. 28, 2019",12.05
"Oct. 25, 2019",12.30
"Oct. 24, 2019",12.37
"Oct. 23, 2019",12.35
"Oct. 22, 2019",12.41
"Oct. 21, 2019",12.31
"Oct. 18, 2019",12.28
"Oct. 17, 2019",12.26
"Oct. 16, 2019",12.27
"Oct. 15, 2019",12.35
"Oct. 14, 2019",12.52
"Oct. 11, 2019",12.79
"Oct. 10, 2019",12.73
"Oct. 9, 2019",12.74
"Oct. 8, 2019",12.65
"Oct. 7, 2019",12.87
"Oct. 4, 2019",13.00
"Oct. 3, 2019",12.89
"Oct. 2, 2019",12.91
"Oct. 1, 2019",13.05
"Sept. 30, 2019",13.13
"Sept. 27, 2019",25.03
"Sept. 26, 2019",25.47
"Sept. 25, 2019",25.06
"Sept. 24, 2019",24.97
"Sept. 23, 2019",24.69
"Sept. 20, 2019",24.57
"Sept. 19, 2019",24.54
"Sept. 18, 2019",24.56
"Sept. 17, 2019",24.53
"Sept. 16, 2019",24.20
"Sept. 13, 2019",24.20
"Sept. 12, 2019",24.26
"Sept. 11, 2019",24.29
"Sept. 10, 2019",24.14
"Sept. 9, 2019",24.09
"Sept. 6, 2019",24.44
"Sept. 5, 2019",24.73
"Sept. 4, 2019",25.18
"Sept. 3, 2019",25.05
"Aug. 30, 2019",24.63
"Aug. 29, 2019",24.54
"Aug. 28, 2019",24.25
"Aug. 27, 2019",24.37
"Aug. 26, 2019",24.52
"Aug. 23, 2019",24.19
"Aug. 22, 2019",24.70
"Aug. 21, 2019",24.72
"Aug. 20, 2019",24.44
"Aug. 19, 2019",24.69
"Aug. 16, 2019",24.52
"Aug. 15, 2019",24.19
"Aug. 14, 2019",23.91
"Aug. 13, 2019",23.93
"Aug. 12, 2019",23.88
"Aug. 9, 2019",23.81
"Aug. 8, 2019",24.00
"Aug. 7, 2019",23.03
"Aug. 6, 2019",23.42
"Aug. 5, 2019",23.43
"Aug. 2, 2019",24.76
"Aug. 1, 2019",25.04
"July 31, 2019",24.74
"July 30, 2019",24.65
"July 29, 2019",24.84
"July 26, 2019",24.59
"July 25, 2019",24.49
"July 24, 2019",24.55
"July 23, 2019",24.35
"July 22, 2019",24.29
"July 19, 2019",24.34
"July 18, 2019",24.66
"July 17, 2019",24.39
"July 16, 2019",24.29
"July 15, 2019",24.52
"July 12, 2019",24.45
"July 11, 2019",24.60
"July 10, 2019",24.59
"July 9, 2019",24.64
"July 8, 2019",24.50
"July 5, 2019",24.54
"July 3, 2019",24.59
"July 2, 2019",24.24
"July 1, 2019",23.83
"June 30, 2019",
"June 28, 2019",105.37
"June 27, 2019",104.68
"June 26, 2019",104.97
"June 25, 2019",107.35
"June 24, 2019",107.31
"June 21, 2019",107.42
"June 20, 2019",107.64
"June 19, 2019",107.71
"June 18, 2019",106.07
"June 17, 2019",106.69
"June 14, 2019",105.19
"June 13, 2019",104.20
"June 12, 2019",104.38
"June 11, 2019",103.07
"June 10, 2019",103.98
"June 7, 2019",104.42
"June 6, 2019",104.71
"June 5, 2019",104.31
"June 4, 2019",102.74
"June 3, 2019",102.92
"May 31, 2019",101.90
"May 30, 2019",100.80
"May 29, 2019",100.40
"May 28, 2019",101.97
"May 24, 2019",104.31
"May 23, 2019",104.13
"May 22, 2019",103.84
"May 21, 2019",102.88
"May 20, 2019",103.03
"May 17, 2019",103.51
"May 16, 2019",103.14
"May 15, 2019",102.66
"May 14, 2019",102.59
"May 13, 2019",103.54
"May 10, 2019",102.74
"May 9, 2019",100.65
"May 8, 2019",100.51
"May 7, 2019",101.49
"May 6, 2019",102.01
"May 3, 2019",101.93
"May 2, 2019",100.91
"May 1, 2019",100.25
"April 30, 2019",101.64
"April 29, 2019",100.47
"April 26, 2019",102.01
"April 25, 2019",101.86
"April 24, 2019",100.65
"April 23, 2019",99.88
"April 22, 2019",99.92
"April 18, 2019",100.84
"April 17, 2019",100.94
"April 16, 2019",100.98
"April 15, 2019",102.37
"April 12, 2019",102.70
"April 11, 2019",102.59
"April 10, 2019",101.97
"April 9, 2019",102.30
"April 8, 2019",102.48
"April 5, 2019",103.40
"April 4, 2019",102.12
"April 3, 2019",102.70
"April 2, 2019",103.25
"April 1, 2019",103.10
"March 31, 2019",
"March 29, 2019",81.26
"March 28, 2019",80.92
"March 27, 2019",81.31
"March 26, 2019",81.71
"March 25, 2019",81.20
"March 22, 2019",81.11
"March 21, 2019",80.55
"March 20, 2019",79.24
"March 19, 2019",78.82
"March 18, 2019",79.53
"March 15, 2019",79.07
"March 14, 2019",79.02
"March 13, 2019",79.33
"March 12, 2019",79.39
"March 11, 2019",78.76
"March 8, 2019",77.74
"March 7, 2019",77.29
"March 6, 2019",76.75
"March 5, 2019",76.29
"March 4, 2019",76.44
"March 1, 2019",76.29
"Feb. 28, 2019",76.49
"Feb. 27, 2019",76.38
"Feb. 26, 2019",75.81
"Feb. 25, 2019",75.02
"Feb. 22, 2019",75.53
"Feb. 21, 2019",74.96
"Feb. 20, 2019",74.51
"Feb. 19, 2019",76.38
"Feb. 15, 2019",76.78
"Feb. 14, 2019",75.93
"Feb. 13, 2019",75.90
"Feb. 12, 2019",75.93
"Feb. 11, 2019",75.16
"Feb. 8, 2019",75.36
"Feb. 7, 2019",75.44
"Feb. 6, 2019",74.59
"Feb. 5, 2019",74.85
"Feb. 4, 2019",74.37
"Feb. 1, 2019",75.95
"Jan. 31, 2019",77.34
"Jan. 30, 2019",75.84
"Jan. 29, 2019",74.71
"Jan. 28, 2019",74.25
"Jan. 25, 2019",74.74
"Jan. 24, 2019",76.12
"Jan. 23, 2019",76.07
"Jan. 22, 2019",75.27
"Jan. 18, 2019",75.56
"Jan. 17, 2019",75.78
"Jan. 16, 2019",74.99
"Jan. 15, 2019",74.68
"Jan. 14, 2019",73.49
"Jan. 11, 2019",74.82
"Jan. 10, 2019",75.61
"Jan. 9, 2019",74.11
"Jan. 8, 2019",74.17
"Jan. 7, 2019",72.81
"Jan. 4, 2019",72.41
"Jan. 3, 2019",71.16
"Jan. 2, 2019",71.08
"Dec. 31, 2018",71.87
"Dec. 28, 2018",18.55
"Dec. 27, 2018",18.45
"Dec. 26, 2018",18.25
"Dec. 24, 2018",18.13
"Dec. 21, 2018",18.97
"Dec. 20, 2018",19.14
"Dec. 19, 2018",19.20
"Dec. 18, 2018",19.28
"Dec. 17, 2018",19.40
"Dec. 14, 2018",20.02
"Dec. 13, 2018",20.11
"Dec. 12, 2018",19.80
"Dec. 11, 2018",20.03
"Dec. 10, 2018",19.85
"Dec. 7, 2018",19.76
"Dec. 6, 2018",19.52
"Dec. 4, 2018",19.73
"Dec. 3, 2018",19.62
"Nov. 30, 2018",19.24
"Nov. 29, 2018",18.97
"Nov. 28, 2018",18.76
"Nov. 27, 2018",18.92
"Nov. 26, 2018",18.78
"Nov. 23, 2018",18.69
"Nov. 21, 2018",18.61
"Nov. 20, 2018",18.75
"Nov. 19, 2018",18.88
"Nov. 16, 2018",18.71
"Nov. 15, 2018",18.43
"Nov. 14, 2018",18.64
"Nov. 13, 2018",18.90
"Nov. 12, 2018",19.01
"Nov. 9, 2018",19.05
"Nov. 8, 2018",18.90
"Nov. 7, 2018",19.05
"Nov. 6, 2018",19.01
"Nov. 5, 2018",18.88
"Nov. 2, 2018",18.52
"Nov. 1, 2018",18.47
"Oct. 31, 2018",18.47
"Oct. 30, 2018",18.85
"Oct. 29, 2018",18.80
"Oct. 26, 2018",18.53
"Oct. 25, 2018",18.88
"Oct. 24, 2018",19.07
"Oct. 23, 2018",18.42
"Oct. 22, 2018",18.34
"Oct. 19, 2018",18.50
"Oct. 18, 2018",18.38
"Oct. 17, 2018",18.23
"Oct. 16, 2018",18.32
"Oct. 15, 2018",18.02
"Oct. 12, 2018",17.70
"Oct. 11, 2018",17.95
"Oct. 10, 2018",18.26
"Oct. 9, 2018",18.20
"Oct. 8, 2018",18.24
"Oct. 5, 2018",18.18
"Oct. 4, 2018",18.24
"Oct. 3, 2018",18.07
"Oct. 2, 2018",18.25
"Oct. 1, 2018",18.05
"Sept. 30, 2018",
"Sept. 28, 2018",9.391
"Sept. 27, 2018",9.338
"Sept. 26, 2018",9.255
"Sept. 25, 2018",9.379
"Sept. 24, 2018",9.530
"Sept. 21, 2018",9.628
"Sept. 20, 2018",9.508
"Sept. 19, 2018",9.624
"Sept. 18, 2018",9.768
"Sept. 17, 2018",9.696
"Sept. 14, 2018",9.342
"Sept. 13, 2018",10.58
"Sept. 12, 2018",10.51
"Sept. 11, 2018",10.45
"Sept. 10, 2018",10.41
"Sept. 7, 2018",10.31
"Sept. 6, 2018",10.43
"Sept. 5, 2018",10.38
"Sept. 4, 2018",10.22
"Aug. 31, 2018",10.20
"Aug. 30, 2018",10.23
"Aug. 29, 2018",10.27
"Aug. 28, 2018",10.16
"Aug. 27, 2018",10.16
"Aug. 24, 2018",10.20
"Aug. 23, 2018",10.19
"Aug. 22, 2018",10.17
"Aug. 21, 2018",10.24
"Aug. 20, 2018",10.34
"Aug. 17, 2018",10.40
"Aug. 16, 2018",10.37
"Aug. 15, 2018",10.25
"Aug. 14, 2018",10.16
"Aug. 13, 2018",10.11
"Aug. 10, 2018",10.03
"Aug. 9, 2018",9.990
"Aug. 8, 2018",9.975
"Aug. 7, 2018",10.00
"Aug. 6, 2018",10.10
"Aug. 3, 2018",10.02
"Aug. 2, 2018",9.907
"Aug. 1, 2018",9.76
"July 31, 2018",9.866
"July 30, 2018",9.692
"July 27, 2018",9.862
"July 26, 2018",9.843
"July 25, 2018",9.719
"July 24, 2018",9.719
"July 23, 2018",9.700
"July 20, 2018",9.779
"July 19, 2018",9.854
"July 18, 2018",9.76
"July 17, 2018",9.843
"July 16, 2018",9.896
"July 13, 2018",9.911
"July 12, 2018",9.911
"July 11, 2018",9.941
"July 10, 2018",9.888
"July 9, 2018",9.820
"July 6, 2018",10.13
"July 5, 2018",10.10
"July 3, 2018",10.07
"July 2, 2018",9.994
"June 30, 2018",
"June 29, 2018",9.626
"June 28, 2018",9.568
"June 27, 2018",9.462
"June 26, 2018",9.366
"June 25, 2018",9.403
"June 22, 2018",9.180
"June 21, 2018",9.077
"June 20, 2018",9.084
"June 19, 2018",9.037
"June 18, 2018",8.934
"June 15, 2018",8.887
"June 14, 2018",8.788
"June 13, 2018",8.718
"June 12, 2018",8.692
"June 11, 2018",8.524
"June 8, 2018",8.616
"June 7, 2018",8.630
"June 6, 2018",8.623
"June 5, 2018",8.883
"June 4, 2018",8.971
"June 1, 2018",9.062
"May 31, 2018",9.268
"May 30, 2018",9.271
"May 29, 2018",9.183
"May 25, 2018",9.194
"May 24, 2018",9.103
"May 23, 2018",9.037
"May 22, 2018",8.938
"May 21, 2018",8.938
"May 18, 2018",8.949
"May 17, 2018",8.923
"May 16, 2018",8.938
"May 15, 2018",9.044
"May 14, 2018",9.103
"May 11, 2018",9.132
"May 10, 2018",9.125
"May 9, 2018",9.030
"May 8, 2018",9.194
"May 7, 2018",9.334
"May 4, 2018",9.308
"May 3, 2018",9.366
"May 2, 2018",9.297
"May 1, 2018",8.982
"April 30, 2018",8.934
"April 27, 2018",8.978
"April 26, 2018",8.894
"April 25, 2018",8.758
"April 24, 2018",8.766
"April 23, 2018",8.744
"April 20, 2018",8.700
"April 19, 2018",8.791
"April 18, 2018",8.773
"April 17, 2018",8.843
"April 16, 2018",8.751
"April 13, 2018",8.626
"April 12, 2018",8.616
"April 11, 2018",8.784
"April 10, 2018",8.832
"April 9, 2018",8.846
"April 6, 2018",8.883
"April 5, 2018",8.949
"April 4, 2018",8.861
"April 3, 2018",8.799
"April 2, 2018",8.736
"March 31, 2018",
"March 29, 2018",8.527
"March 28, 2018",8.460
"March 27, 2018",8.484
"March 26, 2018",8.342
"March 23, 2018",8.224
"March 22, 2018",8.342
"March 21, 2018",8.306
"March 20, 2018",8.267
"March 19, 2018",8.288
"March 16, 2018",8.356
"March 15, 2018",8.342
"March 14, 2018",8.313
"March 13, 2018",8.253
"March 12, 2018",8.253
"March 9, 2018",8.188
"March 8, 2018",8.231
"March 7, 2018",8.185
"March 6, 2018",8.278
"March 5, 2018",8.392
"March 2, 2018",8.263
"March 1, 2018",8.263
"Feb. 28, 2018",8.249
"Feb. 27, 2018",8.317
"Feb. 26, 2018",8.413
"Feb. 23, 2018",8.417
"Feb. 22, 2018",8.231
"Feb. 21, 2018",8.131
"Feb. 20, 2018",8.210
"Feb. 16, 2018",8.374
"Feb. 15, 2018",8.335
"Feb. 14, 2018",8.11
"Feb. 13, 2018",8.249
"Feb. 12, 2018",8.242
"Feb. 9, 2018",8.235
"Feb. 8, 2018",8.028
"Feb. 7, 2018",8.235
"Feb. 6, 2018",8.303
"Feb. 5, 2018",8.388
"Feb. 2, 2018",8.549
"Feb. 1, 2018",8.645
"Jan. 31, 2018",8.802
"Jan. 30, 2018",8.720
"Jan. 29, 2018",8.638
"Jan. 26, 2018",8.738
"Jan. 25, 2018",8.709
"Jan. 24, 2018",8.624
"Jan. 23, 2018",8.62
"Jan. 22, 2018",8.542
"Jan. 19, 2018",8.538
"Jan. 18, 2018",8.552
"Jan. 17, 2018",8.613
"Jan. 16, 2018",8.570
"Jan. 12, 2018",8.584
"Jan. 11, 2018",8.606
"Jan. 10, 2018",8.606
"Jan. 9, 2018",8.809
"Jan. 8, 2018",8.916
"Jan. 5, 2018",8.841
"Jan. 4, 2018",8.948
"Jan. 3, 2018",8.987
"Jan. 2, 2018",9.044
"Dec. 31, 2017",
"Dec. 29, 2017",9.504
"Dec. 28, 2017",9.463
"Dec. 27, 2017",9.344
"Dec. 26, 2017",9.278
