date,ps_ratio
"March 19, 2020",1.684
"March 18, 2020",1.702
"March 17, 2020",1.772
"March 16, 2020",1.510
"March 13, 2020",1.816
"March 12, 2020",1.732
"March 11, 2020",1.954
"March 10, 2020",2.056
"March 9, 2020",1.997
"March 6, 2020",2.124
"March 5, 2020",2.136
"March 4, 2020",2.153
"March 3, 2020",2.046
"March 2, 2020",2.059
"Feb. 28, 2020",1.948
"Feb. 27, 2020",1.968
"Feb. 26, 2020",2.001
"Feb. 25, 2020",2.046
"Feb. 24, 2020",2.109
"Feb. 21, 2020",2.155
"Feb. 20, 2020",2.167
"Feb. 19, 2020",2.165
"Feb. 18, 2020",2.178
"Feb. 14, 2020",2.178
"Feb. 13, 2020",2.177
"Feb. 12, 2020",2.151
"Feb. 11, 2020",2.158
"Feb. 10, 2020",2.153
"Feb. 7, 2020",2.149
"Feb. 6, 2020",2.152
"Feb. 5, 2020",2.147
"Feb. 4, 2020",2.126
"Feb. 3, 2020",2.148
"Jan. 31, 2020",2.114
"Jan. 30, 2020",2.098
"Jan. 29, 2020",2.105
"Jan. 28, 2020",2.100
"Jan. 27, 2020",2.083
"Jan. 24, 2020",2.097
"Jan. 23, 2020",2.105
"Jan. 22, 2020",2.095
"Jan. 21, 2020",2.105
"Jan. 17, 2020",2.094
"Jan. 16, 2020",2.080
"Jan. 15, 2020",2.069
"Jan. 14, 2020",2.032
"Jan. 13, 2020",2.009
"Jan. 10, 2020",1.993
"Jan. 9, 2020",2.001
"Jan. 8, 2020",1.994
"Jan. 7, 2020",1.992
"Jan. 6, 2020",1.975
"Jan. 3, 2020",1.976
"Jan. 2, 2020",1.960
"Dec. 31, 2019",2.008
"Dec. 30, 2019",1.949
"Dec. 27, 2019",1.932
"Dec. 26, 2019",1.937
"Dec. 24, 2019",1.942
"Dec. 23, 2019",1.944
"Dec. 20, 2019",1.966
"Dec. 19, 2019",1.955
"Dec. 18, 2019",1.951
"Dec. 17, 2019",1.930
"Dec. 16, 2019",1.924
"Dec. 13, 2019",1.904
"Dec. 12, 2019",1.889
"Dec. 11, 2019",1.904
"Dec. 10, 2019",1.912
"Dec. 9, 2019",1.892
"Dec. 6, 2019",1.898
"Dec. 5, 2019",1.887
"Dec. 4, 2019",1.876
"Dec. 3, 2019",1.870
"Dec. 2, 2019",1.854
"Nov. 29, 2019",1.873
"Nov. 27, 2019",1.879
"Nov. 26, 2019",1.874
"Nov. 25, 2019",1.880
"Nov. 22, 2019",1.867
"Nov. 21, 2019",1.857
