date,dividend_yield
"March 19, 2020",8.47%
"March 18, 2020",8.83%
"March 17, 2020",6.88%
"March 16, 2020",6.97%
"March 13, 2020",5.83%
"March 12, 2020",6.37%
"March 11, 2020",5.85%
"March 10, 2020",5.72%
"March 9, 2020",6.02%
"March 6, 2020",5.10%
"March 5, 2020",5.00%
"March 4, 2020",4.93%
"March 3, 2020",5.15%
"March 2, 2020",5.03%
"Feb. 28, 2020",5.21%
"Feb. 27, 2020",5.16%
"Feb. 26, 2020",4.96%
"Feb. 25, 2020",4.83%
"Feb. 24, 2020",4.64%
"Feb. 21, 2020",4.46%
"Feb. 20, 2020",4.43%
"Feb. 19, 2020",4.39%
"Feb. 18, 2020",4.41%
"Feb. 14, 2020",4.42%
"Feb. 13, 2020",4.26%
"Feb. 12, 2020",4.25%
"Feb. 11, 2020",4.28%
"Feb. 10, 2020",4.34%
"Feb. 7, 2020",4.37%
"Feb. 6, 2020",4.35%
"Feb. 5, 2020",4.32%
"Feb. 4, 2020",4.45%
"Feb. 3, 2020",4.48%
"Jan. 31, 2020",4.44%
"Jan. 30, 2020",4.27%
"Jan. 29, 2020",4.31%
"Jan. 28, 2020",4.28%
"Jan. 27, 2020",4.31%
"Jan. 24, 2020",4.26%
"Jan. 23, 2020",4.21%
"Jan. 22, 2020",4.22%
"Jan. 21, 2020",4.20%
"Jan. 17, 2020",4.12%
"Jan. 16, 2020",4.07%
"Jan. 15, 2020",4.10%
"Jan. 14, 2020",4.09%
"Jan. 13, 2020",4.08%
"Jan. 10, 2020",4.09%
"Jan. 9, 2020",4.05%
"Jan. 8, 2020",4.04%
"Jan. 7, 2020",4.00%
"Jan. 6, 2020",3.95%
"Jan. 3, 2020",3.93%
"Jan. 2, 2020",3.92%
"Dec. 31, 2019",3.95%
"Dec. 30, 2019",3.97%
"Dec. 27, 2019",3.96%
"Dec. 26, 2019",3.95%
"Dec. 24, 2019",3.96%
"Dec. 23, 2019",3.96%
"Dec. 20, 2019",3.98%
"Dec. 19, 2019",4.03%
"Dec. 18, 2019",4.02%
"Dec. 17, 2019",4.01%
"Dec. 16, 2019",3.99%
"Dec. 13, 2019",4.04%
"Dec. 12, 2019",4.01%
"Dec. 11, 2019",4.10%
"Dec. 10, 2019",4.04%
"Dec. 9, 2019",4.06%
"Dec. 6, 2019",4.03%
"Dec. 5, 2019",4.09%
"Dec. 4, 2019",4.07%
"Dec. 3, 2019",4.11%
"Dec. 2, 2019",4.08%
"Nov. 29, 2019",4.06%
"Nov. 27, 2019",4.03%
"Nov. 26, 2019",4.04%
"Nov. 25, 2019",4.02%
"Nov. 22, 2019",4.01%
"Nov. 21, 2019",4.01%
"Nov. 20, 2019",4.06%
"Nov. 19, 2019",4.09%
"Nov. 18, 2019",4.02%
"Nov. 15, 2019",3.95%
"Nov. 14, 2019",3.85%
"Nov. 13, 2019",3.84%
"Nov. 12, 2019",3.88%
"Nov. 11, 2019",3.88%
"Nov. 8, 2019",3.88%
"Nov. 7, 2019",3.85%
"Nov. 6, 2019",3.91%
"Nov. 5, 2019",3.85%
"Nov. 4, 2019",3.86%
"Nov. 1, 2019",4.04%
"Oct. 31, 2019",4.04%
"Oct. 30, 2019",4.03%
"Oct. 29, 2019",3.97%
"Oct. 28, 2019",3.96%
"Oct. 25, 2019",3.95%
"Oct. 24, 2019",3.99%
"Oct. 23, 2019",3.98%
"Oct. 22, 2019",3.98%
"Oct. 21, 2019",4.02%
"Oct. 18, 2019",4.09%
"Oct. 17, 2019",4.07%
"Oct. 16, 2019",4.07%
"Oct. 15, 2019",4.03%
"Oct. 14, 2019",4.04%
"Oct. 11, 2019",4.04%
"Oct. 10, 2019",4.09%
"Oct. 9, 2019",4.15%
"Oct. 8, 2019",4.20%
"Oct. 7, 2019",4.14%
"Oct. 4, 2019",4.12%
"Oct. 3, 2019",4.14%
"Oct. 2, 2019",4.18%
"Oct. 1, 2019",4.04%
"Sept. 30, 2019",3.95%
"Sept. 27, 2019",3.95%
"Sept. 26, 2019",3.90%
"Sept. 25, 2019",3.80%
"Sept. 24, 2019",3.79%
"Sept. 23, 2019",3.76%
"Sept. 20, 2019",3.77%
"Sept. 19, 2019",3.79%
"Sept. 18, 2019",3.78%
"Sept. 17, 2019",3.79%
"Sept. 16, 2019",3.78%
"Sept. 13, 2019",3.86%
"Sept. 12, 2019",3.86%
"Sept. 11, 2019",3.87%
"Sept. 10, 2019",3.85%
"Sept. 9, 2019",3.93%
"Sept. 6, 2019",3.97%
"Sept. 5, 2019",3.99%
"Sept. 4, 2019",4.00%
"Sept. 3, 2019",4.03%
"Aug. 30, 2019",3.98%
"Aug. 29, 2019",3.99%
"Aug. 28, 2019",4.01%
"Aug. 27, 2019",4.05%
"Aug. 26, 2019",4.05%
