date,ev_revenues
"March 19, 2020",0.93
"March 18, 2020",0.8986
"March 17, 2020",1.109
"March 16, 2020",1.095
"March 13, 2020",1.280
"March 12, 2020",1.184
"March 11, 2020",1.274
"March 10, 2020",1.301
"March 9, 2020",1.243
"March 6, 2020",1.440
"March 5, 2020",1.465
"March 4, 2020",1.483
"March 3, 2020",1.427
"March 2, 2020",1.457
"Feb. 28, 2020",1.413
"Feb. 27, 2020",1.424
"Feb. 26, 2020",1.476
"Feb. 25, 2020",1.512
"Feb. 24, 2020",1.566
"Feb. 21, 2020",1.624
"Feb. 20, 2020",1.634
"Feb. 19, 2020",1.647
"Feb. 18, 2020",1.640
"Feb. 14, 2020",1.638
"Feb. 13, 2020",1.659
"Feb. 12, 2020",1.664
"Feb. 11, 2020",1.653
"Feb. 10, 2020",1.634
"Feb. 7, 2020",1.625
"Feb. 6, 2020",1.632
"Feb. 5, 2020",1.643
"Feb. 4, 2020",1.597
"Feb. 3, 2020",1.589
"Jan. 31, 2020",1.601
"Jan. 30, 2020",1.658
"Jan. 29, 2020",1.644
"Jan. 28, 2020",1.654
"Jan. 27, 2020",1.644
"Jan. 24, 2020",1.664
"Jan. 23, 2020",1.681
"Jan. 22, 2020",1.678
"Jan. 21, 2020",1.684
"Jan. 17, 2020",1.714
"Jan. 16, 2020",1.732
"Jan. 15, 2020",1.722
"Jan. 14, 2020",1.724
"Jan. 13, 2020",1.729
"Jan. 10, 2020",1.726
"Jan. 9, 2020",1.740
"Jan. 8, 2020",1.743
"Jan. 7, 2020",1.761
"Jan. 6, 2020",1.782
"Jan. 3, 2020",1.787
"Jan. 2, 2020",1.793
"Dec. 31, 2019",1.781
"Dec. 30, 2019",1.708
"Dec. 27, 2019",1.714
"Dec. 26, 2019",1.718
"Dec. 24, 2019",1.715
"Dec. 23, 2019",1.714
"Dec. 20, 2019",1.706
"Dec. 19, 2019",1.686
"Dec. 18, 2019",1.691
"Dec. 17, 2019",1.692
"Dec. 16, 2019",1.702
"Dec. 13, 2019",1.684
"Dec. 12, 2019",1.695
"Dec. 11, 2019",1.661
"Dec. 10, 2019",1.683
"Dec. 9, 2019",1.675
"Dec. 6, 2019",1.684
"Dec. 5, 2019",1.662
"Dec. 4, 2019",1.670
"Dec. 3, 2019",1.657
"Dec. 2, 2019",1.669
"Nov. 29, 2019",1.673
"Nov. 27, 2019",1.685
"Nov. 26, 2019",1.682
"Nov. 25, 2019",1.689
"Nov. 22, 2019",1.692
"Nov. 21, 2019",1.694
"Nov. 20, 2019",1.676
"Nov. 19, 2019",1.664
"Nov. 18, 2019",1.691
"Nov. 15, 2019",1.718
"Nov. 14, 2019",1.736
"Nov. 13, 2019",1.740
"Nov. 12, 2019",1.723
"Nov. 11, 2019",1.721
"Nov. 8, 2019",1.722
"Nov. 7, 2019",1.735
"Nov. 6, 2019",1.709
"Nov. 5, 2019",1.735
"Nov. 4, 2019",1.731
"Nov. 1, 2019",1.661
"Oct. 31, 2019",1.660
"Oct. 30, 2019",1.663
"Oct. 29, 2019",1.686
"Oct. 28, 2019",1.690
"Oct. 25, 2019",1.693
"Oct. 24, 2019",1.679
"Oct. 23, 2019",1.684
"Oct. 22, 2019",1.682
"Oct. 21, 2019",1.666
"Oct. 18, 2019",1.642
"Oct. 17, 2019",1.650
"Oct. 16, 2019",1.647
"Oct. 15, 2019",1.662
"Oct. 14, 2019",1.661
"Oct. 11, 2019",1.660
"Oct. 10, 2019",1.640
"Oct. 9, 2019",1.621
"Oct. 8, 2019",1.602
"Oct. 7, 2019",1.623
"Oct. 4, 2019",1.630
"Oct. 3, 2019",1.621
"Oct. 2, 2019",1.610
"Oct. 1, 2019",1.658
"Sept. 30, 2019",1.692
"Sept. 27, 2019",1.623
"Sept. 26, 2019",1.643
"Sept. 25, 2019",1.684
"Sept. 24, 2019",1.687
"Sept. 23, 2019",1.702
"Sept. 20, 2019",1.694
"Sept. 19, 2019",1.686
"Sept. 18, 2019",1.692
"Sept. 17, 2019",1.689
"Sept. 16, 2019",1.692
"Sept. 13, 2019",1.659
"Sept. 12, 2019",1.658
"Sept. 11, 2019",1.656
"Sept. 10, 2019",1.664
"Sept. 9, 2019",1.633
"Sept. 6, 2019",1.619
"Sept. 5, 2019",1.611
"Sept. 4, 2019",1.606
