date,six_month_return
"March 19, 2020",-53.59%
"March 18, 2020",-55.67%
"March 17, 2020",-42.94%
"March 16, 2020",-43.84%
"March 13, 2020",-31.34%
"March 12, 2020",-37.19%
"March 11, 2020",-31.54%
"March 10, 2020",-30.26%
"March 9, 2020",-32.43%
"March 6, 2020",-19.40%
"March 5, 2020",-17.38%
"March 4, 2020",-15.97%
"March 3, 2020",-18.82%
"March 2, 2020",-17.95%
"Feb. 28, 2020",-20.11%
"Feb. 27, 2020",-18.73%
"Feb. 26, 2020",-15.29%
"Feb. 25, 2020",-12.56%
"Feb. 24, 2020",-9.09%
"Feb. 21, 2020",-7.52%
"Feb. 20, 2020",-5.44%
"Feb. 19, 2020",-5.60%
"Feb. 18, 2020",-4.81%
"Feb. 14, 2020",-6.51%
"Feb. 13, 2020",-8.77%
"Feb. 12, 2020",-7.90%
"Feb. 11, 2020",-9.16%
"Feb. 10, 2020",-10.32%
"Feb. 7, 2020",-8.53%
"Feb. 6, 2020",-8.28%
"Feb. 5, 2020",-7.12%
"Feb. 4, 2020",-11.50%
"Feb. 3, 2020",-11.97%
"Jan. 31, 2020",-12.97%
"Jan. 30, 2020",-10.41%
"Jan. 29, 2020",-11.16%
"Jan. 28, 2020",-10.18%
"Jan. 27, 2020",-10.77%
"Jan. 24, 2020",-11.61%
"Jan. 23, 2020",-10.11%
"Jan. 22, 2020",-9.90%
"Jan. 21, 2020",-9.38%
"Jan. 17, 2020",-6.90%
"Jan. 16, 2020",-6.31%
"Jan. 15, 2020",-7.63%
"Jan. 14, 2020",-7.68%
"Jan. 13, 2020",-7.40%
"Jan. 10, 2020",-7.17%
"Jan. 9, 2020",-4.73%
"Jan. 8, 2020",-4.77%
"Jan. 7, 2020",-3.63%
"Jan. 6, 2020",-2.38%
"Jan. 3, 2020",-1.90%
"Jan. 2, 2020",-1.22%
"Dec. 31, 2019",-3.16%
"Dec. 30, 2019",-3.69%
"Dec. 27, 2019",-2.28%
"Dec. 26, 2019",-2.69%
"Dec. 24, 2019",-3.66%
"Dec. 23, 2019",-3.68%
"Dec. 20, 2019",-3.70%
"Dec. 19, 2019",-3.87%
"Dec. 18, 2019",-3.56%
"Dec. 17, 2019",-2.30%
"Dec. 16, 2019",-1.20%
"Dec. 13, 2019",-2.44%
"Dec. 12, 2019",-1.15%
"Dec. 11, 2019",-4.08%
"Dec. 10, 2019",-3.60%
"Dec. 9, 2019",-3.44%
"Dec. 6, 2019",-2.21%
"Dec. 5, 2019",-1.12%
"Dec. 4, 2019",-0.31%
"Dec. 3, 2019",-0.09%
"Dec. 2, 2019",2.59%
"Nov. 29, 2019",0.31%
"Nov. 27, 2019",-0.54%
"Nov. 26, 2019",-0.78%
"Nov. 25, 2019",-0.28%
"Nov. 22, 2019",-1.61%
"Nov. 21, 2019",-2.12%
"Nov. 20, 2019",-2.90%
"Nov. 19, 2019",-3.38%
"Nov. 18, 2019",-1.63%
"Nov. 15, 2019",-1.23%
"Nov. 14, 2019",0.26%
"Nov. 13, 2019",1.53%
"Nov. 12, 2019",-0.84%
"Nov. 11, 2019",-0.97%
"Nov. 8, 2019",2.92%
"Nov. 7, 2019",3.06%
"Nov. 6, 2019",1.27%
"Nov. 5, 2019",3.98%
"Nov. 4, 2019",3.67%
"Nov. 1, 2019",-1.36%
"Oct. 31, 2019",-3.26%
"Oct. 30, 2019",-3.08%
"Oct. 29, 2019",0.35%
"Oct. 28, 2019",1.18%
"Oct. 25, 2019",0.65%
"Oct. 24, 2019",-0.59%
"Oct. 23, 2019",-3.31%
"Oct. 22, 2019",-3.36%
"Oct. 21, 2019",-2.71%
"Oct. 18, 2019",-4.27%
"Oct. 17, 2019",-4.09%
"Oct. 16, 2019",-5.00%
"Oct. 15, 2019",-3.19%
"Oct. 14, 2019",-2.99%
"Oct. 11, 2019",-7.81%
"Oct. 10, 2019",-8.69%
"Oct. 9, 2019",-9.88%
"Oct. 8, 2019",-11.82%
"Oct. 7, 2019",-10.41%
"Oct. 4, 2019",-8.77%
"Oct. 3, 2019",-8.67%
"Oct. 2, 2019",-10.12%
"Oct. 1, 2019",-7.15%
"Sept. 30, 2019",-3.72%
"Sept. 27, 2019",-3.41%
"Sept. 26, 2019",-3.20%
"Sept. 25, 2019",0.50%
"Sept. 24, 2019",0.53%
"Sept. 23, 2019",1.47%
"Sept. 20, 2019",-0.30%
"Sept. 19, 2019",-1.29%
"Sept. 18, 2019",-1.35%
"Sept. 17, 2019",-1.13%
"Sept. 16, 2019",-0.95%
"Sept. 13, 2019",-2.54%
"Sept. 12, 2019",-2.00%
"Sept. 11, 2019",-1.89%
"Sept. 10, 2019",0.19%
"Sept. 9, 2019",-1.83%
"Sept. 6, 2019",-4.27%
"Sept. 5, 2019",-4.58%
"Sept. 4, 2019",-3.99%
"Sept. 3, 2019",-4.72%
"Aug. 30, 2019",-1.56%
"Aug. 29, 2019",-1.72%
"Aug. 28, 2019",-2.30%
"Aug. 27, 2019",-3.54%
"Aug. 26, 2019",-3.50%
"Aug. 23, 2019",-3.53%
"Aug. 22, 2019",-1.39%
"Aug. 21, 2019",-1.06%
"Aug. 20, 2019",-3.45%
"Aug. 19, 2019",-1.68%
"Aug. 16, 2019",-2.97%
"Aug. 15, 2019",-2.01%
"Aug. 14, 2019",-0.36%
"Aug. 13, 2019",2.36%
"Aug. 12, 2019",2.47%
"Aug. 9, 2019",4.12%
"Aug. 8, 2019",4.81%
"Aug. 7, 2019",0.74%
"Aug. 6, 2019",0.42%
"Aug. 5, 2019",-0.62%
"Aug. 2, 2019",1.99%
"Aug. 1, 2019",2.00%
"July 31, 2019",7.38%
"July 30, 2019",10.03%
"July 29, 2019",11.09%
"July 26, 2019",9.27%
"July 25, 2019",10.96%
"July 24, 2019",11.48%
"July 23, 2019",12.95%
"July 22, 2019",11.55%
"July 19, 2019",9.33%
"July 18, 2019",9.01%
"July 17, 2019",10.88%
"July 16, 2019",11.99%
"July 15, 2019",12.13%
"July 12, 2019",11.94%
"July 11, 2019",11.45%
"July 10, 2019",10.57%
"July 9, 2019",8.90%
"July 8, 2019",10.58%
"July 5, 2019",11.48%
"July 3, 2019",13.61%
"July 2, 2019",11.06%
"July 1, 2019",14.75%
"June 28, 2019",14.53%
"June 27, 2019",12.61%
"June 26, 2019",15.40%
"June 25, 2019",22.43%
"June 24, 2019",23.69%
"June 21, 2019",19.88%
"June 20, 2019",18.38%
"June 19, 2019",13.97%
"June 18, 2019",12.02%
"June 17, 2019",7.95%
"June 14, 2019",6.13%
"June 13, 2019",4.29%
"June 12, 2019",3.95%
"June 11, 2019",4.94%
"June 10, 2019",6.39%
"June 7, 2019",5.19%
"June 6, 2019",4.12%
"June 5, 2019",0.35%
"June 4, 2019",0.05%
"June 3, 2019",-3.88%
"May 31, 2019",-4.28%
"May 30, 2019",-2.99%
"May 29, 2019",-1.75%
"May 28, 2019",0.14%
"May 24, 2019",4.50%
"May 23, 2019",3.76%
"May 22, 2019",2.55%
"May 21, 2019",3.21%
"May 20, 2019",4.08%
"May 17, 2019",1.23%
"May 16, 2019",1.46%
"May 15, 2019",4.44%
"May 14, 2019",5.12%
"May 13, 2019",4.41%
"May 10, 2019",2.08%
"May 9, 2019",1.41%
"May 8, 2019",-1.56%
"May 7, 2019",-2.15%
"May 6, 2019",-0.42%
"May 3, 2019",2.21%
"May 2, 2019",1.44%
"May 1, 2019",5.97%
"April 30, 2019",8.31%
"April 29, 2019",8.07%
"April 26, 2019",4.99%
"April 25, 2019",5.66%
"April 24, 2019",7.32%
"April 23, 2019",7.60%
"April 22, 2019",4.00%
"April 18, 2019",2.03%
"April 17, 2019",2.54%
"April 16, 2019",3.11%
"April 15, 2019",2.74%
"April 12, 2019",1.69%
"April 11, 2019",6.38%
"April 10, 2019",2.36%
"April 9, 2019",-1.01%
"April 8, 2019",1.47%
"April 5, 2019",0.87%
"April 4, 2019",-0.12%
"April 3, 2019",-1.13%
"April 2, 2019",0.15%
"April 1, 2019",0.44%
"March 29, 2019",0.74%
"March 28, 2019",0.61%
"March 27, 2019",0.26%
"March 26, 2019",1.79%
"March 25, 2019",-0.39%
"March 22, 2019",1.62%
"March 21, 2019",3.90%
"March 20, 2019",4.41%
"March 19, 2019",4.83%
"March 18, 2019",6.56%
"March 15, 2019",6.76%
"March 14, 2019",6.15%
"March 13, 2019",7.20%
"March 12, 2019",7.00%
"March 11, 2019",7.48%
"March 8, 2019",6.13%
"March 7, 2019",6.40%
"March 6, 2019",7.20%
"March 5, 2019",3.67%
"March 4, 2019",2.73%
"March 1, 2019",3.01%
"Feb. 28, 2019",-0.23%
"Feb. 27, 2019",-0.22%
"Feb. 26, 2019",0.78%
"Feb. 25, 2019",0.51%
"Feb. 22, 2019",0.40%
"Feb. 21, 2019",1.02%
"Feb. 20, 2019",2.15%
"Feb. 19, 2019",1.28%
"Feb. 15, 2019",1.20%
"Feb. 14, 2019",-3.61%
"Feb. 13, 2019",-2.34%
"Feb. 12, 2019",-3.75%
"Feb. 11, 2019",-5.18%
"Feb. 8, 2019",-5.09%
"Feb. 7, 2019",-5.55%
"Feb. 6, 2019",-4.36%
"Feb. 5, 2019",-3.68%
"Feb. 4, 2019",-3.47%
"Feb. 1, 2019",-5.60%
"Jan. 31, 2019",-9.20%
"Jan. 30, 2019",-11.59%
"Jan. 29, 2019",-11.22%
"Jan. 28, 2019",-10.96%
"Jan. 25, 2019",-9.35%
"Jan. 24, 2019",-8.35%
"Jan. 23, 2019",-8.19%
"Jan. 22, 2019",-8.12%
"Jan. 18, 2019",-5.89%
"Jan. 17, 2019",-8.16%
"Jan. 16, 2019",-9.42%
"Jan. 15, 2019",-9.61%
"Jan. 14, 2019",-9.93%
"Jan. 11, 2019",-8.89%
"Jan. 10, 2019",-11.08%
"Jan. 9, 2019",-10.10%
"Jan. 8, 2019",-9.96%
"Jan. 7, 2019",-9.57%
"Jan. 4, 2019",-11.15%
"Jan. 3, 2019",-12.96%
"Jan. 2, 2019",-10.91%
"Dec. 31, 2018",-13.95%
"Dec. 28, 2018",-13.54%
"Dec. 27, 2018",-13.24%
"Dec. 26, 2018",-13.51%
"Dec. 24, 2018",-19.27%
"Dec. 21, 2018",-14.99%
"Dec. 20, 2018",-16.21%
"Dec. 19, 2018",-14.11%
"Dec. 18, 2018",-12.88%
"Dec. 17, 2018",-9.34%
"Dec. 14, 2018",-10.02%
"Dec. 13, 2018",-8.76%
"Dec. 12, 2018",-9.02%
"Dec. 11, 2018",-9.48%
"Dec. 10, 2018",-9.10%
"Dec. 7, 2018",-9.03%
"Dec. 6, 2018",-6.05%
"Dec. 4, 2018",-4.11%
"Dec. 3, 2018",-2.57%
"Nov. 30, 2018",-4.97%
"Nov. 29, 2018",-2.09%
"Nov. 28, 2018",-3.31%
"Nov. 27, 2018",-5.71%
"Nov. 26, 2018",-5.90%
"Nov. 23, 2018",-11.73%
"Nov. 21, 2018",-9.12%
"Nov. 20, 2018",-9.20%
"Nov. 19, 2018",-6.60%
"Nov. 16, 2018",-8.10%
"Nov. 15, 2018",-9.86%
"Nov. 14, 2018",-11.25%
"Nov. 13, 2018",-11.16%
"Nov. 12, 2018",-9.59%
"Nov. 9, 2018",-7.16%
"Nov. 8, 2018",-5.70%
"Nov. 7, 2018",-3.26%
"Nov. 6, 2018",-5.28%
"Nov. 5, 2018",-5.25%
"Nov. 2, 2018",-8.57%
"Nov. 1, 2018",-10.96%
"Oct. 31, 2018",-10.76%
"Oct. 30, 2018",-11.40%
"Oct. 29, 2018",-13.97%
"Oct. 26, 2018",-10.22%
"Oct. 25, 2018",-9.08%
