Cash Flow - Operations (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03,1993-12,1993-09,1993-06,1993-03,1992-12,1992-09,1992-06,1992-03,1991-12,1991-09,1991-06,1991-03,1990-12,1990-09,1990-06,1990-03
Net Income,743.00M,3.071B,1.597B,1.846B,1.878B,1.873B,1.654B,900.00M,1.598B,436.00M,-3.426B,599.00M,-19.00M,-1.026B,-1.058B,-1.456B,-3.437B,-1.056B,-164.00M,286.00M,-24.00M,1.649B,2.065B,2.117B,1.508B,2.439B,2.066B,2.024B,1.842B,1.74B,1.72B,2.179B,1.076B,1.495B,1.575B,3.042B,941.00M,3.069B,4.183B,2.112B,1.314B,1.487B,875.00M,816.00M,-31.04B,5.152B,5.456B,4.158B,4.371B,3.673B,301.00M,3.546B,3.197B,3.876B,5.186B,3.291B,3.782B,3.804B,3.131B,2.923B,2.48B,2.011B,2.013B,1.603B,986.00M,1.248B,1.096B,1.263B,558.00M,-74.00M,312.00M,-98.00M,128.00M,338.00M,645.00M,490.00M,730.00M,426.00M,442.00M,250.00M,250.00M,221.00M,68.00M,70.00M,-210.00M,46.00M,158.00M,243.00M,209.00M,216.00M,307.00M,227.00M,200.00M,187.00M,221.00M,695.00M,109.00M,136.00M,113.00M,111.00M,162.00M,119.00M,76.00M,127.00M,18.00M,41.00M,123.00M,61.00M,155.00M,99.00M,104.00M,-88.00M,-177.00M,56.00M,33.00M,186.00M,237.00M,178.00M,105.00M,21.00M
Earnings Loss from Eq. Investments,334.00M,-102.00M,338.00M,24.00M,163.00M,-105.00M,128.00M,-34.00M,-39.00M,-72.00M,-78.00M,-43.00M,,,,,,,,,-257.00M,-347.00M,-450.00M,1.131B,-237.00M,-357.00M,-199.00M,-29.00M,-187.00M,-153.00M,-179.00M,-77.00M,161.00M,-7.00M,238.00M,-523.00M,1.285B,-453.00M,-686.00M,-503.00M,44.00M,-692.00M,-326.00M,-280.00M,-2.357B,1.988B,-1.001B,-987.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Gains Losses,252.00M,-1.887B,256.00M,7.00M,-725.00M,-218.00M,73.00M,-41.00M,-72.00M,-318.00M,-1.954B,-65.00M,141.00M,-51.00M,-128.00M,-23.00M,-368.00M,-18.00M,-52.00M,-52.00M,-335.00M,-351.00M,-457.00M,1.122B,-257.00M,-1.426B,-294.00M,-87.00M,-203.00M,-271.00M,-762.00M,-1.017B,179.00M,253.00M,206.00M,-1.139B,393.00M,-1.851B,-3.935B,-527.00M,-28.00M,-744.00M,-323.00M,-319.00M,-238.00M,-809.00M,-1.033B,-1.168B,-1.707B,786.00M,-1.072B,-1.002B,232.00M,-557.00M,-467.00M,-343.00M,-39.00M,-192.00M,-495.00M,-881.00M,-344.00M,-76.00M,128.00M,-39.00M,130.00M,-197.00M,47.00M,119.00M,223.00M,338.00M,-91.00M,261.00M,-1.00M,231.00M,39.00M,1.00M,-24.00M,-30.00M,-10.00M,84.00M,85.00M,-110.00M,105.00M,-1.00M,348.00M,-66.00M,-4.00M,41.00M,58.00M,104.00M,120.00M,50.00M,301.00M,-83.00M,-97.00M,37.00M,22.00M,15.00M,13.00M,16.00M,29.00M,20.00M,26.00M,20.00M,,,,,,,,,,,,,,,,
Depreciation Expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.339B,5.339B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-948.00M,948.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortization Expense CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-319.00M,319.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.00M,7.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Depreciation and Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.658B,5.658B,,,,,,,,,,,-6.748B,6.748B,,,2.206B,2.052B,2.016B,2.024B,2.002B,2.137B,1.965B,1.18B,1.178B,1.049B,985.00M,1.041B,1.03B,938.00M,912.00M,918.00M,911.00M,858.00M,857.00M,859.00M,884.00M,548.00M,385.00M,406.00M,389.00M,304.00M,329.00M,322.00M,321.00M,316.00M,298.00M,234.00M,231.00M,229.00M,222.00M,220.00M,146.00M,270.00M,252.00M,231.00M,173.00M,250.00M,189.00M,183.00M,308.00M,205.00M,187.00M,241.00M,189.00M,190.00M,281.00M,211.00M,198.00M,191.00M,201.00M,204.00M,240.00M,207.00M,200.00M,194.00M,206.00M,209.00M,201.00M,204.00M,590.00M,214.00M,194.00M,192.00M,172.00M,217.00M,209.00M,210.00M
"Total Depreciation, Amortization, Depletion",1.488B,1.566B,1.49B,1.546B,1.612B,1.494B,1.438B,1.412B,1.633B,1.608B,1.625B,1.979B,2.061B,2.425B,2.329B,2.247B,2.382B,2.271B,2.329B,2.131B,2.271B,2.096B,2.07B,1.892B,1.893B,1.902B,1.832B,1.807B,1.779B,1.65B,1.58B,1.571B,1.169B,1.964B,1.624B,2.07B,1.16B,2.246B,2.28B,2.318B,2.391B,2.327B,2.347B,2.23B,2.264B,2.361B,2.178B,2.209B,2.206B,2.052B,2.016B,2.024B,2.002B,2.137B,1.965B,1.18B,1.178B,1.049B,985.00M,1.041B,1.03B,938.00M,912.00M,918.00M,911.00M,858.00M,857.00M,859.00M,884.00M,548.00M,385.00M,406.00M,389.00M,304.00M,329.00M,322.00M,321.00M,316.00M,298.00M,234.00M,231.00M,229.00M,222.00M,220.00M,146.00M,270.00M,252.00M,231.00M,173.00M,250.00M,189.00M,183.00M,308.00M,205.00M,187.00M,241.00M,189.00M,190.00M,281.00M,211.00M,198.00M,191.00M,201.00M,204.00M,240.00M,207.00M,200.00M,194.00M,206.00M,209.00M,201.00M,204.00M,590.00M,214.00M,194.00M,192.00M,172.00M,217.00M,209.00M,210.00M
Deferred Taxes,-140.00M,-83.00M,-220.00M,-1.00M,-115.00M,136.00M,197.00M,65.00M,-911.00M,-222.00M,-1.234B,-1.314B,-69.00M,-695.00M,-630.00M,-827.00M,-1.488B,-682.00M,35.00M,-637.00M,-315.00M,391.00M,403.00M,230.00M,169.00M,458.00M,443.00M,241.00M,586.00M,396.00M,284.00M,131.00M,110.00M,271.00M,-128.00M,87.00M,-38.00M,-392.00M,-508.00M,-35.00M,-243.00M,-269.00M,-382.00M,-221.00M,-473.00M,48.00M,28.00M,-17.00M,-88.00M,-125.00M,103.00M,77.00M,-89.00M,495.00M,-390.00M,168.00M,348.00M,261.00M,369.00M,123.00M,27.00M,328.00M,310.00M,360.00M,68.00M,80.00M,10.00M,243.00M,97.00M,-20.00M,146.00M,-81.00M,152.00M,99.00M,142.00M,120.00M,149.00M,169.00M,70.00M,24.00M,46.00M,105.00M,5.00M,4.00M,-55.00M,31.00M,57.00M,51.00M,87.00M,43.00M,69.00M,84.00M,25.00M,60.00M,29.00M,49.00M,19.00M,14.00M,-21.00M,-3.00M,-27.00M,-26.00M,1.00M,12.00M,-41.00M,-11.00M,5.00M,-1.00M,-167.00M,-46.00M,-44.00M,-45.00M,-194.00M,-22.00M,-10.00M,33.00M,-124.00M,-98.00M,10.00M,-33.00M
Asset Impairment Charge,439.00M,317.00M,42.00M,28.00M,37.00M,72.00M,-19.00M,32.00M,257.00M,13.00M,6.316B,581.00M,-8.00M,310.00M,525.00M,496.00M,3.954B,549.00M,480.00M,327.00M,1.228B,373.00M,351.00M,70.00M,596.00M,134.00M,204.00M,38.00M,555.00M,69.00M,198.00M,732.00M,500.00M,290.00M,0.00,0.00,-1.125B,59.00M,1.532B,91.00M,560.00M,289.00M,166.00M,126.00M,35.32B,-306.00M,146.00M,160.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
