date,enterprise_value
"March 19, 2020",118.11B
"March 18, 2020",121.21B
"March 17, 2020",126.14B
"March 16, 2020",119.23B
"March 13, 2020",125.97B
"March 12, 2020",122.09B
"March 11, 2020",129.76B
"March 10, 2020",132.77B
"March 9, 2020",132.43B
"March 6, 2020",135.71B
"March 5, 2020",136.50B
"March 4, 2020",137.61B
"March 3, 2020",133.18B
"March 2, 2020",133.96B
"Feb. 28, 2020",130.32B
"Feb. 27, 2020",132.73B
"Feb. 26, 2020",135.63B
"Feb. 25, 2020",135.87B
"Feb. 24, 2020",138.09B
"Feb. 21, 2020",138.19B
"Feb. 20, 2020",137.45B
"Feb. 19, 2020",137.45B
"Feb. 18, 2020",137.89B
"Feb. 14, 2020",137.34B
"Feb. 13, 2020",136.48B
"Feb. 12, 2020",134.88B
"Feb. 11, 2020",134.20B
"Feb. 10, 2020",133.64B
"Feb. 7, 2020",133.67B
"Feb. 6, 2020",134.15B
"Feb. 5, 2020",134.31B
"Feb. 4, 2020",133.91B
"Feb. 3, 2020",134.70B
"Jan. 31, 2020",134.67B
"Jan. 30, 2020",134.52B
"Jan. 29, 2020",133.99B
"Jan. 28, 2020",133.59B
"Jan. 27, 2020",133.51B
"Jan. 24, 2020",133.65B
"Jan. 23, 2020",133.50B
"Jan. 22, 2020",132.93B
"Jan. 21, 2020",132.55B
"Jan. 17, 2020",131.77B
"Jan. 16, 2020",131.37B
"Jan. 15, 2020",130.87B
"Jan. 14, 2020",129.99B
"Jan. 13, 2020",129.95B
"Jan. 10, 2020",129.36B
"Jan. 9, 2020",129.50B
"Jan. 8, 2020",129.34B
"Jan. 7, 2020",129.24B
"Jan. 6, 2020",129.66B
"Jan. 3, 2020",129.34B
"Jan. 2, 2020",129.29B
"Dec. 31, 2019",129.93B
"Dec. 30, 2019",129.12B
"Dec. 27, 2019",129.26B
"Dec. 26, 2019",128.83B
"Dec. 24, 2019",128.72B
"Dec. 23, 2019",128.66B
"Dec. 20, 2019",129.00B
"Dec. 19, 2019",128.51B
"Dec. 18, 2019",128.99B
"Dec. 17, 2019",128.95B
"Dec. 16, 2019",128.91B
"Dec. 13, 2019",128.62B
"Dec. 12, 2019",128.23B
"Dec. 11, 2019",127.82B
"Dec. 10, 2019",127.86B
"Dec. 9, 2019",128.02B
"Dec. 6, 2019",128.37B
"Dec. 5, 2019",128.03B
"Dec. 4, 2019",127.78B
"Dec. 3, 2019",126.99B
"Dec. 2, 2019",126.57B
"Nov. 29, 2019",127.21B
"Nov. 27, 2019",127.50B
"Nov. 26, 2019",127.24B
"Nov. 25, 2019",126.80B
"Nov. 22, 2019",126.46B
"Nov. 21, 2019",126.11B
"Nov. 20, 2019",126.46B
"Nov. 19, 2019",126.38B
"Nov. 18, 2019",127.56B
"Nov. 15, 2019",127.51B
"Nov. 14, 2019",127.27B
"Nov. 13, 2019",127.48B
"Nov. 12, 2019",126.79B
"Nov. 11, 2019",126.80B
"Nov. 8, 2019",128.51B
"Nov. 7, 2019",130.43B
"Nov. 6, 2019",131.00B
"Nov. 5, 2019",130.85B
"Nov. 4, 2019",131.20B
"Nov. 1, 2019",131.74B
"Oct. 31, 2019",131.65B
"Oct. 30, 2019",131.43B
"Oct. 29, 2019",131.08B
"Oct. 28, 2019",131.50B
"Oct. 25, 2019",132.47B
"Oct. 24, 2019",132.93B
"Oct. 23, 2019",133.01B
"Oct. 22, 2019",132.39B
"Oct. 21, 2019",132.39B
"Oct. 18, 2019",132.41B
"Oct. 17, 2019",132.28B
"Oct. 16, 2019",132.25B
"Oct. 15, 2019",132.15B
"Oct. 14, 2019",132.25B
"Oct. 11, 2019",132.86B
"Oct. 10, 2019",133.09B
"Oct. 9, 2019",132.90B
"Oct. 8, 2019",132.95B
"Oct. 7, 2019",133.55B
"Oct. 4, 2019",133.73B
"Oct. 3, 2019",132.23B
"Oct. 2, 2019",131.94B
"Oct. 1, 2019",133.02B
"Sept. 30, 2019",132.78B
"Sept. 27, 2019",131.72B
"Sept. 26, 2019",131.68B
"Sept. 25, 2019",131.53B
"Sept. 24, 2019",131.74B
"Sept. 23, 2019",131.10B
"Sept. 20, 2019",131.00B
"Sept. 19, 2019",130.43B
"Sept. 18, 2019",130.27B
"Sept. 17, 2019",129.98B
"Sept. 16, 2019",129.44B
"Sept. 13, 2019",130.00B
"Sept. 12, 2019",130.78B
"Sept. 11, 2019",130.43B
"Sept. 10, 2019",130.03B
"Sept. 9, 2019",129.87B
"Sept. 6, 2019",129.90B
"Sept. 5, 2019",129.65B
"Sept. 4, 2019",130.06B
"Sept. 3, 2019",129.84B
"Aug. 30, 2019",129.16B
"Aug. 29, 2019",129.17B
"Aug. 28, 2019",128.84B
"Aug. 27, 2019",128.73B
