date,one_year_return
"March 19, 2020",-73.83%
"March 18, 2020",-72.63%
"March 17, 2020",-67.24%
"March 16, 2020",-65.80%
"March 13, 2020",-54.87%
"March 12, 2020",-58.75%
"March 11, 2020",-52.73%
"March 10, 2020",-45.33%
"March 9, 2020",-46.24%
"March 6, 2020",-38.20%
"March 5, 2020",-39.47%
"March 4, 2020",-34.57%
"March 3, 2020",-36.31%
"March 2, 2020",-34.35%
"Feb. 28, 2020",-37.47%
"Feb. 27, 2020",-33.92%
"Feb. 26, 2020",-28.39%
"Feb. 25, 2020",-28.75%
"Feb. 24, 2020",-25.03%
"Feb. 21, 2020",-20.88%
"Feb. 20, 2020",-20.23%
"Feb. 19, 2020",-18.73%
"Feb. 18, 2020",-18.92%
"Feb. 14, 2020",-16.92%
"Feb. 13, 2020",-16.50%
"Feb. 12, 2020",-15.40%
"Feb. 11, 2020",-14.74%
"Feb. 10, 2020",-14.88%
"Feb. 7, 2020",-16.89%
"Feb. 6, 2020",-16.95%
"Feb. 5, 2020",-19.66%
"Feb. 4, 2020",-19.91%
"Feb. 3, 2020",-18.44%
"Jan. 31, 2020",-17.47%
"Jan. 30, 2020",-16.62%
"Jan. 29, 2020",-11.75%
"Jan. 28, 2020",-12.79%
"Jan. 27, 2020",-13.07%
"Jan. 24, 2020",-9.83%
"Jan. 23, 2020",-11.38%
"Jan. 22, 2020",-13.66%
"Jan. 21, 2020",-14.08%
"Jan. 17, 2020",-9.73%
"Jan. 16, 2020",-5.70%
"Jan. 15, 2020",-6.37%
"Jan. 14, 2020",-5.14%
"Jan. 13, 2020",-6.43%
"Jan. 10, 2020",-6.43%
"Jan. 9, 2020",-2.18%
"Jan. 8, 2020",-2.69%
"Jan. 7, 2020",2.79%
"Jan. 6, 2020",2.04%
"Jan. 3, 2020",7.03%
"Jan. 2, 2020",2.94%
"Dec. 31, 2019",1.01%
"Dec. 30, 2019",3.17%
"Dec. 27, 2019",4.10%
"Dec. 26, 2019",5.09%
"Dec. 24, 2019",13.20%
"Dec. 23, 2019",10.84%
"Dec. 20, 2019",4.78%
"Dec. 19, 2019",4.37%
"Dec. 18, 2019",0.80%
"Dec. 17, 2019",3.44%
"Dec. 16, 2019",2.59%
"Dec. 13, 2019",4.98%
"Dec. 12, 2019",6.00%
"Dec. 11, 2019",8.69%
"Dec. 10, 2019",6.60%
"Dec. 9, 2019",8.66%
"Dec. 6, 2019",6.69%
"Dec. 5, 2019",0.93%
"Dec. 4, 2019",1.85%
"Dec. 3, 2019",-2.19%
"Dec. 2, 2019",2.43%
"Nov. 29, 2019",6.90%
"Nov. 27, 2019",15.71%
"Nov. 26, 2019",18.06%
"Nov. 25, 2019",19.47%
"Nov. 22, 2019",17.02%
"Nov. 21, 2019",15.48%
"Nov. 20, 2019",16.75%
"Nov. 19, 2019",14.35%
"Nov. 18, 2019",9.97%
"Nov. 15, 2019",8.82%
"Nov. 14, 2019",6.59%
"Nov. 13, 2019",3.72%
"Nov. 12, 2019",1.64%
"Nov. 11, 2019",-0.64%
"Nov. 8, 2019",-5.33%
"Nov. 7, 2019",-3.95%
"Nov. 6, 2019",-3.35%
"Nov. 5, 2019",-1.02%
"Nov. 4, 2019",-1.86%
"Nov. 1, 2019",-4.92%
"Oct. 31, 2019",-4.21%
"Oct. 30, 2019",-1.10%
"Oct. 29, 2019",3.98%
"Oct. 28, 2019",-5.12%
"Oct. 25, 2019",-6.58%
"Oct. 24, 2019",-2.85%
"Oct. 23, 2019",-2.73%
"Oct. 22, 2019",-5.33%
"Oct. 21, 2019",-7.07%
"Oct. 18, 2019",-4.27%
"Oct. 17, 2019",0.97%
"Oct. 16, 2019",1.14%
"Oct. 15, 2019",3.37%
"Oct. 14, 2019",3.63%
"Oct. 11, 2019",4.69%
"Oct. 10, 2019",0.96%
"Oct. 9, 2019",-2.72%
"Oct. 8, 2019",-3.03%
"Oct. 7, 2019",-2.57%
"Oct. 4, 2019",-3.66%
"Oct. 3, 2019",-5.16%
"Oct. 2, 2019",-4.92%
"Oct. 1, 2019",-1.92%
"Sept. 30, 2019",2.30%
"Sept. 27, 2019",4.21%
"Sept. 26, 2019",5.99%
"Sept. 25, 2019",5.17%
"Sept. 24, 2019",3.71%
"Sept. 23, 2019",1.29%
"Sept. 20, 2019",3.25%
"Sept. 19, 2019",5.26%
"Sept. 18, 2019",6.28%
"Sept. 17, 2019",7.93%
"Sept. 16, 2019",5.29%
"Sept. 13, 2019",6.84%
"Sept. 12, 2019",6.29%
"Sept. 11, 2019",10.92%
"Sept. 10, 2019",8.08%
"Sept. 9, 2019",2.72%
"Sept. 6, 2019",3.34%
"Sept. 5, 2019",3.93%
"Sept. 4, 2019",2.97%
"Sept. 3, 2019",3.39%
"Aug. 30, 2019",4.96%
"Aug. 29, 2019",3.58%
"Aug. 28, 2019",2.49%
"Aug. 27, 2019",0.28%
"Aug. 26, 2019",2.76%
"Aug. 23, 2019",2.45%
"Aug. 22, 2019",1.25%
"Aug. 21, 2019",-3.90%
"Aug. 20, 2019",-5.41%
"Aug. 19, 2019",-3.64%
"Aug. 16, 2019",-4.49%
"Aug. 15, 2019",-1.13%
"Aug. 14, 2019",-5.52%
"Aug. 13, 2019",-1.63%
"Aug. 12, 2019",-1.92%
"Aug. 9, 2019",-1.80%
"Aug. 8, 2019",-3.29%
"Aug. 7, 2019",-5.53%
"Aug. 6, 2019",-4.07%
"Aug. 5, 2019",-4.99%
"Aug. 2, 2019",-2.91%
"Aug. 1, 2019",-5.24%
"July 31, 2019",-4.24%
"July 30, 2019",-1.03%
"July 29, 2019",-5.67%
"July 26, 2019",-3.99%
"July 25, 2019",-2.20%
"July 24, 2019",0.88%
"July 23, 2019",5.60%
"July 22, 2019",5.22%
"July 19, 2019",6.20%
"July 18, 2019",0.24%
"July 17, 2019",3.54%
"July 16, 2019",1.87%
"July 15, 2019",3.08%
"July 12, 2019",5.58%
"July 11, 2019",5.40%
"July 10, 2019",1.48%
"July 9, 2019",3.27%
"July 8, 2019",4.92%
"July 5, 2019",6.81%
"July 3, 2019",6.47%
"July 2, 2019",5.38%
"July 1, 2019",6.24%
"June 28, 2019",8.77%
"June 27, 2019",10.37%
"June 26, 2019",13.17%
"June 25, 2019",11.51%
"June 24, 2019",10.35%
"June 21, 2019",10.12%
"June 20, 2019",9.39%
"June 19, 2019",8.04%
"June 18, 2019",5.42%
"June 17, 2019",-0.83%
"June 14, 2019",-4.21%
"June 13, 2019",-4.12%
"June 12, 2019",-6.36%
"June 11, 2019",-5.83%
"June 10, 2019",-4.25%
"June 7, 2019",-4.02%
"June 6, 2019",-5.63%
"June 5, 2019",-3.15%
"June 4, 2019",-4.47%
"June 3, 2019",-5.00%
"May 31, 2019",-3.00%
"May 30, 2019",-2.32%
"May 29, 2019",-1.04%
"May 28, 2019",-1.45%
"May 24, 2019",-1.14%
"May 23, 2019",-2.41%
