date,Open,High,Low,Close,Volume
"March 19, 2020",98.80,103.57,90.35,97.71,39.89M
"March 18, 2020",99.86,107.85,89.00,101.89,61.94M
"March 17, 2020",132.51,134.96,101.25,124.14,54.49M
"March 16, 2020",149.42,151.00,128.76,129.61,26.84M
"March 13, 2020",174.97,178.28,161.38,170.20,21.17M
"March 12, 2020",160.53,189.85,154.81,154.84,31.73M
"March 11, 2020",222.99,226.99,187.00,189.08,28.57M
"March 10, 2020",237.00,237.83,215.00,231.01,13.06M
"March 9, 2020",238.00,241.48,224.37,227.17,11.59M
"March 6, 2020",253.70,264.29,249.80,262.33,12.86M
"March 5, 2020",275.79,276.31,259.65,260.37,14.67M
"March 4, 2020",284.55,285.91,277.01,283.12,6.986M
"March 3, 2020",292.00,297.44,278.08,280.62,7.499M
"March 2, 2020",279.54,291.71,274.29,289.27,11.01M
"Feb. 28, 2020",278.07,282.86,269.60,275.11,15.38M
"Feb. 27, 2020",300.37,301.00,284.29,287.76,10.98M
"Feb. 26, 2020",307.00,315.22,304.06,305.59,6.997M
"Feb. 25, 2020",318.26,320.64,303.63,304.14,8.053M
"Feb. 24, 2020",320.00,321.74,316.33,317.90,6.073M
"Feb. 21, 2020",334.05,334.66,330.23,330.38,3.710M
"Feb. 20, 2020",338.29,341.24,335.39,336.28,2.808M
"Feb. 19, 2020",338.12,341.47,335.86,338.30,4.936M
"Feb. 18, 2020",338.77,339.99,336.10,338.88,2.908M
"Feb. 14, 2020",342.30,344.50,338.00,340.49,4.200M
"Feb. 13, 2020",344.32,347.89,342.63,342.82,3.783M
"Feb. 12, 2020",346.42,349.95,345.85,347.45,4.422M
"Feb. 11, 2020",347.64,348.07,342.10,344.42,5.312M
"Feb. 10, 2020",337.22,345.94,336.32,344.67,5.876M
"Feb. 7, 2020",340.37,340.74,335.69,336.75,5.338M
"Feb. 6, 2020",330.91,343.44,325.66,341.43,12.85M
"Feb. 5, 2020",320.50,329.68,319.23,329.55,6.072M
"Feb. 4, 2020",318.28,319.48,315.03,317.94,3.780M
"Feb. 3, 2020",318.75,320.74,314.88,316.00,4.848M
"Jan. 31, 2020",321.75,321.93,316.99,318.27,5.000M
"Jan. 30, 2020",320.50,325.35,317.64,323.30,6.022M
"Jan. 29, 2020",324.35,327.18,319.14,322.02,12.46M
"Jan. 28, 2020",318.05,319.36,314.00,316.56,5.502M
"Jan. 27, 2020",316.21,321.26,314.58,316.60,7.468M
"Jan. 24, 2020",322.00,326.20,312.51,323.05,17.80M
"Jan. 23, 2020",308.50,318.17,307.70,317.79,9.702M
"Jan. 22, 2020",309.82,312.84,302.72,309.00,18.79M
"Jan. 21, 2020",322.60,326.60,305.75,313.37,19.32M
"Jan. 17, 2020",332.39,332.50,323.00,324.15,11.06M
"Jan. 16, 2020",331.05,332.87,329.31,332.00,4.024M
"Jan. 15, 2020",332.35,333.11,329.69,329.80,4.578M
"Jan. 14, 2020",330.76,335.35,328.28,332.35,6.952M
"Jan. 13, 2020",332.40,334.10,330.08,330.22,5.655M
"Jan. 10, 2020",335.56,337.70,329.45,329.92,7.170M
"Jan. 9, 2020",334.95,341.73,332.05,336.34,8.184M
"Jan. 8, 2020",332.40,334.03,329.60,331.37,8.246M
"Jan. 7, 2020",334.26,344.19,330.71,337.28,9.824M
"Jan. 6, 2020",329.30,334.86,327.88,333.74,5.358M
"Jan. 3, 2020",330.63,334.89,330.30,332.76,3.878M
"Jan. 2, 2020",328.55,333.35,327.70,333.32,4.548M
"Dec. 31, 2019",325.41,326.57,323.32,325.76,4.965M
"Dec. 30, 2019",330.50,330.63,325.71,326.40,4.528M
"Dec. 27, 2019",330.20,333.65,329.17,330.14,4.128M
"Dec. 26, 2019",332.70,333.36,329.30,329.92,4.601M
"Dec. 24, 2019",339.51,339.75,332.62,333.00,4.120M
"Dec. 23, 2019",336.75,340.59,334.20,337.55,9.540M
"Dec. 20, 2019",334.62,335.50,328.00,328.00,9.494M
"Dec. 19, 2019",332.90,334.81,330.98,333.50,5.497M
"Dec. 18, 2019",328.72,335.25,328.14,330.68,7.032M
"Dec. 17, 2019",322.06,330.95,320.61,327.00,13.53M
"Dec. 16, 2019",328.53,336.23,326.43,327.00,16.53M
"Dec. 13, 2019",346.30,349.31,341.10,341.67,4.531M
"Dec. 12, 2019",348.25,351.07,341.00,346.29,5.981M
"Dec. 11, 2019",342.10,350.03,338.50,350.00,7.376M
"Dec. 10, 2019",350.15,351.40,347.45,347.90,2.923M
"Dec. 9, 2019",352.67,353.60,349.57,351.21,2.894M
"Dec. 6, 2019",347.74,354.40,347.11,354.09,2.857M
"Dec. 5, 2019",350.22,350.42,345.59,345.68,4.694M
"Dec. 4, 2019",354.70,355.29,348.82,348.84,3.016M
"Dec. 3, 2019",352.09,355.56,347.61,352.08,4.768M
"Dec. 2, 2019",367.08,367.38,355.16,355.18,4.805M
"Nov. 29, 2019",367.50,368.30,366.18,366.18,1.391M
"Nov. 27, 2019",369.96,371.83,366.80,368.00,4.152M
"Nov. 26, 2019",373.66,374.77,371.36,373.51,2.867M
"Nov. 25, 2019",372.52,374.30,369.20,373.13,3.325M
"Nov. 22, 2019",368.27,373.55,366.61,371.34,3.916M
"Nov. 21, 2019",369.75,370.76,366.26,366.44,2.704M
"Nov. 20, 2019",366.00,370.99,365.75,370.91,3.775M
"Nov. 19, 2019",373.51,374.83,361.61,367.00,6.675M
"Nov. 18, 2019",371.67,375.60,367.90,369.46,3.825M
"Nov. 15, 2019",370.00,373.48,369.30,371.68,5.497M
"Nov. 14, 2019",363.10,368.48,361.48,367.44,5.343M
"Nov. 13, 2019",361.87,366.62,361.12,362.50,3.480M
"Nov. 12, 2019",366.49,367.11,360.01,362.88,5.774M
"Nov. 11, 2019",349.04,369.75,345.56,366.96,11.49M
"Nov. 8, 2019",356.40,357.00,350.55,351.00,3.221M
"Nov. 7, 2019",356.12,359.40,355.05,357.31,2.835M
"Nov. 6, 2019",358.86,359.40,353.13,354.19,3.816M
"Nov. 5, 2019",355.23,361.61,353.19,358.29,5.469M
"Nov. 4, 2019",346.46,351.45,346.05,351.09,3.703M
"Nov. 1, 2019",340.59,345.19,339.50,345.19,3.538M
"Oct. 31, 2019",344.70,346.06,339.45,339.91,3.868M
