date,historical_monthly_var_5_all
"Feb. 29, 2020",12.34%
"Jan. 31, 2020",12.34%
"Dec. 31, 2019",12.35%
"Nov. 30, 2019",12.36%
"Oct. 31, 2019",12.37%
"Sept. 30, 2019",12.37%
"Aug. 31, 2019",12.37%
"July 31, 2019",12.37%
"June 30, 2019",12.38%
"May 31, 2019",12.38%
"April 30, 2019",12.38%
"March 31, 2019",12.38%
"Feb. 28, 2019",12.36%
"Jan. 31, 2019",12.37%
"Dec. 31, 2018",12.37%
"Nov. 30, 2018",12.36%
"Oct. 31, 2018",12.37%
"Sept. 30, 2018",12.37%
"Aug. 31, 2018",12.37%
"July 31, 2018",12.38%
"June 30, 2018",12.38%
"May 31, 2018",12.38%
"April 30, 2018",12.40%
"March 31, 2018",12.42%
"Feb. 28, 2018",12.42%
"Jan. 31, 2018",12.43%
"Dec. 31, 2017",12.43%
"Nov. 30, 2017",12.44%
"Oct. 31, 2017",12.45%
"Sept. 30, 2017",12.46%
"Aug. 31, 2017",12.47%
"July 31, 2017",12.48%
"June 30, 2017",12.48%
"May 31, 2017",12.49%
"April 30, 2017",12.49%
"March 31, 2017",12.50%
"Feb. 28, 2017",12.51%
"Jan. 31, 2017",12.52%
"Dec. 31, 2016",12.53%
"Nov. 30, 2016",12.54%
"Oct. 31, 2016",12.55%
"Sept. 30, 2016",12.55%
"Aug. 31, 2016",12.56%
"July 31, 2016",12.57%
"June 30, 2016",12.57%
"May 31, 2016",12.58%
"April 30, 2016",12.58%
"March 31, 2016",12.59%
"Feb. 29, 2016",12.60%
"Jan. 31, 2016",12.56%
"Dec. 31, 2015",12.54%
"Nov. 30, 2015",12.55%
"Oct. 31, 2015",12.55%
"Sept. 30, 2015",12.56%
"Aug. 31, 2015",12.57%
"July 31, 2015",12.57%
"June 30, 2015",12.58%
"May 31, 2015",12.58%
"April 30, 2015",12.59%
"March 31, 2015",12.60%
"Feb. 28, 2015",12.62%
"Jan. 31, 2015",12.63%
"Dec. 31, 2014",12.63%
"Nov. 30, 2014",12.64%
"Oct. 31, 2014",12.65%
"Sept. 30, 2014",12.67%
"Aug. 31, 2014",12.67%
"July 31, 2014",12.68%
"June 30, 2014",12.68%
"May 31, 2014",12.69%
"April 30, 2014",12.70%
"March 31, 2014",12.70%
"Feb. 28, 2014",12.71%
"Jan. 31, 2014",12.73%
"Dec. 31, 2013",12.73%
"Nov. 30, 2013",12.74%
"Oct. 31, 2013",12.75%
"Sept. 30, 2013",12.76%
"Aug. 31, 2013",12.76%
"July 31, 2013",12.76%
"June 30, 2013",12.77%
"May 31, 2013",12.77%
"April 30, 2013",12.77%
"March 31, 2013",12.78%
"Feb. 28, 2013",12.79%
"Jan. 31, 2013",12.80%
"Dec. 31, 2012",12.81%
"Nov. 30, 2012",12.82%
"Oct. 31, 2012",12.82%
"Sept. 30, 2012",12.82%
"Aug. 31, 2012",12.82%
"July 31, 2012",12.82%
"June 30, 2012",12.84%
"May 31, 2012",12.86%
"April 30, 2012",12.88%
"March 31, 2012",12.88%
"Feb. 29, 2012",12.89%
"Jan. 31, 2012",12.90%
"Dec. 31, 2011",12.90%
"Nov. 30, 2011",12.90%
"Oct. 31, 2011",12.90%
"Sept. 30, 2011",12.92%
"Aug. 31, 2011",12.93%
"July 31, 2011",12.82%
"June 30, 2011",12.84%
"May 31, 2011",12.86%
"April 30, 2011",12.88%
"March 31, 2011",12.89%
"Feb. 28, 2011",12.89%
"Jan. 31, 2011",12.90%
"Dec. 31, 2010",12.90%
"Nov. 30, 2010",12.90%
"Oct. 31, 2010",12.90%
"Sept. 30, 2010",12.93%
"Aug. 31, 2010",12.93%
"July 31, 2010",12.93%
"June 30, 2010",12.94%
"May 31, 2010",12.93%
"April 30, 2010",12.93%
"March 31, 2010",12.93%
"Feb. 28, 2010",12.94%
"Jan. 31, 2010",12.94%
"Dec. 31, 2009",12.96%
