date,year_low
"March 19, 2020",73.53
"March 18, 2020",73.53
"March 17, 2020",73.53
"March 16, 2020",73.53
"March 13, 2020",73.53
"March 12, 2020",73.53
"March 11, 2020",82.08
"March 10, 2020",82.08
"March 9, 2020",81.95
"March 6, 2020",80.93
"March 5, 2020",80.93
"March 4, 2020",80.84
"March 3, 2020",80.66
"March 2, 2020",80.66
"Feb. 28, 2020",80.62
"Feb. 27, 2020",80.36
"Feb. 26, 2020",79.95
"Feb. 25, 2020",79.91
"Feb. 24, 2020",79.91
"Feb. 21, 2020",79.91
"Feb. 20, 2020",79.91
"Feb. 19, 2020",79.60
"Feb. 18, 2020",79.13
"Feb. 14, 2020",79.02
"Feb. 13, 2020",79.02
"Feb. 12, 2020",79.02
"Feb. 11, 2020",79.02
"Feb. 10, 2020",79.02
"Feb. 7, 2020",79.00
"Feb. 6, 2020",78.20
"Feb. 5, 2020",78.20
"Feb. 4, 2020",78.20
"Feb. 3, 2020",78.15
"Jan. 31, 2020",78.15
"Jan. 30, 2020",76.78
"Jan. 29, 2020",76.61
"Jan. 28, 2020",76.51
"Jan. 27, 2020",76.30
"Jan. 24, 2020",76.30
"Jan. 23, 2020",76.30
"Jan. 22, 2020",76.19
"Jan. 21, 2020",75.52
"Jan. 17, 2020",75.52
"Jan. 16, 2020",75.52
"Jan. 15, 2020",74.56
"Jan. 14, 2020",73.72
"Jan. 13, 2020",72.95
"Jan. 10, 2020",72.95
"Jan. 9, 2020",72.95
"Jan. 8, 2020",72.95
"Jan. 7, 2020",72.69
"Jan. 6, 2020",72.44
"Jan. 3, 2020",72.26
"Jan. 2, 2020",72.26
"Dec. 31, 2019",72.26
"Dec. 30, 2019",72.26
"Dec. 27, 2019",72.26
"Dec. 26, 2019",72.26
"Dec. 24, 2019",72.26
"Dec. 23, 2019",72.26
"Dec. 20, 2019",72.26
"Dec. 19, 2019",72.26
"Dec. 18, 2019",72.26
"Dec. 17, 2019",72.26
"Dec. 16, 2019",72.26
"Dec. 13, 2019",72.26
"Dec. 12, 2019",72.26
"Dec. 11, 2019",72.26
"Dec. 10, 2019",72.26
"Dec. 9, 2019",72.26
"Dec. 6, 2019",72.26
"Dec. 5, 2019",72.26
"Dec. 4, 2019",72.26
"Dec. 3, 2019",72.26
"Dec. 2, 2019",72.26
"Nov. 29, 2019",72.26
"Nov. 27, 2019",72.26
"Nov. 26, 2019",72.26
"Nov. 25, 2019",72.26
"Nov. 22, 2019",72.26
"Nov. 21, 2019",72.26
"Nov. 20, 2019",72.26
"Nov. 19, 2019",72.26
"Nov. 18, 2019",72.26
"Nov. 15, 2019",72.26
"Nov. 14, 2019",72.26
"Nov. 13, 2019",72.26
"Nov. 12, 2019",72.26
"Nov. 11, 2019",72.26
"Nov. 8, 2019",72.26
"Nov. 7, 2019",72.26
"Nov. 6, 2019",72.26
"Nov. 5, 2019",72.26
"Nov. 4, 2019",72.26
"Nov. 1, 2019",72.07
"Oct. 31, 2019",72.07
"Oct. 30, 2019",72.07
"Oct. 29, 2019",72.07
"Oct. 28, 2019",72.07
"Oct. 25, 2019",72.07
"Oct. 24, 2019",72.07
"Oct. 23, 2019",72.07
"Oct. 22, 2019",72.07
"Oct. 21, 2019",72.07
"Oct. 18, 2019",71.62
"Oct. 17, 2019",71.25
"Oct. 16, 2019",71.18
"Oct. 15, 2019",70.59
"Oct. 14, 2019",70.59
"Oct. 11, 2019",70.31
"Oct. 10, 2019",70.31
"Oct. 9, 2019",70.31
"Oct. 8, 2019",70.31
"Oct. 7, 2019",70.31
"Oct. 4, 2019",70.31
"Oct. 3, 2019",69.31
"Oct. 2, 2019",69.31
"Oct. 1, 2019",69.31
"Sept. 30, 2019",69.31
"Sept. 27, 2019",69.31
"Sept. 26, 2019",68.93
"Sept. 25, 2019",68.92
"Sept. 24, 2019",68.92
"Sept. 23, 2019",68.92
"Sept. 20, 2019",68.92
"Sept. 19, 2019",68.92
"Sept. 18, 2019",68.92
"Sept. 17, 2019",68.92
"Sept. 16, 2019",68.92
"Sept. 13, 2019",68.92
"Sept. 12, 2019",68.92
"Sept. 11, 2019",68.92
"Sept. 10, 2019",68.92
"Sept. 9, 2019",68.92
"Sept. 6, 2019",68.92
"Sept. 5, 2019",68.92
"Sept. 4, 2019",68.92
"Sept. 3, 2019",68.92
"Aug. 30, 2019",68.92
"Aug. 29, 2019",68.92
"Aug. 28, 2019",68.92
"Aug. 27, 2019",68.92
"Aug. 26, 2019",68.92
"Aug. 23, 2019",68.92
"Aug. 22, 2019",68.92
"Aug. 21, 2019",68.92
"Aug. 20, 2019",68.92
"Aug. 19, 2019",68.92
"Aug. 16, 2019",68.92
"Aug. 15, 2019",68.92
"Aug. 14, 2019",68.92
"Aug. 13, 2019",68.92
"Aug. 12, 2019",68.92
"Aug. 9, 2019",68.92
"Aug. 8, 2019",68.92
"Aug. 7, 2019",68.92
"Aug. 6, 2019",68.92
"Aug. 5, 2019",68.92
"Aug. 2, 2019",68.92
"Aug. 1, 2019",68.92
"July 31, 2019",68.92
"July 30, 2019",68.92
"July 29, 2019",68.92
"July 26, 2019",68.92
"July 25, 2019",68.92
"July 24, 2019",68.50
"July 23, 2019",68.13
"July 22, 2019",68.13
"July 19, 2019",68.13
"July 18, 2019",68.13
"July 17, 2019",68.13
"July 16, 2019",68.13
"July 15, 2019",68.13
"July 12, 2019",68.13
"July 11, 2019",68.13
"July 10, 2019",68.13
"July 9, 2019",68.13
"July 8, 2019",68.13
"July 5, 2019",68.13
"July 3, 2019",68.13
"July 2, 2019",68.13
"July 1, 2019",68.13
"June 28, 2019",68.13
"June 27, 2019",68.13
"June 26, 2019",68.13
"June 25, 2019",68.13
"June 24, 2019",67.57
"June 21, 2019",67.32
"June 20, 2019",66.74
"June 19, 2019",66.45
"June 18, 2019",65.55
"June 17, 2019",64.94
"June 14, 2019",64.19
"June 13, 2019",63.53
"June 12, 2019",63.04
"June 11, 2019",62.75
"June 10, 2019",62.70
"June 7, 2019",62.70
"June 6, 2019",62.70
"June 5, 2019",62.70
"June 4, 2019",62.70
"June 3, 2019",62.70
"May 31, 2019",62.70
"May 30, 2019",62.70
"May 29, 2019",62.70
"May 28, 2019",62.70
"May 24, 2019",62.70
"May 23, 2019",62.70
"May 22, 2019",62.70
"May 21, 2019",62.70
"May 20, 2019",62.70
"May 17, 2019",62.70
"May 16, 2019",62.70
"May 15, 2019",62.70
"May 14, 2019",62.70
"May 13, 2019",62.70
"May 10, 2019",62.70
"May 9, 2019",62.70
"May 8, 2019",62.70
"May 7, 2019",62.70
"May 6, 2019",62.70
"May 3, 2019",62.70
"May 2, 2019",62.70
"May 1, 2019",62.70
"April 30, 2019",62.70
"April 29, 2019",62.70
"April 26, 2019",62.70
"April 25, 2019",62.70
"April 24, 2019",62.70
"April 23, 2019",62.70
"April 22, 2019",62.70
"April 18, 2019",62.70
"April 17, 2019",62.70
"April 16, 2019",62.70
"April 15, 2019",62.70
"April 12, 2019",62.70
"April 11, 2019",62.70
"April 10, 2019",62.70
"April 9, 2019",62.70
"April 8, 2019",62.70
"April 5, 2019",62.70
"April 4, 2019",62.70
"April 3, 2019",62.70
"April 2, 2019",62.70
"April 1, 2019",62.70
"March 29, 2019",62.70
"March 28, 2019",62.70
"March 27, 2019",62.70
"March 26, 2019",62.70
"March 25, 2019",62.70
"March 22, 2019",62.70
"March 21, 2019",62.70
"March 20, 2019",62.70
"March 19, 2019",62.70
"March 18, 2019",62.70
"March 15, 2019",62.70
"March 14, 2019",62.70
"March 13, 2019",62.70
"March 12, 2019",62.70
"March 11, 2019",62.70
"March 8, 2019",62.70
"March 7, 2019",62.70
"March 6, 2019",62.70
"March 5, 2019",62.70
"March 4, 2019",62.70
"March 1, 2019",62.70
"Feb. 28, 2019",62.70
"Feb. 27, 2019",62.70
"Feb. 26, 2019",62.70
"Feb. 25, 2019",62.70
"Feb. 22, 2019",62.70
"Feb. 21, 2019",62.70
"Feb. 20, 2019",62.70
"Feb. 19, 2019",62.70
"Feb. 15, 2019",62.70
"Feb. 14, 2019",62.70
"Feb. 13, 2019",62.70
"Feb. 12, 2019",62.70
"Feb. 11, 2019",62.70
"Feb. 8, 2019",62.70
"Feb. 7, 2019",62.70
"Feb. 6, 2019",62.70
"Feb. 5, 2019",62.70
"Feb. 4, 2019",62.70
"Feb. 1, 2019",62.70
"Jan. 31, 2019",62.70
"Jan. 30, 2019",62.70
"Jan. 29, 2019",62.70
"Jan. 28, 2019",62.70
"Jan. 25, 2019",62.70
"Jan. 24, 2019",62.70
"Jan. 23, 2019",62.70
"Jan. 22, 2019",62.70
"Jan. 18, 2019",62.70
"Jan. 17, 2019",62.70
"Jan. 16, 2019",62.70
"Jan. 15, 2019",62.70
"Jan. 14, 2019",62.70
"Jan. 11, 2019",62.70
"Jan. 10, 2019",62.70
"Jan. 9, 2019",62.70
"Jan. 8, 2019",62.70
"Jan. 7, 2019",62.70
"Jan. 4, 2019",62.70
