date,enterprise_value
"March 19, 2020",69.38B
"March 18, 2020",73.08B
"March 17, 2020",74.52B
"March 16, 2020",69.80B
"March 13, 2020",72.18B
"March 12, 2020",70.24B
"March 11, 2020",73.79B
"March 10, 2020",76.27B
"March 9, 2020",76.38B
"March 6, 2020",77.74B
"March 5, 2020",78.28B
"March 4, 2020",78.79B
"March 3, 2020",76.63B
"March 2, 2020",76.45B
"Feb. 28, 2020",73.56B
"Feb. 27, 2020",74.85B
"Feb. 26, 2020",77.61B
"Feb. 25, 2020",77.97B
"Feb. 24, 2020",78.90B
"Feb. 21, 2020",79.66B
"Feb. 20, 2020",79.99B
"Feb. 19, 2020",80.54B
"Feb. 18, 2020",80.95B
"Feb. 14, 2020",80.67B
"Feb. 13, 2020",80.22B
"Feb. 12, 2020",79.70B
"Feb. 11, 2020",79.91B
"Feb. 10, 2020",79.76B
"Feb. 7, 2020",79.47B
"Feb. 6, 2020",79.92B
"Feb. 5, 2020",79.86B
"Feb. 4, 2020",80.23B
"Feb. 3, 2020",80.90B
"Jan. 31, 2020",80.90B
"Jan. 30, 2020",80.84B
"Jan. 29, 2020",80.20B
"Jan. 28, 2020",79.89B
"Jan. 27, 2020",79.69B
"Jan. 24, 2020",79.88B
"Jan. 23, 2020",79.29B
"Jan. 22, 2020",78.81B
"Jan. 21, 2020",78.49B
"Jan. 17, 2020",78.10B
"Jan. 16, 2020",77.48B
"Jan. 15, 2020",77.13B
"Jan. 14, 2020",76.33B
"Jan. 13, 2020",76.16B
"Jan. 10, 2020",76.02B
"Jan. 9, 2020",75.79B
"Jan. 8, 2020",75.56B
"Jan. 7, 2020",75.69B
"Jan. 6, 2020",75.68B
"Jan. 3, 2020",75.53B
"Jan. 2, 2020",75.58B
"Dec. 31, 2019",76.10B
"Dec. 30, 2019",74.57B
"Dec. 27, 2019",74.65B
"Dec. 26, 2019",74.50B
"Dec. 24, 2019",74.48B
"Dec. 23, 2019",74.43B
"Dec. 20, 2019",75.00B
"Dec. 19, 2019",74.54B
"Dec. 18, 2019",74.43B
"Dec. 17, 2019",74.17B
"Dec. 16, 2019",74.08B
"Dec. 13, 2019",73.59B
"Dec. 12, 2019",73.14B
"Dec. 11, 2019",73.64B
"Dec. 10, 2019",73.54B
"Dec. 9, 2019",73.50B
"Dec. 6, 2019",73.76B
"Dec. 5, 2019",73.80B
"Dec. 4, 2019",73.58B
"Dec. 3, 2019",73.02B
"Dec. 2, 2019",72.72B
"Nov. 29, 2019",73.25B
"Nov. 27, 2019",73.37B
"Nov. 26, 2019",73.32B
"Nov. 25, 2019",73.02B
"Nov. 22, 2019",73.34B
"Nov. 21, 2019",73.11B
"Nov. 20, 2019",73.30B
"Nov. 19, 2019",72.91B
"Nov. 18, 2019",72.66B
"Nov. 15, 2019",72.36B
"Nov. 14, 2019",72.38B
"Nov. 13, 2019",72.51B
"Nov. 12, 2019",71.84B
"Nov. 11, 2019",71.97B
"Nov. 8, 2019",72.12B
"Nov. 7, 2019",72.25B
"Nov. 6, 2019",73.56B
"Nov. 5, 2019",73.27B
"Nov. 4, 2019",73.96B
"Nov. 1, 2019",74.34B
"Oct. 31, 2019",74.75B
"Oct. 30, 2019",74.61B
"Oct. 29, 2019",74.15B
"Oct. 28, 2019",74.25B
"Oct. 25, 2019",74.73B
"Oct. 24, 2019",75.41B
"Oct. 23, 2019",74.77B
"Oct. 22, 2019",74.63B
"Oct. 21, 2019",74.79B
"Oct. 18, 2019",74.62B
"Oct. 17, 2019",74.06B
"Oct. 16, 2019",73.86B
"Oct. 15, 2019",73.44B
"Oct. 14, 2019",73.58B
"Oct. 11, 2019",73.74B
"Oct. 10, 2019",73.87B
"Oct. 9, 2019",74.00B
"Oct. 8, 2019",73.84B
"Oct. 7, 2019",74.41B
"Oct. 4, 2019",74.36B
"Oct. 3, 2019",73.81B
"Oct. 2, 2019",73.63B
"Oct. 1, 2019",74.17B
"Sept. 30, 2019",74.40B
"Sept. 27, 2019",74.00B
"Sept. 26, 2019",74.05B
"Sept. 25, 2019",74.02B
"Sept. 24, 2019",74.19B
"Sept. 23, 2019",73.61B
"Sept. 20, 2019",73.50B
"Sept. 19, 2019",73.50B
"Sept. 18, 2019",73.42B
"Sept. 17, 2019",73.28B
"Sept. 16, 2019",72.77B
"Sept. 13, 2019",72.69B
"Sept. 12, 2019",72.93B
"Sept. 11, 2019",72.76B
"Sept. 10, 2019",72.47B
"Sept. 9, 2019",72.61B
"Sept. 6, 2019",72.47B
"Sept. 5, 2019",72.68B
"Sept. 4, 2019",73.43B
"Sept. 3, 2019",73.30B
"Aug. 30, 2019",72.50B
"Aug. 29, 2019",72.28B
