date,historical_monthly_var_1_all
"Feb. 29, 2020",19.97%
"Jan. 31, 2020",19.98%
"Dec. 31, 2019",19.99%
"Nov. 30, 2019",20.03%
"Oct. 31, 2019",20.06%
"Sept. 30, 2019",20.09%
"Aug. 31, 2019",20.12%
"July 31, 2019",20.18%
"June 30, 2019",20.27%
"May 31, 2019",20.34%
"April 30, 2019",20.43%
"March 31, 2019",20.51%
"Feb. 28, 2019",20.53%
"Jan. 31, 2019",20.54%
"Dec. 31, 2018",20.55%
"Nov. 30, 2018",20.56%
"Oct. 31, 2018",20.61%
"Sept. 30, 2018",20.80%
"Aug. 31, 2018",20.96%
"July 31, 2018",21.14%
"June 30, 2018",21.32%
"May 31, 2018",21.45%
"April 30, 2018",21.56%
"March 31, 2018",21.66%
"Feb. 28, 2018",21.77%
"Jan. 31, 2018",21.86%
"Dec. 31, 2017",21.96%
"Nov. 30, 2017",22.04%
"Oct. 31, 2017",22.13%
"Sept. 30, 2017",22.22%
"Aug. 31, 2017",22.28%
"July 31, 2017",22.29%
"June 30, 2017",22.29%
"May 31, 2017",22.30%
"April 30, 2017",22.31%
"March 31, 2017",22.45%
"Feb. 28, 2017",22.62%
"Jan. 31, 2017",22.78%
"Dec. 31, 2016",22.94%
"Nov. 30, 2016",23.14%
"Oct. 31, 2016",20.53%
"Sept. 30, 2016",20.54%
"Aug. 31, 2016",20.55%
"July 31, 2016",20.57%
"June 30, 2016",20.68%
"May 31, 2016",20.86%
"April 30, 2016",21.04%
"March 31, 2016",21.21%
"Feb. 29, 2016",21.39%
"Jan. 31, 2016",18.39%
"Dec. 31, 2015",17.76%
"Nov. 30, 2015",17.94%
"Oct. 31, 2015",18.09%
"Sept. 30, 2015",18.19%
"Aug. 31, 2015",17.67%
"July 31, 2015",17.40%
"June 30, 2015",16.15%
"May 31, 2015",16.23%
"April 30, 2015",16.26%
"March 31, 2015",16.28%
"Feb. 28, 2015",16.31%
"Jan. 31, 2015",16.33%
"Dec. 31, 2014",16.37%
"Nov. 30, 2014",16.46%
"Oct. 31, 2014",15.82%
"Sept. 30, 2014",9.43%
"Aug. 31, 2014",8.84%
"July 31, 2014",8.87%
"June 30, 2014",8.90%
"May 31, 2014",8.92%
"April 30, 2014",8.95%
"March 31, 2014",8.98%
"Feb. 28, 2014",9.10%
"Jan. 31, 2014",9.21%
"Dec. 31, 2013",9.34%
"Nov. 30, 2013",9.47%
"Oct. 31, 2013",9.56%
"Sept. 30, 2013",9.62%
"Aug. 31, 2013",9.67%
"July 31, 2013",9.73%
"June 30, 2013",9.78%
"May 31, 2013",6.58%
"April 30, 2013",5.90%
"March 31, 2013",6.07%
"Feb. 28, 2013",6.23%
"Jan. 31, 2013",5.64%
"Dec. 31, 2012",5.92%
"Nov. 30, 2012",4.59%
"Oct. 31, 2012",-1.67%
