date,three_month_return
"March 19, 2020",-51.63%
"March 18, 2020",-61.70%
"March 17, 2020",-50.72%
"March 16, 2020",-49.56%
"March 13, 2020",-38.07%
"March 12, 2020",-42.80%
"March 11, 2020",-24.86%
"March 10, 2020",-18.06%
"March 9, 2020",-27.87%
"March 6, 2020",-13.16%
"March 5, 2020",-7.23%
"March 4, 2020",-5.48%
"March 3, 2020",-8.69%
"March 2, 2020",-7.34%
"Feb. 28, 2020",-11.95%
"Feb. 27, 2020",-10.98%
"Feb. 26, 2020",-5.36%
"Feb. 25, 2020",-6.29%
"Feb. 24, 2020",-1.79%
"Feb. 21, 2020",-1.90%
"Feb. 20, 2020",-2.51%
"Feb. 19, 2020",-3.10%
"Feb. 18, 2020",-2.86%
"Feb. 14, 2020",-2.52%
"Feb. 13, 2020",-2.74%
"Feb. 12, 2020",-0.77%
"Feb. 11, 2020",-3.24%
"Feb. 10, 2020",-5.15%
"Feb. 7, 2020",-3.98%
"Feb. 6, 2020",-4.42%
"Feb. 5, 2020",-1.33%
"Feb. 4, 2020",-3.70%
"Feb. 3, 2020",-6.64%
"Jan. 31, 2020",-7.44%
"Jan. 30, 2020",-5.84%
"Jan. 29, 2020",-4.29%
"Jan. 28, 2020",-5.16%
"Jan. 27, 2020",-3.57%
"Jan. 24, 2020",-3.49%
"Jan. 23, 2020",-1.92%
"Jan. 22, 2020",-1.08%
"Jan. 21, 2020",-0.09%
"Jan. 17, 2020",1.37%
"Jan. 16, 2020",1.16%
"Jan. 15, 2020",1.13%
"Jan. 14, 2020",1.58%
"Jan. 13, 2020",0.03%
"Jan. 10, 2020",0.22%
"Jan. 9, 2020",0.71%
"Jan. 8, 2020",-0.06%
"Jan. 7, 2020",0.38%
"Jan. 6, 2020",0.42%
"Jan. 3, 2020",-0.39%
"Jan. 2, 2020",-0.58%
"Dec. 31, 2019",-2.70%
"Dec. 30, 2019",-3.21%
"Dec. 27, 2019",-2.60%
"Dec. 26, 2019",-0.58%
"Dec. 24, 2019",-1.77%
"Dec. 23, 2019",-3.44%
"Dec. 20, 2019",-4.60%
"Dec. 19, 2019",-1.68%
"Dec. 18, 2019",-0.95%
"Dec. 17, 2019",-1.14%
"Dec. 16, 2019",-1.12%
"Dec. 13, 2019",-2.36%
"Dec. 12, 2019",-3.64%
"Dec. 11, 2019",-4.00%
"Dec. 10, 2019",-3.47%
"Dec. 9, 2019",-2.62%
"Dec. 6, 2019",-2.77%
"Dec. 5, 2019",-1.92%
"Dec. 4, 2019",-1.72%
"Dec. 3, 2019",-0.61%
"Dec. 2, 2019",-2.26%
"Nov. 29, 2019",-1.80%
"Nov. 27, 2019",-0.16%
"Nov. 26, 2019",0.68%
"Nov. 25, 2019",1.49%
"Nov. 22, 2019",0.87%
"Nov. 21, 2019",1.80%
"Nov. 20, 2019",2.97%
"Nov. 19, 2019",2.12%
"Nov. 18, 2019",3.58%
"Nov. 15, 2019",8.05%
"Nov. 14, 2019",4.00%
"Nov. 13, 2019",2.85%
"Nov. 12, 2019",2.35%
"Nov. 11, 2019",3.69%
"Nov. 8, 2019",2.45%
"Nov. 7, 2019",2.30%
"Nov. 6, 2019",1.08%
"Nov. 5, 2019",1.99%
"Nov. 4, 2019",-1.17%
"Nov. 1, 2019",1.04%
"Oct. 31, 2019",-0.53%
"Oct. 30, 2019",-1.18%
"Oct. 29, 2019",-2.59%
"Oct. 28, 2019",-3.10%
"Oct. 25, 2019",-2.94%
"Oct. 24, 2019",-2.80%
"Oct. 23, 2019",-2.76%
"Oct. 22, 2019",-4.01%
"Oct. 21, 2019",-3.02%
"Oct. 18, 2019",-1.28%
"Oct. 17, 2019",-3.13%
"Oct. 16, 2019",-5.34%
"Oct. 15, 2019",-4.15%
"Oct. 14, 2019",-3.21%
"Oct. 11, 2019",-2.87%
"Oct. 10, 2019",-3.40%
"Oct. 9, 2019",-3.74%
"Oct. 8, 2019",-2.66%
"Oct. 7, 2019",-3.36%
"Oct. 4, 2019",-2.47%
"Oct. 3, 2019",-2.93%
"Oct. 2, 2019",-2.76%
"Oct. 1, 2019",-0.95%
"Sept. 30, 2019",0.54%
"Sept. 27, 2019",0.41%
"Sept. 26, 2019",0.58%
"Sept. 25, 2019",1.69%
"Sept. 24, 2019",1.74%
"Sept. 23, 2019",2.83%
"Sept. 20, 2019",3.67%
"Sept. 19, 2019",1.84%
"Sept. 18, 2019",2.08%
"Sept. 17, 2019",1.75%
"Sept. 16, 2019",0.03%
"Sept. 13, 2019",1.78%
"Sept. 12, 2019",2.38%
"Sept. 11, 2019",1.16%
"Sept. 10, 2019",1.22%
"Sept. 9, 2019",1.46%
"Sept. 6, 2019",0.68%
"Sept. 5, 2019",0.49%
"Sept. 4, 2019",-0.23%
"Sept. 3, 2019",1.98%
"Aug. 30, 2019",4.57%
"Aug. 29, 2019",6.51%
"Aug. 28, 2019",3.71%
"Aug. 27, 2019",2.19%
"Aug. 26, 2019",2.82%
"Aug. 23, 2019",2.22%
"Aug. 22, 2019",1.27%
"Aug. 21, 2019",1.30%
"Aug. 20, 2019",0.79%
"Aug. 19, 2019",0.53%
"Aug. 16, 2019",0.26%
"Aug. 15, 2019",-1.22%
"Aug. 14, 2019",-0.68%
"Aug. 13, 2019",1.48%
"Aug. 12, 2019",0.00%
"Aug. 9, 2019",1.66%
"Aug. 8, 2019",4.89%
"Aug. 7, 2019",6.34%
"Aug. 6, 2019",7.17%
"Aug. 5, 2019",0.67%
"Aug. 2, 2019",7.09%
"Aug. 1, 2019",7.89%
"July 31, 2019",9.25%
"July 30, 2019",9.21%
"July 29, 2019",10.62%
"July 26, 2019",9.80%
"July 25, 2019",10.95%
"July 24, 2019",9.91%
"July 23, 2019",9.71%
"July 22, 2019",9.11%
"July 19, 2019",10.23%
"July 18, 2019",8.68%
"July 17, 2019",9.43%
"July 16, 2019",10.51%
"July 15, 2019",7.72%
"July 12, 2019",5.66%
"July 11, 2019",5.39%
"July 10, 2019",5.97%
"July 9, 2019",5.48%
"July 8, 2019",4.52%
"July 5, 2019",4.01%
"July 3, 2019",2.04%
"July 2, 2019",0.69%
"July 1, 2019",-0.10%
"June 28, 2019",0.58%
"June 27, 2019",1.95%
"June 26, 2019",0.19%
"June 25, 2019",0.33%
"June 24, 2019",1.07%
"June 21, 2019",0.48%
"June 20, 2019",0.33%
"June 19, 2019",1.28%
"June 18, 2019",1.02%
"June 17, 2019",2.35%
"June 14, 2019",3.80%
"June 13, 2019",3.07%
"June 12, 2019",2.41%
"June 11, 2019",3.00%
"June 10, 2019",4.72%
"June 7, 2019",4.43%
"June 6, 2019",3.73%
"June 5, 2019",2.48%
"June 4, 2019",3.10%
"June 3, 2019",0.70%
"May 31, 2019",-0.07%
"May 30, 2019",0.07%
"May 29, 2019",-0.67%
"May 28, 2019",-0.13%
"May 24, 2019",0.77%
"May 23, 2019",1.11%
"May 22, 2019",2.51%
"May 21, 2019",4.04%
"May 20, 2019",1.68%
"May 17, 2019",0.33%
"May 16, 2019",0.03%
"May 15, 2019",-0.10%
"May 14, 2019",1.92%
"May 13, 2019",0.83%
"May 10, 2019",5.30%
"May 9, 2019",3.68%
"May 8, 2019",1.96%
"May 7, 2019",2.55%
"May 6, 2019",3.10%
"May 3, 2019",1.58%
"May 2, 2019",0.78%
"May 1, 2019",0.42%
"April 30, 2019",0.91%
"April 29, 2019",1.76%
"April 26, 2019",1.05%
"April 25, 2019",-0.30%
"April 24, 2019",2.07%
"April 23, 2019",3.82%
"April 22, 2019",5.61%
"April 18, 2019",3.98%
"April 17, 2019",4.34%
"April 16, 2019",4.73%
"April 15, 2019",6.46%
"April 12, 2019",9.45%
"April 11, 2019",9.03%
"April 10, 2019",6.90%
"April 9, 2019",7.28%
"April 8, 2019",9.47%
"April 5, 2019",13.03%
"April 4, 2019",13.21%
"April 3, 2019",15.36%
"April 2, 2019",16.74%
"April 1, 2019",15.70%
"March 29, 2019",18.39%
"March 28, 2019",18.16%
"March 27, 2019",19.03%
"March 26, 2019",20.89%
"March 25, 2019",27.20%
"March 22, 2019",21.94%
"March 21, 2019",22.57%
"March 20, 2019",17.35%
"March 19, 2019",13.64%
"March 18, 2019",13.72%
"March 15, 2019",9.10%
"March 14, 2019",8.34%
"March 13, 2019",7.27%
"March 12, 2019",8.25%
"March 11, 2019",9.53%
"March 8, 2019",9.05%
"March 7, 2019",8.72%
"March 6, 2019",8.29%
"March 5, 2019",9.30%
"March 4, 2019",9.78%
"March 1, 2019",7.65%
"Feb. 28, 2019",6.43%
"Feb. 27, 2019",8.12%
"Feb. 26, 2019",7.02%
"Feb. 25, 2019",8.71%
"Feb. 22, 2019",6.95%
"Feb. 21, 2019",5.62%
"Feb. 20, 2019",11.09%
"Feb. 19, 2019",13.33%
"Feb. 15, 2019",8.05%
"Feb. 14, 2019",7.37%
"Feb. 13, 2019",6.67%
"Feb. 12, 2019",4.30%
"Feb. 11, 2019",3.48%
"Feb. 8, 2019",2.18%
"Feb. 7, 2019",8.52%
"Feb. 6, 2019",11.21%
"Feb. 5, 2019",13.53%
"Feb. 4, 2019",12.89%
"Feb. 1, 2019",10.54%
"Jan. 31, 2019",12.03%
"Jan. 30, 2019",14.15%
"Jan. 29, 2019",12.11%
"Jan. 28, 2019",12.16%
"Jan. 25, 2019",10.79%
"Jan. 24, 2019",7.92%
"Jan. 23, 2019",2.35%
"Jan. 22, 2019",0.03%
"Jan. 18, 2019",-0.78%
"Jan. 17, 2019",-1.02%
"Jan. 16, 2019",-2.03%
"Jan. 15, 2019",-0.28%
"Jan. 14, 2019",-1.03%
"Jan. 11, 2019",-4.53%
"Jan. 10, 2019",-4.93%
"Jan. 9, 2019",-6.08%
"Jan. 8, 2019",-7.00%
"Jan. 7, 2019",-5.97%
"Jan. 4, 2019",-7.11%
"Jan. 3, 2019",-9.30%
"Jan. 2, 2019",-8.84%
"Dec. 31, 2018",-7.99%
"Dec. 28, 2018",-10.93%
"Dec. 27, 2018",-11.42%
"Dec. 26, 2018",-11.54%
"Dec. 24, 2018",-14.74%
"Dec. 21, 2018",-10.56%
"Dec. 20, 2018",-7.17%
"Dec. 19, 2018",-4.10%
"Dec. 18, 2018",-4.38%
"Dec. 17, 2018",-2.70%
"Dec. 14, 2018",-0.61%
"Dec. 13, 2018",0.54%
"Dec. 12, 2018",-1.00%
"Dec. 11, 2018",-1.23%
"Dec. 10, 2018",-1.41%
"Dec. 7, 2018",0.97%
"Dec. 6, 2018",1.78%
"Dec. 4, 2018",-0.07%
"Dec. 3, 2018",2.99%
"Nov. 30, 2018",2.42%
"Nov. 29, 2018",2.77%
"Nov. 28, 2018",2.32%
"Nov. 27, 2018",0.91%
"Nov. 26, 2018",2.51%
"Nov. 23, 2018",1.71%
"Nov. 21, 2018",0.43%
"Nov. 20, 2018",-1.83%
"Nov. 19, 2018",-0.85%
"Nov. 16, 2018",3.15%
"Nov. 15, 2018",5.76%
"Nov. 14, 2018",4.19%
"Nov. 13, 2018",4.19%
"Nov. 12, 2018",3.70%
"Nov. 9, 2018",3.57%
"Nov. 8, 2018",9.60%
"Nov. 7, 2018",2.61%
"Nov. 6, 2018",-1.31%
"Nov. 5, 2018",-4.18%
"Nov. 2, 2018",0.25%
"Nov. 1, 2018",4.05%
"Oct. 31, 2018",2.44%
"Oct. 30, 2018",1.44%
"Oct. 29, 2018",2.20%
"Oct. 26, 2018",1.01%
"Oct. 25, 2018",4.20%
"Oct. 24, 2018",6.15%
"Oct. 23, 2018",9.85%
"Oct. 22, 2018",13.18%
"Oct. 19, 2018",12.82%
