date,one_year_return
"March 19, 2020",-33.79%
"March 18, 2020",-37.43%
"March 17, 2020",-26.27%
"March 16, 2020",-27.79%
"March 13, 2020",-16.77%
"March 12, 2020",-17.78%
"March 11, 2020",-14.68%
"March 10, 2020",-3.75%
"March 9, 2020",-6.98%
"March 6, 2020",0.87%
"March 5, 2020",0.40%
"March 4, 2020",10.58%
"March 3, 2020",5.37%
"March 2, 2020",6.60%
"Feb. 28, 2020",3.92%
"Feb. 27, 2020",4.16%
"Feb. 26, 2020",8.80%
"Feb. 25, 2020",8.22%
"Feb. 24, 2020",14.72%
"Feb. 21, 2020",19.95%
"Feb. 20, 2020",16.72%
"Feb. 19, 2020",17.13%
"Feb. 18, 2020",18.41%
"Feb. 14, 2020",23.63%
"Feb. 13, 2020",23.02%
"Feb. 12, 2020",25.17%
"Feb. 11, 2020",26.51%
"Feb. 10, 2020",27.81%
"Feb. 7, 2020",29.91%
"Feb. 6, 2020",28.71%
"Feb. 5, 2020",28.86%
"Feb. 4, 2020",28.42%
"Feb. 3, 2020",26.03%
"Jan. 31, 2020",27.21%
"Jan. 30, 2020",29.28%
"Jan. 29, 2020",29.68%
"Jan. 28, 2020",32.83%
"Jan. 27, 2020",30.41%
"Jan. 24, 2020",32.56%
"Jan. 23, 2020",31.41%
"Jan. 22, 2020",38.47%
"Jan. 21, 2020",35.62%
"Jan. 17, 2020",36.92%
"Jan. 16, 2020",38.50%
"Jan. 15, 2020",36.83%
"Jan. 14, 2020",36.71%
"Jan. 13, 2020",38.29%
"Jan. 10, 2020",37.54%
"Jan. 9, 2020",40.55%
"Jan. 8, 2020",40.88%
"Jan. 7, 2020",43.21%
"Jan. 6, 2020",43.60%
"Jan. 3, 2020",48.19%
"Jan. 2, 2020",41.40%
"Dec. 31, 2019",40.65%
"Dec. 30, 2019",42.28%
"Dec. 27, 2019",42.10%
"Dec. 26, 2019",42.17%
"Dec. 24, 2019",46.55%
"Dec. 23, 2019",41.10%
"Dec. 20, 2019",36.37%
"Dec. 19, 2019",30.68%
"Dec. 18, 2019",27.58%
"Dec. 17, 2019",28.89%
"Dec. 16, 2019",25.81%
"Dec. 13, 2019",25.01%
"Dec. 12, 2019",24.86%
"Dec. 11, 2019",23.83%
"Dec. 10, 2019",21.74%
"Dec. 9, 2019",22.41%
"Dec. 6, 2019",21.03%
"Dec. 5, 2019",20.18%
"Dec. 4, 2019",19.57%
"Dec. 3, 2019",16.29%
"Dec. 2, 2019",19.00%
"Nov. 29, 2019",22.39%
"Nov. 27, 2019",21.31%
"Nov. 26, 2019",15.74%
"Nov. 25, 2019",14.32%
"Nov. 22, 2019",17.49%
"Nov. 21, 2019",17.17%
"Nov. 20, 2019",16.39%
"Nov. 19, 2019",16.05%
"Nov. 18, 2019",14.59%
"Nov. 15, 2019",15.13%
"Nov. 14, 2019",14.91%
"Nov. 13, 2019",14.86%
"Nov. 12, 2019",15.66%
"Nov. 11, 2019",13.40%
"Nov. 8, 2019",13.35%
"Nov. 7, 2019",13.93%
"Nov. 6, 2019",15.92%
"Nov. 5, 2019",16.19%
"Nov. 4, 2019",15.76%
"Nov. 1, 2019",14.97%
"Oct. 31, 2019",15.59%
"Oct. 30, 2019",17.31%
"Oct. 29, 2019",17.27%
"Oct. 28, 2019",16.08%
"Oct. 25, 2019",14.92%
"Oct. 24, 2019",17.51%
"Oct. 23, 2019",7.61%
"Oct. 22, 2019",11.88%
"Oct. 21, 2019",7.51%
"Oct. 18, 2019",6.10%
"Oct. 17, 2019",6.23%
"Oct. 16, 2019",3.17%
"Oct. 15, 2019",4.47%
"Oct. 14, 2019",4.85%
"Oct. 11, 2019",5.24%
"Oct. 10, 2019",2.14%
"Oct. 9, 2019",-2.88%
"Oct. 8, 2019",-6.30%
"Oct. 7, 2019",-4.58%
"Oct. 4, 2019",-5.11%
"Oct. 3, 2019",-6.96%
"Oct. 2, 2019",-7.76%
"Oct. 1, 2019",-5.06%
"Sept. 30, 2019",-2.35%
"Sept. 27, 2019",-2.36%
"Sept. 26, 2019",-1.45%
"Sept. 25, 2019",-2.06%
"Sept. 24, 2019",-3.46%
"Sept. 23, 2019",-4.51%
"Sept. 20, 2019",-4.43%
"Sept. 19, 2019",-2.11%
"Sept. 18, 2019",-1.38%
"Sept. 17, 2019",-0.40%
"Sept. 16, 2019",0.20%
"Sept. 13, 2019",1.87%
"Sept. 12, 2019",2.67%
"Sept. 11, 2019",1.75%
"Sept. 10, 2019",0.19%
"Sept. 9, 2019",1.59%
"Sept. 6, 2019",0.13%
"Sept. 5, 2019",0.19%
"Sept. 4, 2019",-0.64%
"Sept. 3, 2019",-2.07%
"Aug. 30, 2019",-1.77%
"Aug. 29, 2019",-3.08%
"Aug. 28, 2019",-5.67%
"Aug. 27, 2019",-7.97%
"Aug. 26, 2019",-5.90%
"Aug. 23, 2019",-6.94%
"Aug. 22, 2019",-3.96%
"Aug. 21, 2019",-6.36%
"Aug. 20, 2019",-6.26%
"Aug. 19, 2019",-5.80%
"Aug. 16, 2019",-6.20%
"Aug. 15, 2019",-6.08%
"Aug. 14, 2019",-6.13%
"Aug. 13, 2019",-2.44%
"Aug. 12, 2019",-3.82%
"Aug. 9, 2019",-2.23%
"Aug. 8, 2019",-2.40%
"Aug. 7, 2019",-4.07%
"Aug. 6, 2019",-3.84%
"Aug. 5, 2019",-6.08%
"Aug. 2, 2019",-2.47%
"Aug. 1, 2019",-2.27%
"July 31, 2019",-1.58%
"July 30, 2019",1.65%
"July 29, 2019",0.88%
"July 26, 2019",-0.15%
"July 25, 2019",1.19%
"July 24, 2019",0.01%
"July 23, 2019",4.31%
"July 22, 2019",2.07%
"July 19, 2019",1.56%
"July 18, 2019",-0.30%
"July 17, 2019",-0.47%
"July 16, 2019",3.26%
"July 15, 2019",2.87%
"July 12, 2019",5.00%
"July 11, 2019",5.17%
"July 10, 2019",2.67%
"July 9, 2019",2.93%
"July 8, 2019",4.36%
"July 5, 2019",6.07%
"July 3, 2019",6.47%
"July 2, 2019",5.54%
"July 1, 2019",5.05%
"June 28, 2019",4.49%
"June 27, 2019",3.71%
"June 26, 2019",1.69%
"June 25, 2019",3.54%
"June 24, 2019",4.25%
"June 21, 2019",4.27%
"June 20, 2019",3.73%
"June 19, 2019",1.37%
"June 18, 2019",-0.68%
"June 17, 2019",-2.11%
"June 14, 2019",-1.29%
"June 13, 2019",-1.68%
"June 12, 2019",-2.96%
"June 11, 2019",-4.08%
"June 10, 2019",0.31%
"June 7, 2019",3.58%
"June 6, 2019",3.82%
"June 5, 2019",4.30%
"June 4, 2019",2.44%
"June 3, 2019",0.83%
"May 31, 2019",1.19%
"May 30, 2019",1.74%
"May 29, 2019",3.48%
"May 28, 2019",2.28%
"May 24, 2019",3.14%
"May 23, 2019",2.25%
"May 22, 2019",5.90%
"May 21, 2019",6.23%
"May 20, 2019",6.62%
"May 17, 2019",7.33%
"May 16, 2019",8.39%
"May 15, 2019",7.57%
"May 14, 2019",7.20%
"May 13, 2019",6.01%
"May 10, 2019",10.53%
"May 9, 2019",11.17%
"May 8, 2019",12.55%
"May 7, 2019",12.04%
"May 6, 2019",17.31%
"May 3, 2019",20.33%
"May 2, 2019",17.97%
"May 1, 2019",19.01%
"April 30, 2019",18.69%
"April 29, 2019",16.05%
"April 26, 2019",14.62%
"April 25, 2019",15.05%
"April 24, 2019",14.32%
"April 23, 2019",13.41%
"April 22, 2019",11.24%
"April 18, 2019",9.78%
"April 17, 2019",9.04%
"April 16, 2019",9.31%
"April 15, 2019",9.65%
"April 12, 2019",9.78%
"April 11, 2019",8.47%
"April 10, 2019",7.08%
"April 9, 2019",8.21%
"April 8, 2019",8.80%
"April 5, 2019",6.33%
"April 4, 2019",5.51%
"April 3, 2019",5.12%
"April 2, 2019",6.82%
"April 1, 2019",5.86%
"March 29, 2019",2.44%
"March 28, 2019",2.27%
"March 27, 2019",0.81%
"March 26, 2019",-0.39%
"March 25, 2019",2.53%
"March 22, 2019",0.87%
"March 21, 2019",-0.09%
"March 20, 2019",-1.45%
"March 19, 2019",-0.54%
"March 18, 2019",-1.11%
"March 15, 2019",-2.58%
"March 14, 2019",-2.08%
"March 13, 2019",-2.70%
"March 12, 2019",-5.19%
"March 11, 2019",-6.01%
"March 8, 2019",-5.52%
"March 7, 2019",-4.94%
"March 6, 2019",-4.73%
"March 5, 2019",-4.38%
"March 4, 2019",-3.23%
"March 1, 2019",-3.48%
"Feb. 28, 2019",-6.73%
"Feb. 27, 2019",-5.23%
"Feb. 26, 2019",-6.11%
"Feb. 25, 2019",-3.66%
"Feb. 22, 2019",-4.35%
"Feb. 21, 2019",-2.27%
"Feb. 20, 2019",1.56%
"Feb. 19, 2019",-0.48%
"Feb. 15, 2019",-1.72%
"Feb. 14, 2019",-2.03%
"Feb. 13, 2019",-1.07%
"Feb. 12, 2019",-2.67%
"Feb. 11, 2019",-1.85%
"Feb. 8, 2019",-3.91%
"Feb. 7, 2019",-8.52%
"Feb. 6, 2019",-6.51%
"Feb. 5, 2019",-5.08%
"Feb. 4, 2019",-11.49%
"Feb. 1, 2019",-13.98%
"Jan. 31, 2019",-14.45%
"Jan. 30, 2019",-12.73%
"Jan. 29, 2019",-13.78%
"Jan. 28, 2019",-16.60%
"Jan. 25, 2019",-15.93%
"Jan. 24, 2019",-14.83%
"Jan. 23, 2019",-13.96%
"Jan. 22, 2019",-17.86%
"Jan. 18, 2019",-15.39%
"Jan. 17, 2019",-16.11%
"Jan. 16, 2019",-17.24%
"Jan. 15, 2019",-18.68%
"Jan. 14, 2019",-18.84%
"Jan. 11, 2019",-18.55%
"Jan. 10, 2019",-18.15%
"Jan. 9, 2019",-18.58%
"Jan. 8, 2019",-18.01%
"Jan. 7, 2019",-18.70%
"Jan. 4, 2019",-17.96%
"Jan. 3, 2019",-20.42%
"Jan. 2, 2019",-15.50%
"Dec. 31, 2018",-16.53%
"Dec. 28, 2018",-17.78%
"Dec. 27, 2018",-17.10%
"Dec. 26, 2018",-16.62%
"Dec. 24, 2018",-19.78%
"Dec. 21, 2018",-16.60%
"Dec. 20, 2018",-13.68%
"Dec. 19, 2018",-10.24%
"Dec. 18, 2018",-8.63%
"Dec. 17, 2018",-8.61%
"Dec. 14, 2018",-4.01%
"Dec. 13, 2018",-4.06%
"Dec. 12, 2018",-3.09%
"Dec. 11, 2018",-3.54%
"Dec. 10, 2018",-2.77%
"Dec. 7, 2018",-2.41%
"Dec. 6, 2018",0.21%
"Dec. 4, 2018",0.69%
"Dec. 3, 2018",2.90%
"Nov. 30, 2018",0.32%
"Nov. 29, 2018",2.57%
"Nov. 28, 2018",4.26%
"Nov. 27, 2018",4.75%
"Nov. 26, 2018",9.47%
"Nov. 23, 2018",10.55%
"Nov. 21, 2018",7.41%
"Nov. 20, 2018",8.27%
"Nov. 19, 2018",9.71%
"Nov. 16, 2018",10.38%
"Nov. 15, 2018",10.34%
"Nov. 14, 2018",8.49%
"Nov. 13, 2018",10.29%
"Nov. 12, 2018",8.63%
"Nov. 9, 2018",10.42%
"Nov. 8, 2018",9.20%
"Nov. 7, 2018",8.12%
"Nov. 6, 2018",6.27%
"Nov. 5, 2018",5.10%
"Nov. 2, 2018",4.92%
"Nov. 1, 2018",6.21%
"Oct. 31, 2018",3.72%
"Oct. 30, 2018",2.33%
"Oct. 29, 2018",1.70%
"Oct. 26, 2018",2.75%
"Oct. 25, 2018",4.55%
"Oct. 24, 2018",1.95%
"Oct. 23, 2018",7.55%
"Oct. 22, 2018",4.52%
"Oct. 19, 2018",7.69%
"Oct. 18, 2018",8.19%
"Oct. 17, 2018",8.97%
"Oct. 16, 2018",11.34%
"Oct. 15, 2018",9.78%
"Oct. 12, 2018",9.10%
"Oct. 11, 2018",9.87%
"Oct. 10, 2018",11.01%
"Oct. 9, 2018",14.54%
"Oct. 8, 2018",18.07%
"Oct. 5, 2018",17.68%
"Oct. 4, 2018",19.35%
"Oct. 3, 2018",19.80%
"Oct. 2, 2018",20.30%
"Oct. 1, 2018",21.40%
"Sept. 28, 2018",20.69%
"Sept. 27, 2018",19.20%
"Sept. 26, 2018",21.65%
"Sept. 25, 2018",22.24%
"Sept. 24, 2018",22.02%
"Sept. 21, 2018",24.09%
"Sept. 20, 2018",24.32%
"Sept. 19, 2018",23.63%
"Sept. 18, 2018",23.77%
"Sept. 17, 2018",21.83%
"Sept. 14, 2018",21.80%
"Sept. 13, 2018",22.89%
"Sept. 12, 2018",21.87%
"Sept. 11, 2018",21.86%
"Sept. 10, 2018",22.00%
"Sept. 7, 2018",20.03%
"Sept. 6, 2018",21.81%
"Sept. 5, 2018",19.40%
"Sept. 4, 2018",11.86%
"Aug. 31, 2018",10.01%
"Aug. 30, 2018",10.86%
"Aug. 29, 2018",12.57%
"Aug. 28, 2018",16.62%
"Aug. 27, 2018",17.63%
"Aug. 24, 2018",15.66%
"Aug. 23, 2018",13.32%
"Aug. 22, 2018",15.17%
"Aug. 21, 2018",17.96%
"Aug. 20, 2018",17.02%
"Aug. 17, 2018",15.80%
"Aug. 16, 2018",12.97%
"Aug. 15, 2018",13.62%
"Aug. 14, 2018",13.03%
"Aug. 13, 2018",13.08%
"Aug. 10, 2018",13.99%
"Aug. 9, 2018",14.54%
"Aug. 8, 2018",13.98%
"Aug. 7, 2018",13.47%
"Aug. 6, 2018",10.25%
"Aug. 3, 2018",10.56%
"Aug. 2, 2018",11.44%
"Aug. 1, 2018",13.48%
"July 31, 2018",14.48%
"July 30, 2018",11.97%
"July 27, 2018",13.35%
"July 26, 2018",13.64%
"July 25, 2018",11.90%
"July 24, 2018",9.02%
"July 23, 2018",4.76%
"July 20, 2018",6.38%
"July 19, 2018",5.91%
"July 18, 2018",7.39%
"July 17, 2018",6.17%
"July 16, 2018",4.51%
"July 13, 2018",5.23%
"July 12, 2018",2.94%
"July 11, 2018",1.08%
"July 10, 2018",3.25%
"July 9, 2018",3.32%
"July 6, 2018",2.88%
"July 5, 2018",1.76%
"July 3, 2018",2.33%
"July 2, 2018",2.39%
"June 29, 2018",2.78%
"June 28, 2018",1.71%
"June 27, 2018",2.28%
"June 26, 2018",3.09%
"June 25, 2018",1.96%
"June 22, 2018",2.21%
"June 21, 2018",1.42%
"June 20, 2018",3.17%
"June 19, 2018",2.63%
"June 18, 2018",5.86%
"June 15, 2018",5.10%
"June 14, 2018",5.77%
"June 13, 2018",5.73%
"June 12, 2018",6.65%
"June 11, 2018",6.24%
"June 8, 2018",6.39%
"June 7, 2018",6.51%
"June 6, 2018",5.58%
"June 5, 2018",4.11%
"June 4, 2018",3.41%
"June 1, 2018",3.30%
"May 31, 2018",2.92%
"May 30, 2018",4.07%
"May 29, 2018",2.68%
"May 25, 2018",3.91%
"May 24, 2018",4.36%
"May 23, 2018",4.51%
"May 22, 2018",5.10%
"May 21, 2018",5.69%
"May 18, 2018",4.88%
"May 17, 2018",4.21%
"May 16, 2018",2.78%
"May 15, 2018",3.00%
"May 14, 2018",3.43%
"May 11, 2018",2.64%
"May 10, 2018",2.54%
"May 9, 2018",1.36%
"May 8, 2018",0.59%
"May 7, 2018",-0.38%
"May 4, 2018",-1.23%
"May 3, 2018",-2.16%
"May 2, 2018",-0.69%
"May 1, 2018",0.03%
"April 30, 2018",0.97%
"April 27, 2018",3.10%
"April 26, 2018",3.91%
"April 25, 2018",3.92%
"April 24, 2018",4.97%
"April 23, 2018",7.37%
"April 20, 2018",8.02%
"April 19, 2018",9.68%
"April 18, 2018",9.90%
"April 17, 2018",9.94%
"April 16, 2018",10.46%
