date,six_month_return
"March 19, 2020",-39.10%
"March 18, 2020",-42.32%
"March 17, 2020",-32.34%
"March 16, 2020",-34.15%
"March 13, 2020",-23.66%
"March 12, 2020",-25.43%
"March 11, 2020",-20.92%
"March 10, 2020",-10.86%
"March 9, 2020",-13.98%
"March 6, 2020",-5.39%
"March 5, 2020",-4.95%
"March 4, 2020",6.10%
"March 3, 2020",2.76%
"March 2, 2020",2.94%
"Feb. 28, 2020",2.93%
"Feb. 27, 2020",6.11%
"Feb. 26, 2020",10.27%
"Feb. 25, 2020",12.47%
"Feb. 24, 2020",18.77%
"Feb. 21, 2020",19.00%
"Feb. 20, 2020",18.33%
"Feb. 19, 2020",18.98%
"Feb. 18, 2020",20.98%
"Feb. 14, 2020",23.46%
"Feb. 13, 2020",18.70%
"Feb. 12, 2020",21.22%
"Feb. 11, 2020",18.29%
"Feb. 10, 2020",19.29%
"Feb. 7, 2020",21.56%
"Feb. 6, 2020",21.27%
"Feb. 5, 2020",23.76%
"Feb. 4, 2020",16.96%
"Feb. 3, 2020",14.63%
"Jan. 31, 2020",12.43%
"Jan. 30, 2020",13.82%
"Jan. 29, 2020",12.60%
"Jan. 28, 2020",12.70%
"Jan. 27, 2020",11.35%
"Jan. 24, 2020",14.11%
"Jan. 23, 2020",13.98%
"Jan. 22, 2020",15.68%
"Jan. 21, 2020",16.68%
"Jan. 17, 2020",18.68%
"Jan. 16, 2020",15.29%
"Jan. 15, 2020",14.06%
"Jan. 14, 2020",13.33%
"Jan. 13, 2020",13.71%
"Jan. 10, 2020",16.41%
"Jan. 9, 2020",17.84%
"Jan. 8, 2020",17.23%
"Jan. 7, 2020",15.58%
"Jan. 6, 2020",15.95%
"Jan. 3, 2020",15.30%
"Jan. 2, 2020",16.05%
"Dec. 31, 2019",15.02%
"Dec. 30, 2019",15.12%
"Dec. 27, 2019",16.52%
"Dec. 26, 2019",17.96%
"Dec. 24, 2019",14.89%
"Dec. 23, 2019",16.36%
"Dec. 20, 2019",14.97%
"Dec. 19, 2019",17.32%
"Dec. 18, 2019",16.66%
"Dec. 17, 2019",19.63%
"Dec. 16, 2019",19.28%
"Dec. 13, 2019",19.44%
"Dec. 12, 2019",20.42%
"Dec. 11, 2019",19.79%
"Dec. 10, 2019",13.56%
"Dec. 9, 2019",10.65%
"Dec. 6, 2019",11.64%
"Dec. 5, 2019",10.58%
"Dec. 4, 2019",11.71%
"Dec. 3, 2019",13.30%
"Dec. 2, 2019",14.80%
"Nov. 29, 2019",14.57%
"Nov. 27, 2019",13.26%
"Nov. 26, 2019",12.72%
"Nov. 25, 2019",12.27%
"Nov. 22, 2019",9.08%
"Nov. 21, 2019",8.28%
"Nov. 20, 2019",9.87%
"Nov. 19, 2019",10.93%
"Nov. 18, 2019",11.48%
"Nov. 15, 2019",11.48%
"Nov. 14, 2019",10.55%
"Nov. 13, 2019",12.39%
"Nov. 12, 2019",8.18%
"Nov. 11, 2019",8.06%
"Nov. 8, 2019",8.62%
"Nov. 7, 2019",9.81%
"Nov. 6, 2019",5.78%
"Nov. 5, 2019",4.39%
"Nov. 4, 2019",4.15%
"Nov. 1, 2019",3.60%
"Oct. 31, 2019",0.68%
