date,six_month_return
"March 19, 2020",-76.35%
"March 18, 2020",-76.40%
"March 17, 2020",-74.88%
"March 16, 2020",-74.85%
"March 13, 2020",-68.37%
"March 12, 2020",-73.81%
"March 11, 2020",-74.51%
"March 10, 2020",-69.11%
"March 9, 2020",-72.18%
"March 6, 2020",-40.92%
"March 5, 2020",-30.18%
"March 4, 2020",-24.44%
"March 3, 2020",-22.70%
"March 2, 2020",-24.22%
"Feb. 28, 2020",-24.05%
"Feb. 27, 2020",-24.89%
"Feb. 26, 2020",-18.78%
"Feb. 25, 2020",-14.59%
"Feb. 24, 2020",-6.82%
"Feb. 21, 2020",-6.52%
"Feb. 20, 2020",-5.06%
"Feb. 19, 2020",-6.74%
"Feb. 18, 2020",-6.75%
"Feb. 14, 2020",-4.81%
"Feb. 13, 2020",-6.08%
"Feb. 12, 2020",-5.56%
"Feb. 11, 2020",-12.65%
"Feb. 10, 2020",-14.07%
"Feb. 7, 2020",-8.93%
"Feb. 6, 2020",-11.48%
"Feb. 5, 2020",-14.77%
"Feb. 4, 2020",-20.87%
"Feb. 3, 2020",-21.69%
"Jan. 31, 2020",-22.66%
"Jan. 30, 2020",-22.64%
"Jan. 29, 2020",-20.51%
"Jan. 28, 2020",-20.14%
"Jan. 27, 2020",-20.06%
"Jan. 24, 2020",-18.89%
"Jan. 23, 2020",-17.92%
"Jan. 22, 2020",-17.56%
"Jan. 21, 2020",-15.31%
"Jan. 17, 2020",-10.45%
"Jan. 16, 2020",-8.67%
"Jan. 15, 2020",-8.46%
"Jan. 14, 2020",-8.66%
"Jan. 13, 2020",-9.96%
"Jan. 10, 2020",-8.64%
"Jan. 9, 2020",-8.55%
"Jan. 8, 2020",-8.76%
"Jan. 7, 2020",-8.14%
"Jan. 6, 2020",-8.58%
"Jan. 3, 2020",-11.31%
"Jan. 2, 2020",-12.71%
"Dec. 31, 2019",-18.04%
"Dec. 30, 2019",-19.05%
"Dec. 27, 2019",-19.28%
"Dec. 26, 2019",-20.37%
"Dec. 24, 2019",-20.04%
"Dec. 23, 2019",-21.54%
"Dec. 20, 2019",-23.96%
"Dec. 19, 2019",-23.06%
"Dec. 18, 2019",-23.20%
"Dec. 17, 2019",-23.07%
"Dec. 16, 2019",-22.29%
"Dec. 13, 2019",-24.17%
"Dec. 12, 2019",-21.60%
"Dec. 11, 2019",-23.47%
"Dec. 10, 2019",-21.57%
"Dec. 9, 2019",-21.95%
"Dec. 6, 2019",-20.45%
"Dec. 5, 2019",-19.92%
"Dec. 4, 2019",-22.62%
"Dec. 3, 2019",-22.91%
"Dec. 2, 2019",-22.28%
"Nov. 29, 2019",-25.83%
"Nov. 27, 2019",-27.53%
"Nov. 26, 2019",-27.87%
"Nov. 25, 2019",-25.32%
"Nov. 22, 2019",-25.01%
"Nov. 21, 2019",-26.89%
"Nov. 20, 2019",-28.02%
"Nov. 19, 2019",-27.71%
"Nov. 18, 2019",-25.51%
"Nov. 15, 2019",-28.20%
"Nov. 14, 2019",-30.78%
"Nov. 13, 2019",-29.63%
"Nov. 12, 2019",-30.07%
"Nov. 11, 2019",-29.27%
"Nov. 8, 2019",-33.40%
"Nov. 7, 2019",-34.61%
"Nov. 6, 2019",-32.60%
"Nov. 5, 2019",-27.68%
"Nov. 4, 2019",-23.68%
"Nov. 1, 2019",-26.43%
"Oct. 31, 2019",-31.22%
"Oct. 30, 2019",-29.76%
"Oct. 29, 2019",-29.60%
"Oct. 28, 2019",-31.04%
"Oct. 25, 2019",-31.23%
"Oct. 24, 2019",-31.79%
"Oct. 23, 2019",-31.17%
"Oct. 22, 2019",-33.04%
"Oct. 21, 2019",-33.97%
"Oct. 18, 2019",-34.57%
"Oct. 17, 2019",-35.63%
"Oct. 16, 2019",-36.64%
"Oct. 15, 2019",-35.61%
"Oct. 14, 2019",-37.99%
"Oct. 11, 2019",-38.79%
"Oct. 10, 2019",-38.93%
"Oct. 9, 2019",-39.30%
"Oct. 8, 2019",-40.28%
"Oct. 7, 2019",-38.01%
"Oct. 4, 2019",-35.17%
"Oct. 3, 2019",-34.60%
"Oct. 2, 2019",-35.55%
"Oct. 1, 2019",-34.85%
"Sept. 30, 2019",-32.82%
"Sept. 27, 2019",-31.97%
"Sept. 26, 2019",-32.39%
"Sept. 25, 2019",-30.40%
"Sept. 24, 2019",-30.30%
"Sept. 23, 2019",-30.26%
"Sept. 20, 2019",-32.05%
"Sept. 19, 2019",-30.80%
"Sept. 18, 2019",-33.41%
"Sept. 17, 2019",-31.04%
"Sept. 16, 2019",-26.99%
"Sept. 13, 2019",-30.69%
"Sept. 12, 2019",-29.28%
"Sept. 11, 2019",-27.54%
"Sept. 10, 2019",-25.96%
"Sept. 9, 2019",-28.29%
"Sept. 6, 2019",-31.32%
"Sept. 5, 2019",-33.23%
"Sept. 4, 2019",-35.39%
"Sept. 3, 2019",-36.82%
"Aug. 30, 2019",-34.27%
"Aug. 29, 2019",-34.44%
"Aug. 28, 2019",-34.83%
"Aug. 27, 2019",-36.46%
"Aug. 26, 2019",-36.21%
"Aug. 23, 2019",-35.73%
"Aug. 22, 2019",-32.20%
"Aug. 21, 2019",-32.34%
"Aug. 20, 2019",-33.68%
"Aug. 19, 2019",-32.60%
"Aug. 16, 2019",-33.67%
"Aug. 15, 2019",-34.57%
"Aug. 14, 2019",-34.35%
"Aug. 13, 2019",-32.03%
"Aug. 12, 2019",-31.57%
"Aug. 9, 2019",-27.45%
"Aug. 8, 2019",-27.45%
"Aug. 7, 2019",-29.14%
"Aug. 6, 2019",-28.59%
"Aug. 5, 2019",-26.57%
"Aug. 2, 2019",-24.78%
"Aug. 1, 2019",-21.85%
"July 31, 2019",-23.09%
"July 30, 2019",-21.65%
"July 29, 2019",-23.42%
"July 26, 2019",-22.46%
"July 25, 2019",-23.13%
"July 24, 2019",-19.90%
"July 23, 2019",-19.78%
"July 22, 2019",-19.36%
"July 19, 2019",-21.93%
"July 18, 2019",-23.90%
"July 17, 2019",-22.25%
"July 16, 2019",-21.55%
"July 15, 2019",-21.20%
"July 12, 2019",-21.90%
"July 11, 2019",-23.83%
"July 10, 2019",-24.10%
"July 9, 2019",-24.58%
"July 8, 2019",-24.14%
"July 5, 2019",-22.04%
"July 3, 2019",-19.71%
"July 2, 2019",-21.32%
"July 1, 2019",-18.90%
"June 28, 2019",-16.85%
"June 27, 2019",-18.12%
"June 26, 2019",-16.80%
"June 25, 2019",-13.54%
"June 24, 2019",-12.64%
"June 21, 2019",-15.62%
"June 20, 2019",-15.39%
"June 19, 2019",-19.18%
"June 18, 2019",-20.26%
"June 17, 2019",-22.31%
"June 14, 2019",-24.26%
"June 13, 2019",-25.42%
"June 12, 2019",-25.41%
"June 11, 2019",-24.19%
"June 10, 2019",-25.67%
"June 7, 2019",-28.10%
"June 6, 2019",-27.37%
"June 5, 2019",-31.92%
"June 4, 2019",-28.68%
"June 3, 2019",-30.85%
"May 31, 2019",-29.17%
"May 30, 2019",-26.13%
"May 29, 2019",-26.67%
"May 28, 2019",-26.06%
"May 24, 2019",-23.43%
"May 23, 2019",-24.23%
"May 22, 2019",-26.78%
"May 21, 2019",-25.76%
"May 20, 2019",-23.95%
"May 17, 2019",-28.10%
"May 16, 2019",-26.75%
"May 15, 2019",-25.27%
