date,three_year_return
"March 19, 2020",-83.10%
"March 18, 2020",-83.57%
"March 17, 2020",-82.31%
"March 16, 2020",-81.17%
"March 13, 2020",-77.32%
"March 12, 2020",-81.01%
"March 11, 2020",-81.15%
"March 10, 2020",-77.09%
"March 9, 2020",-79.98%
"March 6, 2020",-58.50%
"March 5, 2020",-51.46%
"March 4, 2020",-49.23%
"March 3, 2020",-49.14%
"March 2, 2020",-49.69%
"Feb. 28, 2020",-50.05%
"Feb. 27, 2020",-51.41%
"Feb. 26, 2020",-47.26%
"Feb. 25, 2020",-44.23%
"Feb. 24, 2020",-39.16%
"Feb. 21, 2020",-37.12%
"Feb. 20, 2020",-35.16%
"Feb. 19, 2020",-35.85%
"Feb. 18, 2020",-37.29%
"Feb. 14, 2020",-38.06%
"Feb. 13, 2020",-37.62%
"Feb. 12, 2020",-37.94%
"Feb. 11, 2020",-39.87%
"Feb. 10, 2020",-40.85%
"Feb. 7, 2020",-37.31%
"Feb. 6, 2020",-38.23%
"Feb. 5, 2020",-39.12%
"Feb. 4, 2020",-41.46%
"Feb. 3, 2020",-42.06%
"Jan. 31, 2020",-41.39%
"Jan. 30, 2020",-40.20%
"Jan. 29, 2020",-41.31%
"Jan. 28, 2020",-40.25%
"Jan. 27, 2020",-40.19%
"Jan. 24, 2020",-37.79%
"Jan. 23, 2020",-37.46%
"Jan. 22, 2020",-36.89%
"Jan. 21, 2020",-35.38%
"Jan. 17, 2020",-34.28%
"Jan. 16, 2020",-32.44%
"Jan. 15, 2020",-31.59%
"Jan. 14, 2020",-31.62%
"Jan. 13, 2020",-32.59%
"Jan. 10, 2020",-33.81%
"Jan. 9, 2020",-35.63%
"Jan. 8, 2020",-36.72%
"Jan. 7, 2020",-36.31%
"Jan. 6, 2020",-36.62%
"Jan. 3, 2020",-39.66%
"Jan. 2, 2020",-40.22%
"Dec. 31, 2019",-42.15%
"Dec. 30, 2019",-42.86%
"Dec. 27, 2019",-44.49%
"Dec. 26, 2019",-44.32%
"Dec. 24, 2019",-44.68%
"Dec. 23, 2019",-44.93%
"Dec. 20, 2019",-46.10%
"Dec. 19, 2019",-46.60%
"Dec. 18, 2019",-47.34%
"Dec. 17, 2019",-47.82%
"Dec. 16, 2019",-47.82%
"Dec. 13, 2019",-47.88%
"Dec. 12, 2019",-46.42%
"Dec. 11, 2019",-46.81%
"Dec. 10, 2019",-46.77%
"Dec. 9, 2019",-47.10%
"Dec. 6, 2019",-44.60%
"Dec. 5, 2019",-46.49%
"Dec. 4, 2019",-45.73%
"Dec. 3, 2019",-46.34%
"Dec. 2, 2019",-45.41%
"Nov. 29, 2019",-42.92%
"Nov. 27, 2019",-44.44%
"Nov. 26, 2019",-44.70%
"Nov. 25, 2019",-42.75%
"Nov. 22, 2019",-42.88%
"Nov. 21, 2019",-43.49%
"Nov. 20, 2019",-43.59%
"Nov. 19, 2019",-44.09%
"Nov. 18, 2019",-42.39%
"Nov. 15, 2019",-43.13%
"Nov. 14, 2019",-42.59%
"Nov. 13, 2019",-41.31%
"Nov. 12, 2019",-40.82%
"Nov. 11, 2019",-40.14%
"Nov. 8, 2019",-40.05%
"Nov. 7, 2019",-41.96%
"Nov. 6, 2019",-40.52%
"Nov. 5, 2019",-37.06%
"Nov. 4, 2019",-33.58%
"Nov. 1, 2019",-38.71%
"Oct. 31, 2019",-44.45%
"Oct. 30, 2019",-43.83%
"Oct. 29, 2019",-42.51%
"Oct. 28, 2019",-42.58%
"Oct. 25, 2019",-42.86%
"Oct. 24, 2019",-43.64%
"Oct. 23, 2019",-42.47%
"Oct. 22, 2019",-43.41%
"Oct. 21, 2019",-45.29%
"Oct. 18, 2019",-44.26%
"Oct. 17, 2019",-44.35%
"Oct. 16, 2019",-44.91%
"Oct. 15, 2019",-44.28%
"Oct. 14, 2019",-44.67%
"Oct. 11, 2019",-44.20%
"Oct. 10, 2019",-45.12%
"Oct. 9, 2019",-44.47%
"Oct. 8, 2019",-44.48%
"Oct. 7, 2019",-42.64%
"Oct. 4, 2019",-40.72%
"Oct. 3, 2019",-40.68%
"Oct. 2, 2019",-41.11%
"Oct. 1, 2019",-39.98%
"Sept. 30, 2019",-39.02%
"Sept. 27, 2019",-34.25%
"Sept. 26, 2019",-34.58%
"Sept. 25, 2019",-34.87%
"Sept. 24, 2019",-34.67%
"Sept. 23, 2019",-34.63%
"Sept. 20, 2019",-35.18%
"Sept. 19, 2019",-35.34%
"Sept. 18, 2019",-37.18%
"Sept. 17, 2019",-36.44%
"Sept. 16, 2019",-32.70%
"Sept. 13, 2019",-38.66%
"Sept. 12, 2019",-40.14%
"Sept. 11, 2019",-39.18%
"Sept. 10, 2019",-39.00%
"Sept. 9, 2019",-40.91%
"Sept. 6, 2019",-41.72%
"Sept. 5, 2019",-41.83%
"Sept. 4, 2019",-43.78%
"Sept. 3, 2019",-44.94%
"Aug. 30, 2019",-44.14%
"Aug. 29, 2019",-44.36%
"Aug. 28, 2019",-44.14%
"Aug. 27, 2019",-45.12%
"Aug. 26, 2019",-45.41%
"Aug. 23, 2019",-44.90%
"Aug. 22, 2019",-41.46%
"Aug. 21, 2019",-41.13%
"Aug. 20, 2019",-40.87%
"Aug. 19, 2019",-40.45%
"Aug. 16, 2019",-41.36%
"Aug. 15, 2019",-41.43%
"Aug. 14, 2019",-41.31%
"Aug. 13, 2019",-39.89%
"Aug. 12, 2019",-39.58%
"Aug. 9, 2019",-36.03%
"Aug. 8, 2019",-36.62%
"Aug. 7, 2019",-37.57%
"Aug. 6, 2019",-35.42%
"Aug. 5, 2019",-32.93%
"Aug. 2, 2019",-30.01%
"Aug. 1, 2019",-27.75%
"July 31, 2019",-31.27%
"July 30, 2019",-29.79%
"July 29, 2019",-31.87%
"July 26, 2019",-30.93%
"July 25, 2019",-31.36%
"July 24, 2019",-30.95%
"July 23, 2019",-31.28%
"July 22, 2019",-30.34%
"July 19, 2019",-31.48%
"July 18, 2019",-33.55%
"July 17, 2019",-33.81%
"July 16, 2019",-33.91%
"July 15, 2019",-33.23%
"July 12, 2019",-33.15%
"July 11, 2019",-33.81%
"July 10, 2019",-34.01%
"July 9, 2019",-34.84%
"July 8, 2019",-35.24%
"July 5, 2019",-34.49%
"July 3, 2019",-35.02%
"July 2, 2019",-35.54%
"July 1, 2019",-34.21%
"June 28, 2019",-32.03%
"June 27, 2019",-31.96%
"June 26, 2019",-33.01%
"June 25, 2019",-34.40%
"June 24, 2019",-33.72%
"June 21, 2019",-34.41%
"June 20, 2019",-32.59%
"June 19, 2019",-32.89%
"June 18, 2019",-32.82%
"June 17, 2019",-33.54%
"June 14, 2019",-34.36%
