date,one_year_return
"March 19, 2020",-57.79%
"March 18, 2020",-53.71%
"March 17, 2020",-38.00%
"March 16, 2020",-30.04%
"March 13, 2020",-24.81%
"March 12, 2020",-33.47%
"March 11, 2020",-16.53%
"March 10, 2020",-8.31%
"March 9, 2020",-12.24%
"March 6, 2020",-7.68%
"March 5, 2020",-9.47%
"March 4, 2020",-0.59%
"March 3, 2020",-5.68%
"March 2, 2020",-3.68%
"Feb. 28, 2020",-6.96%
"Feb. 27, 2020",-4.44%
"Feb. 26, 2020",-2.99%
"Feb. 25, 2020",-1.01%
"Feb. 24, 2020",5.26%
"Feb. 21, 2020",12.41%
"Feb. 20, 2020",13.93%
"Feb. 19, 2020",12.91%
"Feb. 18, 2020",14.96%
"Feb. 14, 2020",16.68%
"Feb. 13, 2020",17.30%
"Feb. 12, 2020",19.20%
"Feb. 11, 2020",15.91%
"Feb. 10, 2020",14.35%
"Feb. 7, 2020",14.90%
"Feb. 6, 2020",15.16%
"Feb. 5, 2020",16.52%
"Feb. 4, 2020",15.08%
"Feb. 3, 2020",12.26%
"Jan. 31, 2020",12.77%
"Jan. 30, 2020",13.59%
"Jan. 29, 2020",17.48%
"Jan. 28, 2020",19.73%
"Jan. 27, 2020",19.17%
"Jan. 24, 2020",23.76%
"Jan. 23, 2020",27.42%
"Jan. 22, 2020",26.62%
"Jan. 21, 2020",25.42%
"Jan. 17, 2020",28.64%
"Jan. 16, 2020",30.27%
"Jan. 15, 2020",28.83%
"Jan. 14, 2020",28.69%
"Jan. 13, 2020",22.51%
"Jan. 10, 2020",21.57%
"Jan. 9, 2020",21.64%
"Jan. 8, 2020",23.97%
"Jan. 7, 2020",20.40%
"Jan. 6, 2020",20.65%
"Jan. 3, 2020",27.30%
"Jan. 2, 2020",17.87%
"Dec. 31, 2019",17.19%
"Dec. 30, 2019",16.90%
"Dec. 27, 2019",16.99%
"Dec. 26, 2019",18.15%
"Dec. 24, 2019",23.83%
"Dec. 23, 2019",20.20%
"Dec. 20, 2019",15.83%
"Dec. 19, 2019",13.88%
"Dec. 18, 2019",10.63%
"Dec. 17, 2019",12.03%
"Dec. 16, 2019",9.18%
"Dec. 13, 2019",5.94%
"Dec. 12, 2019",0.75%
"Dec. 11, 2019",-1.45%
"Dec. 10, 2019",-1.40%
"Dec. 9, 2019",-0.48%
"Dec. 6, 2019",-3.34%
"Dec. 5, 2019",-1.86%
"Dec. 4, 2019",-1.55%
"Dec. 3, 2019",-7.48%
"Dec. 2, 2019",-6.52%
"Nov. 29, 2019",-2.63%
"Nov. 27, 2019",-2.13%
"Nov. 26, 2019",1.32%
"Nov. 25, 2019",-1.42%
"Nov. 22, 2019",0.25%
"Nov. 21, 2019",-1.18%
"Nov. 20, 2019",0.47%
"Nov. 19, 2019",1.57%
"Nov. 18, 2019",2.11%
"Nov. 15, 2019",1.34%
"Nov. 14, 2019",0.21%
"Nov. 13, 2019",-0.56%
"Nov. 12, 2019",0.92%
"Nov. 11, 2019",0.99%
"Nov. 8, 2019",1.50%
"Nov. 7, 2019",1.53%
"Nov. 6, 2019",3.80%
"Nov. 5, 2019",2.60%
"Nov. 4, 2019",1.35%
"Nov. 1, 2019",-0.04%
"Oct. 31, 2019",0.64%
"Oct. 30, 2019",0.36%
"Oct. 29, 2019",3.67%
"Oct. 28, 2019",3.55%
"Oct. 25, 2019",1.66%
"Oct. 24, 2019",4.43%
"Oct. 23, 2019",0.67%
"Oct. 22, 2019",0.76%
"Oct. 21, 2019",2.23%
"Oct. 18, 2019",1.32%
"Oct. 17, 2019",-1.71%
"Oct. 16, 2019",0.11%
"Oct. 15, 2019",3.47%
"Oct. 14, 2019",1.81%
"Oct. 11, 2019",2.86%
"Oct. 10, 2019",6.82%
"Oct. 9, 2019",6.02%
"Oct. 8, 2019",2.03%
"Oct. 7, 2019",1.25%
"Oct. 4, 2019",0.47%
"Oct. 3, 2019",-2.74%
"Oct. 2, 2019",-0.62%
"Oct. 1, 2019",0.72%
"Sept. 30, 2019",-0.40%
"Sept. 27, 2019",0.48%
"Sept. 26, 2019",2.21%
"Sept. 25, 2019",2.12%
"Sept. 24, 2019",1.03%
"Sept. 23, 2019",-2.67%
"Sept. 20, 2019",0.86%
"Sept. 19, 2019",1.36%
"Sept. 18, 2019",2.56%
"Sept. 17, 2019",2.43%
"Sept. 16, 2019",1.97%
"Sept. 13, 2019",3.79%
"Sept. 12, 2019",3.57%
"Sept. 11, 2019",0.88%
"Sept. 10, 2019",1.88%
"Sept. 9, 2019",2.20%
"Sept. 6, 2019",2.73%
"Sept. 5, 2019",1.71%
"Sept. 4, 2019",-2.80%
"Sept. 3, 2019",-2.03%
"Aug. 30, 2019",-0.99%
"Aug. 29, 2019",-1.09%
"Aug. 28, 2019",-3.59%
"Aug. 27, 2019",-2.79%
"Aug. 26, 2019",-1.57%
"Aug. 23, 2019",-1.30%
"Aug. 22, 2019",1.84%
"Aug. 21, 2019",0.71%
"Aug. 20, 2019",0.45%
"Aug. 19, 2019",4.56%
"Aug. 16, 2019",4.67%
"Aug. 15, 2019",3.40%
"Aug. 14, 2019",4.51%
