date,pe_10
"March 19, 2020",5.175
"March 18, 2020",5.651
"March 17, 2020",7.636
"March 16, 2020",8.615
"March 13, 2020",9.229
"March 12, 2020",8.110
"March 11, 2020",10.27
"March 10, 2020",10.94
"March 9, 2020",10.47
"March 6, 2020",11.04
"March 5, 2020",10.83
"March 4, 2020",11.67
"March 3, 2020",11.11
"March 2, 2020",11.35
"Feb. 28, 2020",11.10
"Feb. 27, 2020",11.59
"Feb. 26, 2020",11.93
"Feb. 25, 2020",12.24
"Feb. 24, 2020",13.05
"Feb. 21, 2020",13.92
"Feb. 20, 2020",14.05
"Feb. 19, 2020",14.08
"Feb. 18, 2020",14.13
"Feb. 14, 2020",14.17
"Feb. 13, 2020",14.23
"Feb. 12, 2020",14.31
"Feb. 11, 2020",14.11
"Feb. 10, 2020",13.88
"Feb. 7, 2020",13.93
"Feb. 6, 2020",14.00
"Feb. 5, 2020",14.17
"Feb. 4, 2020",13.94
"Feb. 3, 2020",13.48
"Jan. 31, 2020",13.41
"Jan. 30, 2020",13.74
"Jan. 29, 2020",13.63
"Jan. 28, 2020",13.83
"Jan. 27, 2020",13.67
"Jan. 24, 2020",14.15
"Jan. 23, 2020",14.50
"Jan. 22, 2020",14.35
"Jan. 21, 2020",14.52
"Jan. 17, 2020",14.92
"Jan. 16, 2020",14.89
"Jan. 15, 2020",14.82
"Jan. 14, 2020",14.78
"Jan. 13, 2020",14.31
"Jan. 10, 2020",14.25
"Jan. 9, 2020",14.18
"Jan. 8, 2020",14.16
"Jan. 7, 2020",13.86
"Jan. 6, 2020",13.87
"Jan. 3, 2020",13.97
"Jan. 2, 2020",14.20
"Dec. 31, 2019",14.07
"Dec. 30, 2019",14.90
"Dec. 27, 2019",15.01
"Dec. 26, 2019",15.13
"Dec. 24, 2019",15.09
"Dec. 23, 2019",15.10
"Dec. 20, 2019",14.98
"Dec. 19, 2019",15.02
"Dec. 18, 2019",14.88
"Dec. 17, 2019",14.91
"Dec. 16, 2019",14.84
"Dec. 13, 2019",14.41
"Dec. 12, 2019",14.40
"Dec. 11, 2019",13.99
"Dec. 10, 2019",14.11
"Dec. 9, 2019",14.18
"Dec. 6, 2019",14.26
"Dec. 5, 2019",14.20
"Dec. 4, 2019",14.24
"Dec. 3, 2019",14.13
"Dec. 2, 2019",14.42
"Nov. 29, 2019",14.56
"Nov. 27, 2019",14.50
"Nov. 26, 2019",14.60
"Nov. 25, 2019",14.32
"Nov. 22, 2019",14.25
"Nov. 21, 2019",14.05
"Nov. 20, 2019",14.14
"Nov. 19, 2019",14.50
"Nov. 18, 2019",14.50
"Nov. 15, 2019",14.44
"Nov. 14, 2019",14.37
"Nov. 13, 2019",14.35
"Nov. 12, 2019",14.54
"Nov. 11, 2019",14.53
"Nov. 8, 2019",14.63
"Nov. 7, 2019",14.65
"Nov. 6, 2019",14.63
"Nov. 5, 2019",14.61
"Nov. 4, 2019",14.45
"Nov. 1, 2019",14.23
"Oct. 31, 2019",13.99
"Oct. 30, 2019",14.05
"Oct. 29, 2019",14.07
"Oct. 28, 2019",14.02
"Oct. 25, 2019",13.87
"Oct. 24, 2019",13.67
"Oct. 23, 2019",13.67
"Oct. 22, 2019",13.88
"Oct. 21, 2019",13.87
"Oct. 18, 2019",13.68
"Oct. 17, 2019",13.56
"Oct. 16, 2019",13.51
"Oct. 15, 2019",13.63
"Oct. 14, 2019",13.46
"Oct. 11, 2019",13.45
"Oct. 10, 2019",13.49
"Oct. 9, 2019",13.70
"Oct. 8, 2019",13.52
"Oct. 7, 2019",13.56
"Oct. 4, 2019",13.67
"Oct. 3, 2019",13.42
"Oct. 2, 2019",13.81
"Oct. 1, 2019",14.48
"Sept. 30, 2019",14.63
"Sept. 27, 2019",15.68
