date,three_month_return
"March 19, 2020",-63.63%
"March 18, 2020",-59.90%
"March 17, 2020",-45.92%
"March 16, 2020",-38.70%
"March 13, 2020",-32.38%
"March 12, 2020",-40.54%
"March 11, 2020",-22.53%
"March 10, 2020",-18.12%
"March 9, 2020",-22.01%
"March 6, 2020",-18.26%
"March 5, 2020",-19.45%
"March 4, 2020",-13.49%
"March 3, 2020",-16.97%
"March 2, 2020",-16.90%
"Feb. 28, 2020",-19.17%
"Feb. 27, 2020",-15.56%
"Feb. 26, 2020",-13.70%
"Feb. 25, 2020",-9.69%
"Feb. 24, 2020",-3.35%
"Feb. 21, 2020",4.63%
"Feb. 20, 2020",4.87%
"Feb. 19, 2020",2.52%
"Feb. 18, 2020",2.87%
"Feb. 14, 2020",4.16%
"Feb. 13, 2020",4.65%
"Feb. 12, 2020",3.93%
"Feb. 11, 2020",2.53%
"Feb. 10, 2020",0.23%
"Feb. 7, 2020",0.45%
"Feb. 6, 2020",1.04%
"Feb. 5, 2020",2.40%
"Feb. 4, 2020",1.85%
"Feb. 3, 2020",0.04%
"Jan. 31, 2020",1.20%
"Jan. 30, 2020",3.22%
"Jan. 29, 2020",2.29%
"Jan. 28, 2020",4.19%
"Jan. 27, 2020",4.08%
"Jan. 24, 2020",9.33%
"Jan. 23, 2020",12.01%
"Jan. 22, 2020",9.13%
"Jan. 21, 2020",10.55%
"Jan. 17, 2020",16.23%
"Jan. 16, 2020",16.38%
"Jan. 15, 2020",14.88%
"Jan. 14, 2020",15.97%
"Jan. 13, 2020",12.35%
"Jan. 10, 2020",11.56%
"Jan. 9, 2020",9.35%
"Jan. 8, 2020",10.62%
"Jan. 7, 2020",7.96%
"Jan. 6, 2020",7.15%
"Jan. 3, 2020",9.90%
"Jan. 2, 2020",8.63%
"Dec. 31, 2019",1.53%
"Dec. 30, 2019",1.84%
"Dec. 27, 2019",1.37%
"Dec. 26, 2019",1.33%
"Dec. 24, 2019",2.40%
"Dec. 23, 2019",2.45%
"Dec. 20, 2019",0.58%
"Dec. 19, 2019",0.77%
"Dec. 18, 2019",-1.23%
"Dec. 17, 2019",-1.15%
"Dec. 16, 2019",-1.10%
"Dec. 13, 2019",-5.47%
"Dec. 12, 2019",-4.63%
"Dec. 11, 2019",-6.29%
"Dec. 10, 2019",-5.30%
"Dec. 9, 2019",-3.98%
"Dec. 6, 2019",-3.17%
"Dec. 5, 2019",-3.97%
"Dec. 4, 2019",-2.04%
"Dec. 3, 2019",-2.92%
"Dec. 2, 2019",-1.92%
"Nov. 29, 2019",-0.98%
"Nov. 27, 2019",1.66%
"Nov. 26, 2019",2.10%
"Nov. 25, 2019",0.27%
"Nov. 22, 2019",-3.19%
"Nov. 21, 2019",-4.65%
"Nov. 20, 2019",-3.48%
"Nov. 19, 2019",-1.92%
"Nov. 18, 2019",-1.65%
"Nov. 15, 2019",-0.46%
"Nov. 14, 2019",-1.19%
"Nov. 13, 2019",-3.98%
"Nov. 12, 2019",-2.45%
"Nov. 11, 2019",-3.90%
"Nov. 8, 2019",-4.08%
"Nov. 7, 2019",-2.67%
"Nov. 6, 2019",-2.06%
"Nov. 5, 2019",-0.54%
"Nov. 4, 2019",-5.40%
"Nov. 1, 2019",-7.13%
"Oct. 31, 2019",-9.76%
"Oct. 30, 2019",-11.67%
"Oct. 29, 2019",-11.34%
"Oct. 28, 2019",-11.25%
"Oct. 25, 2019",-12.26%
"Oct. 24, 2019",-14.84%
"Oct. 23, 2019",-14.71%
"Oct. 22, 2019",-10.83%
"Oct. 21, 2019",-10.39%
"Oct. 18, 2019",-14.09%
"Oct. 17, 2019",-14.27%
"Oct. 16, 2019",-15.82%
"Oct. 15, 2019",-13.06%
"Oct. 14, 2019",-14.05%
"Oct. 11, 2019",-11.98%
"Oct. 10, 2019",-10.71%
"Oct. 9, 2019",-8.55%
"Oct. 8, 2019",-10.39%
"Oct. 7, 2019",-9.10%
"Oct. 4, 2019",-9.03%
"Oct. 3, 2019",-10.68%
"Oct. 2, 2019",-7.16%
"Oct. 1, 2019",-1.35%
"Sept. 30, 2019",1.50%
"Sept. 27, 2019",2.57%
"Sept. 26, 2019",4.26%
"Sept. 25, 2019",4.27%
"Sept. 24, 2019",3.44%
"Sept. 23, 2019",3.63%
"Sept. 20, 2019",4.75%
