date,six_month_return
"March 19, 2020",-67.99%
"March 18, 2020",-73.13%
"March 17, 2020",-65.74%
"March 16, 2020",-69.93%
"March 13, 2020",-61.55%
"March 12, 2020",-63.41%
"March 11, 2020",-60.36%
"March 10, 2020",-46.09%
"March 9, 2020",-41.52%
"March 6, 2020",-31.34%
"March 5, 2020",-27.45%
"March 4, 2020",-15.05%
"March 3, 2020",-21.70%
"March 2, 2020",-9.09%
"Feb. 28, 2020",-26.50%
"Feb. 27, 2020",-29.91%
"Feb. 26, 2020",-32.30%
"Feb. 25, 2020",-23.39%
"Feb. 24, 2020",-20.87%
"Feb. 21, 2020",-22.75%
"Feb. 20, 2020",-24.85%
"Feb. 19, 2020",-34.62%
"Feb. 18, 2020",-39.18%
"Feb. 14, 2020",-65.48%
"Feb. 13, 2020",-65.27%
"Feb. 12, 2020",-64.35%
"Feb. 11, 2020",-66.57%
"Feb. 10, 2020",-65.37%
"Feb. 7, 2020",-51.45%
"Feb. 6, 2020",-49.37%
"Feb. 5, 2020",-52.38%
"Feb. 4, 2020",-56.50%
"Feb. 3, 2020",-55.65%
"Jan. 31, 2020",-59.65%
"Jan. 30, 2020",-55.59%
"Jan. 29, 2020",-53.51%
"Jan. 28, 2020",-56.39%
"Jan. 27, 2020",-55.56%
"Jan. 24, 2020",-55.03%
"Jan. 23, 2020",-56.18%
"Jan. 22, 2020",-63.70%
"Jan. 21, 2020",-64.55%
"Jan. 17, 2020",-62.47%
"Jan. 16, 2020",-62.14%
"Jan. 15, 2020",-62.59%
"Jan. 14, 2020",-63.22%
"Jan. 13, 2020",-62.76%
"Jan. 10, 2020",-63.19%
"Jan. 9, 2020",-61.76%
"Jan. 8, 2020",-61.48%
"Jan. 7, 2020",-60.10%
"Jan. 6, 2020",-60.57%
"Jan. 3, 2020",-57.21%
"Jan. 2, 2020",-57.94%
"Dec. 31, 2019",-60.93%
"Dec. 30, 2019",-64.19%
"Dec. 27, 2019",-63.25%
"Dec. 26, 2019",-61.02%
"Dec. 24, 2019",-60.24%
"Dec. 23, 2019",-60.90%
"Dec. 20, 2019",-61.43%
"Dec. 19, 2019",-61.10%
"Dec. 18, 2019",-58.87%
"Dec. 17, 2019",-57.21%
"Dec. 16, 2019",-58.12%
"Dec. 13, 2019",-58.47%
"Dec. 12, 2019",-56.00%
"Dec. 11, 2019",-53.49%
"Dec. 10, 2019",-51.99%
"Dec. 9, 2019",-47.79%
"Dec. 6, 2019",-47.24%
"Dec. 5, 2019",-41.19%
"Dec. 4, 2019",-37.13%
"Dec. 3, 2019",-41.79%
"Dec. 2, 2019",-30.79%
"Nov. 29, 2019",-16.82%
"Nov. 27, 2019",-15.79%
"Nov. 26, 2019",-16.10%
"Nov. 25, 2019",-17.03%
"Nov. 22, 2019",-23.28%
"Nov. 21, 2019",-26.79%
"Nov. 20, 2019",-25.23%
"Nov. 19, 2019",-25.32%
"Nov. 18, 2019",-24.68%
"Nov. 15, 2019",-33.88%
"Nov. 14, 2019",-30.51%
"Nov. 13, 2019",-32.10%
"Nov. 12, 2019",-36.61%
"Nov. 11, 2019",-34.70%
"Nov. 8, 2019",-37.36%
"Nov. 7, 2019",-37.47%
"Nov. 6, 2019",-47.14%
"Nov. 5, 2019",-44.23%
"Nov. 4, 2019",-43.41%
"Nov. 1, 2019",-36.89%
"Oct. 31, 2019",-36.99%
"Oct. 30, 2019",-33.15%
"Oct. 29, 2019",-32.60%
"Oct. 28, 2019",-31.27%
"Oct. 25, 2019",-29.80%
"Oct. 24, 2019",-29.89%
"Oct. 23, 2019",-31.30%
"Oct. 22, 2019",-31.34%
"Oct. 21, 2019",-30.84%
"Oct. 18, 2019",-31.70%
"Oct. 17, 2019",-32.66%
"Oct. 16, 2019",-33.43%
"Oct. 15, 2019",-33.33%
"Oct. 14, 2019",-30.95%
"Oct. 11, 2019",-37.11%
"Oct. 10, 2019",-37.57%
"Oct. 9, 2019",-41.74%
"Oct. 8, 2019",-38.78%
"Oct. 7, 2019",-32.26%
"Oct. 4, 2019",-32.26%
"Oct. 3, 2019",-32.65%
"Oct. 2, 2019",-35.28%
"Oct. 1, 2019",-37.57%
"Sept. 30, 2019",-30.29%
"Sept. 27, 2019",-35.47%
"Sept. 26, 2019",-49.71%
"Sept. 25, 2019",-45.77%
"Sept. 24, 2019",-53.96%
"Sept. 23, 2019",-53.08%
"Sept. 20, 2019",-56.52%
"Sept. 19, 2019",-57.02%
"Sept. 18, 2019",-56.09%
"Sept. 17, 2019",-57.63%
"Sept. 16, 2019",-53.67%
"Sept. 13, 2019",-60.11%
"Sept. 12, 2019",-60.32%
"Sept. 11, 2019",-55.10%
"Sept. 10, 2019",-64.35%
"Sept. 9, 2019",-65.46%
"Sept. 6, 2019",-64.33%
"Sept. 5, 2019",-64.64%
"Sept. 4, 2019",-69.89%
"Sept. 3, 2019",-68.14%
"Aug. 30, 2019",-69.61%
"Aug. 29, 2019",-68.78%
"Aug. 28, 2019",-67.68%
"Aug. 27, 2019",-67.41%
"Aug. 26, 2019",-65.35%
"Aug. 23, 2019",-67.97%
"Aug. 22, 2019",-67.13%
"Aug. 21, 2019",-66.76%
"Aug. 20, 2019",-63.23%
"Aug. 19, 2019",-54.65%
"Aug. 16, 2019",-50.00%
"Aug. 15, 2019",-45.03%
"Aug. 14, 2019",-10.40%
"Aug. 13, 2019",-12.15%
"Aug. 12, 2019",-8.12%
"Aug. 9, 2019",-4.56%
"Aug. 8, 2019",-7.98%
"Aug. 7, 2019",-6.04%
"Aug. 6, 2019",-15.51%
"Aug. 5, 2019",-9.92%
"Aug. 2, 2019",-3.28%
"Aug. 1, 2019",-4.64%
"July 31, 2019",-5.71%
"July 30, 2019",-5.42%
"July 29, 2019",-8.56%
"July 26, 2019",-2.96%
"July 25, 2019",-2.43%
"July 24, 2019",-0.28%
"July 23, 2019",4.20%
"July 22, 2019",20.99%
"July 19, 2019",17.65%
"July 18, 2019",16.31%
"July 17, 2019",15.63%
"July 16, 2019",15.07%
"July 15, 2019",14.56%
"July 12, 2019",16.94%
"July 11, 2019",17.74%
"July 10, 2019",18.03%
"July 9, 2019",19.26%
"July 8, 2019",18.41%
"July 5, 2019",21.33%
"July 3, 2019",25.36%
"July 2, 2019",24.42%
"July 1, 2019",32.73%
"June 28, 2019",31.50%
"June 27, 2019",28.13%
"June 26, 2019",30.28%
"June 25, 2019",30.35%
"June 24, 2019",32.59%
"June 21, 2019",31.06%
"June 20, 2019",24.26%
"June 19, 2019",23.60%
"June 18, 2019",20.12%
"June 17, 2019",18.55%
"June 14, 2019",21.43%
"June 13, 2019",17.12%
"June 12, 2019",17.73%
"June 11, 2019",6.17%
"June 10, 2019",5.69%
"June 7, 2019",-2.39%
"June 6, 2019",-3.63%
"June 5, 2019",-15.99%
"June 4, 2019",-20.29%
"June 3, 2019",-22.45%
"May 31, 2019",-23.36%
"May 30, 2019",-21.96%
"May 29, 2019",-23.24%
"May 28, 2019",-22.70%
"May 24, 2019",-21.41%
"May 23, 2019",-21.41%
"May 22, 2019",-16.67%
"May 21, 2019",-16.42%
"May 20, 2019",-18.53%
"May 17, 2019",-20.61%
"May 16, 2019",-17.30%
"May 15, 2019",-6.92%
"May 14, 2019",-9.92%
"May 13, 2019",-11.11%
"May 10, 2019",-3.17%
"May 9, 2019",-3.44%
"May 8, 2019",-3.45%
"May 7, 2019",6.45%
"May 6, 2019",8.26%
"May 3, 2019",8.66%
"May 2, 2019",8.06%
"May 1, 2019",9.91%
"April 30, 2019",15.51%
"April 29, 2019",14.78%
"April 26, 2019",14.15%
"April 25, 2019",11.50%
"April 24, 2019",12.62%
"April 23, 2019",11.29%
"April 22, 2019",14.33%
"April 18, 2019",14.14%
"April 17, 2019",12.34%
"April 16, 2019",10.61%
"April 15, 2019",12.01%
"April 12, 2019",11.86%
"April 11, 2019",14.61%
"April 10, 2019",11.61%
"April 9, 2019",6.15%
"April 8, 2019",9.24%
"April 5, 2019",9.29%
"April 4, 2019",7.23%
"April 3, 2019",4.62%
"April 2, 2019",1.18%
"April 1, 2019",9.15%
"March 29, 2019",9.68%
"March 28, 2019",10.32%
"March 27, 2019",11.33%
"March 26, 2019",11.69%
"March 25, 2019",11.73%
"March 22, 2019",11.80%
"March 21, 2019",13.11%
"March 20, 2019",12.75%
"March 19, 2019",14.05%
"March 18, 2019",15.36%
"March 15, 2019",20.82%
"March 14, 2019",21.50%
"March 13, 2019",25.33%
"March 12, 2019",20.71%
"March 11, 2019",19.02%
"March 8, 2019",19.27%
"March 7, 2019",19.93%
"March 6, 2019",17.88%
"March 5, 2019",20.67%
"March 4, 2019",22.30%
"March 1, 2019",20.74%
"Feb. 28, 2019",19.08%
"Feb. 27, 2019",18.09%
"Feb. 26, 2019",17.16%
"Feb. 25, 2019",19.80%
"Feb. 22, 2019",22.53%
"Feb. 21, 2019",18.73%
"Feb. 20, 2019",18.09%
"Feb. 19, 2019",11.69%
"Feb. 15, 2019",9.27%
"Feb. 14, 2019",8.80%
"Feb. 13, 2019",7.60%
"Feb. 12, 2019",4.55%
"Feb. 11, 2019",5.45%
"Feb. 8, 2019",-9.54%
"Feb. 7, 2019",-15.35%
"Feb. 6, 2019",-2.35%
"Feb. 5, 2019",-3.12%
"Feb. 4, 2019",-3.12%
"Feb. 1, 2019",-3.17%
"Jan. 31, 2019",-3.16%
"Jan. 30, 2019",-2.89%
"Jan. 29, 2019",-1.84%
"Jan. 28, 2019",-2.62%
"Jan. 25, 2019",-1.85%
"Jan. 24, 2019",-4.27%
"Jan. 23, 2019",-3.77%
"Jan. 22, 2019",-1.63%
"Jan. 18, 2019",1.91%
"Jan. 17, 2019",1.64%
"Jan. 16, 2019",-0.54%
"Jan. 15, 2019",1.64%
"Jan. 14, 2019",2.19%
"Jan. 11, 2019",1.64%
"Jan. 10, 2019",-0.27%
"Jan. 9, 2019",-3.02%
"Jan. 8, 2019",-3.29%
"Jan. 7, 2019",-4.11%
"Jan. 4, 2019",-4.67%
"Jan. 3, 2019",-5.77%
"Jan. 2, 2019",-5.23%
"Dec. 31, 2018",-8.84%
"Dec. 28, 2018",-6.84%
"Dec. 27, 2018",-10.41%
"Dec. 26, 2018",-13.15%
"Dec. 24, 2018",-15.41%
"Dec. 21, 2018",-11.54%
"Dec. 20, 2018",-6.89%
"Dec. 19, 2018",-7.88%
"Dec. 18, 2018",-5.59%
"Dec. 17, 2018",-4.96%
