date,total_long_term_debt
"Dec. 31, 2019",592.99M
"Sept. 30, 2019",548.00M
"June 30, 2019",592.48M
"March 31, 2019",543.27M
"Dec. 31, 2018",525.78M
"Sept. 30, 2018",511.87M
"June 30, 2018",436.65M
"March 31, 2018",420.86M
"Dec. 31, 2017",449.11M
"Sept. 30, 2017",434.50M
"June 30, 2017",400.26M
"March 31, 2017",373.50M
"Dec. 31, 2016",454.16M
"Sept. 30, 2016",489.84M
"June 30, 2016",492.47M
"March 31, 2016",508.88M
"Dec. 31, 2015",500.85M
"Sept. 30, 2015",510.58M
"June 30, 2015",544.71M
"March 31, 2015",533.61M
"Dec. 31, 2014",568.09M
"Sept. 30, 2014",727.40M
"June 30, 2014",725.51M
"March 31, 2014",888.41M
"Dec. 31, 2013",974.99M
"Sept. 30, 2013",974.28M
"June 30, 2013",935.79M
"March 31, 2013",942.51M
"Dec. 31, 2012",992.21M
"Sept. 30, 2012",0.00
"June 30, 2012",0.00
"March 31, 2012",780.15M
"Dec. 31, 2011",0.00
