date,one_year_return
"March 19, 2020",-86.24%
"March 18, 2020",-88.20%
"March 17, 2020",-85.48%
"March 16, 2020",-86.07%
"March 13, 2020",-84.66%
"March 12, 2020",-85.48%
"March 11, 2020",-82.20%
"March 10, 2020",-80.78%
"March 9, 2020",-79.80%
"March 6, 2020",-75.51%
"March 5, 2020",-74.35%
"March 4, 2020",-74.42%
"March 3, 2020",-75.06%
"March 2, 2020",-72.30%
"Feb. 28, 2020",-76.24%
"Feb. 27, 2020",-77.16%
"Feb. 26, 2020",-76.54%
"Feb. 25, 2020",-75.73%
"Feb. 24, 2020",-74.65%
"Feb. 21, 2020",-74.32%
"Feb. 20, 2020",-72.37%
"Feb. 19, 2020",-70.35%
"Feb. 18, 2020",-69.59%
"Feb. 14, 2020",-69.08%
"Feb. 13, 2020",-69.49%
"Feb. 12, 2020",-67.25%
"Feb. 11, 2020",-67.82%
"Feb. 10, 2020",-66.95%
"Feb. 7, 2020",-54.38%
"Feb. 6, 2020",-57.22%
"Feb. 5, 2020",-57.10%
"Feb. 4, 2020",-58.71%
"Feb. 3, 2020",-57.10%
"Jan. 31, 2020",-61.96%
"Jan. 30, 2020",-57.99%
"Jan. 29, 2020",-57.49%
"Jan. 28, 2020",-57.68%
"Jan. 27, 2020",-56.87%
"Jan. 24, 2020",-55.15%
"Jan. 23, 2020",-54.34%
"Jan. 22, 2020",-56.08%
"Jan. 21, 2020",-58.29%
"Jan. 17, 2020",-56.60%
"Jan. 16, 2020",-56.44%
"Jan. 15, 2020",-57.14%
"Jan. 14, 2020",-57.10%
"Jan. 13, 2020",-56.45%
"Jan. 10, 2020",-56.56%
"Jan. 9, 2020",-54.39%
"Jan. 8, 2020",-54.39%
"Jan. 7, 2020",-52.00%
"Jan. 6, 2020",-52.16%
"Jan. 3, 2020",-46.36%
"Jan. 2, 2020",-47.67%
"Dec. 31, 2019",-49.09%
"Dec. 30, 2019",-52.91%
"Dec. 27, 2019",-52.91%
"Dec. 26, 2019",-49.21%
"Dec. 24, 2019",-47.28%
"Dec. 23, 2019",-48.76%
"Dec. 20, 2019",-52.07%
"Dec. 19, 2019",-51.92%
"Dec. 18, 2019",-50.59%
"Dec. 17, 2019",-49.28%
"Dec. 16, 2019",-49.14%
"Dec. 13, 2019",-51.36%
"Dec. 12, 2019",-48.20%
"Dec. 11, 2019",-50.62%
"Dec. 10, 2019",-49.26%
"Dec. 9, 2019",-49.04%
"Dec. 6, 2019",-49.15%
"Dec. 5, 2019",-50.60%
"Dec. 4, 2019",-49.88%
"Dec. 3, 2019",-54.86%
"Dec. 2, 2019",-46.96%
"Nov. 29, 2019",-36.15%
"Nov. 27, 2019",-33.82%
"Nov. 26, 2019",-34.22%
"Nov. 25, 2019",-34.79%
"Nov. 22, 2019",-36.07%
"Nov. 21, 2019",-38.81%
"Nov. 20, 2019",-39.09%
"Nov. 19, 2019",-41.31%
"Nov. 18, 2019",-40.20%
"Nov. 15, 2019",-38.46%
"Nov. 14, 2019",-37.40%
"Nov. 13, 2019",-39.65%
"Nov. 12, 2019",-39.58%
"Nov. 11, 2019",-36.77%
"Nov. 8, 2019",-39.52%
"Nov. 7, 2019",-33.43%
"Nov. 6, 2019",-42.77%
"Nov. 5, 2019",-40.82%
"Nov. 4, 2019",-38.51%
"Nov. 1, 2019",-30.63%
"Oct. 31, 2019",-28.79%
"Oct. 30, 2019",-22.78%
"Oct. 29, 2019",-22.64%
"Oct. 28, 2019",-21.54%
"Oct. 25, 2019",-21.73%
"Oct. 24, 2019",-21.04%
"Oct. 23, 2019",-23.55%
"Oct. 22, 2019",-21.50%
"Oct. 21, 2019",-21.82%
"Oct. 18, 2019",-22.04%
"Oct. 17, 2019",-24.35%
"Oct. 16, 2019",-26.37%
"Oct. 15, 2019",-25.32%
"Oct. 14, 2019",-22.76%
"Oct. 11, 2019",-27.92%
"Oct. 10, 2019",-30.32%
"Oct. 9, 2019",-38.15%
"Oct. 8, 2019",-33.12%
"Oct. 7, 2019",-25.96%
"Oct. 4, 2019",-27.36%
"Oct. 3, 2019",-29.54%
"Oct. 2, 2019",-34.51%
"Oct. 1, 2019",-31.86%
"Sept. 30, 2019",-23.55%
"Sept. 27, 2019",-28.16%
"Sept. 26, 2019",-43.83%
"Sept. 25, 2019",-39.41%
"Sept. 24, 2019",-48.52%
"Sept. 23, 2019",-47.54%
"Sept. 20, 2019",-50.98%
"Sept. 19, 2019",-50.98%
"Sept. 18, 2019",-49.35%
"Sept. 17, 2019",-50.17%
"Sept. 16, 2019",-44.03%
"Sept. 13, 2019",-50.00%
"Sept. 12, 2019",-52.10%
"Sept. 11, 2019",-46.56%
"Sept. 10, 2019",-58.17%
"Sept. 9, 2019",-58.80%
"Sept. 6, 2019",-57.95%
"Sept. 5, 2019",-57.33%
"Sept. 4, 2019",-63.18%
"Sept. 3, 2019",-61.54%
"Aug. 30, 2019",-63.70%
"Aug. 29, 2019",-62.83%
"Aug. 28, 2019",-61.51%
"Aug. 27, 2019",-61.51%
"Aug. 26, 2019",-59.41%
"Aug. 23, 2019",-58.93%
"Aug. 22, 2019",-59.73%
"Aug. 21, 2019",-60.54%
"Aug. 20, 2019",-56.58%
"Aug. 19, 2019",-49.35%
"Aug. 16, 2019",-44.30%
"Aug. 15, 2019",-39.94%
"Aug. 14, 2019",-2.52%
"Aug. 13, 2019",-5.47%
"Aug. 12, 2019",-3.94%
"Aug. 9, 2019",-6.16%
"Aug. 8, 2019",-16.75%
"Aug. 7, 2019",-20.46%
"Aug. 6, 2019",-17.49%
"Aug. 5, 2019",-12.73%
"Aug. 2, 2019",-5.85%
"Aug. 1, 2019",-7.67%
"July 31, 2019",-8.68%
"July 30, 2019",-8.16%
"July 29, 2019",-10.24%
"July 26, 2019",-7.22%
"July 25, 2019",-4.23%
"July 24, 2019",-4.53%
"July 23, 2019",0.27%
"July 22, 2019",19.02%
"July 19, 2019",19.57%
"July 18, 2019",18.53%
"July 17, 2019",17.53%
"July 16, 2019",14.44%
"July 15, 2019",16.44%
"July 12, 2019",18.21%
"July 11, 2019",19.67%
"July 10, 2019",17.71%
"July 9, 2019",15.66%
"July 8, 2019",14.52%
"July 5, 2019",16.94%
"July 3, 2019",18.13%
"July 2, 2019",17.91%
"July 1, 2019",20.99%
"June 28, 2019",22.51%
"June 27, 2019",14.79%
"June 26, 2019",13.15%
"June 25, 2019",10.57%
"June 24, 2019",12.16%
"June 21, 2019",15.93%
"June 20, 2019",15.70%
"June 19, 2019",13.86%
"June 18, 2019",13.41%
"June 17, 2019",12.67%
"June 14, 2019",16.12%
"June 13, 2019",13.12%
"June 12, 2019",11.55%
"June 11, 2019",13.16%
"June 10, 2019",12.96%
"June 7, 2019",10.57%
"June 6, 2019",8.74%
"June 5, 2019",-4.86%
"June 4, 2019",-11.17%
"June 3, 2019",-9.95%
"May 31, 2019",-11.59%
"May 30, 2019",-9.97%
"May 29, 2019",-12.10%
"May 28, 2019",-9.17%
"May 24, 2019",-11.99%
"May 23, 2019",-11.26%
"May 22, 2019",-9.21%
"May 21, 2019",-7.69%
"May 20, 2019",-10.83%
"May 17, 2019",-15.90%
"May 16, 2019",-18.34%
"May 15, 2019",-8.33%
"May 14, 2019",-12.81%
"May 13, 2019",-13.30%
"May 10, 2019",-10.29%
"May 9, 2019",-9.88%
"May 8, 2019",-10.12%
"May 7, 2019",-12.32%
"May 6, 2019",-11.14%
"May 3, 2019",-11.00%
"May 2, 2019",-11.71%
"May 1, 2019",-11.38%
"April 30, 2019",-12.47%
"April 29, 2019",-11.84%
"April 26, 2019",-12.56%
"April 25, 2019",-13.61%
"April 24, 2019",-13.86%
"April 23, 2019",-16.26%
"April 22, 2019",-17.02%
"April 18, 2019",-20.78%
"April 17, 2019",-22.60%
"April 16, 2019",-23.21%
"April 15, 2019",-21.95%
"April 12, 2019",-20.68%
"April 11, 2019",-20.32%
"April 10, 2019",-22.07%
"April 9, 2019",-21.77%
"April 8, 2019",-23.61%
"April 5, 2019",-24.72%
"April 4, 2019",-24.05%
"April 3, 2019",-23.60%
"April 2, 2019",-20.60%
"April 1, 2019",-21.36%
"March 29, 2019",-22.73%
"March 28, 2019",-21.74%
"March 27, 2019",-20.92%
"March 26, 2019",-20.92%
"March 25, 2019",-22.40%
"March 22, 2019",-24.05%
"March 21, 2019",-24.84%
"March 20, 2019",-25.49%
"March 19, 2019",-23.80%
"March 18, 2019",-24.09%
"March 15, 2019",-24.03%
"March 14, 2019",-23.61%
"March 13, 2019",-20.68%
"March 12, 2019",-22.13%
"March 11, 2019",-23.74%
"March 8, 2019",-25.36%
"March 7, 2019",-24.63%
"March 6, 2019",-25.52%
"March 5, 2019",-24.58%
"March 4, 2019",-24.11%
"March 1, 2019",-24.79%
"Feb. 28, 2019",-24.90%
"Feb. 27, 2019",-26.58%
"Feb. 26, 2019",-27.70%
"Feb. 25, 2019",-25.31%
"Feb. 22, 2019",-26.73%
"Feb. 21, 2019",-28.86%
"Feb. 20, 2019",-27.62%
"Feb. 19, 2019",-31.34%
"Feb. 15, 2019",-30.91%
"Feb. 14, 2019",-29.82%
"Feb. 13, 2019",-29.90%
"Feb. 12, 2019",-29.30%
"Feb. 11, 2019",-23.01%
"Feb. 8, 2019",-23.36%
"Feb. 7, 2019",-18.07%
"Feb. 6, 2019",-8.56%
"Feb. 5, 2019",-5.81%
"Feb. 4, 2019",-8.13%
"Feb. 1, 2019",-11.81%
