date,three_year_return
"March 19, 2020",-91.94%
"March 18, 2020",-93.01%
"March 17, 2020",-91.38%
"March 16, 2020",-91.74%
"March 13, 2020",-90.16%
"March 12, 2020",-90.84%
"March 11, 2020",-89.07%
"March 10, 2020",-88.32%
"March 9, 2020",-87.52%
"March 6, 2020",-84.94%
"March 5, 2020",-84.10%
"March 4, 2020",-84.14%
"March 3, 2020",-84.58%
"March 2, 2020",-82.70%
"Feb. 28, 2020",-84.96%
"Feb. 27, 2020",-85.86%
"Feb. 26, 2020",-85.72%
"Feb. 25, 2020",-84.89%
"Feb. 24, 2020",-84.39%
"Feb. 21, 2020",-84.44%
"Feb. 20, 2020",-83.04%
"Feb. 19, 2020",-82.56%
"Feb. 18, 2020",-82.22%
"Feb. 14, 2020",-81.62%
"Feb. 13, 2020",-81.38%
"Feb. 12, 2020",-80.68%
"Feb. 11, 2020",-80.85%
"Feb. 10, 2020",-80.17%
"Feb. 7, 2020",-74.45%
"Feb. 6, 2020",-73.38%
"Feb. 5, 2020",-73.02%
"Feb. 4, 2020",-74.03%
"Feb. 3, 2020",-73.52%
"Jan. 31, 2020",-76.43%
"Jan. 30, 2020",-73.32%
"Jan. 29, 2020",-72.82%
"Jan. 28, 2020",-73.16%
"Jan. 27, 2020",-72.65%
"Jan. 24, 2020",-71.95%
"Jan. 23, 2020",-70.84%
"Jan. 22, 2020",-71.35%
"Jan. 21, 2020",-71.89%
"Jan. 17, 2020",-70.73%
"Jan. 16, 2020",-71.04%
"Jan. 15, 2020",-71.04%
"Jan. 14, 2020",-70.86%
"Jan. 13, 2020",-70.49%
"Jan. 10, 2020",-70.61%
"Jan. 9, 2020",-70.24%
"Jan. 8, 2020",-70.40%
"Jan. 7, 2020",-69.12%
"Jan. 6, 2020",-69.49%
"Jan. 3, 2020",-66.18%
"Jan. 2, 2020",-67.03%
"Dec. 31, 2019",-69.23%
"Dec. 30, 2019",-71.79%
"Dec. 27, 2019",-70.94%
"Dec. 26, 2019",-69.57%
"Dec. 24, 2019",-68.81%
"Dec. 23, 2019",-68.81%
"Dec. 20, 2019",-69.26%
"Dec. 19, 2019",-69.48%
"Dec. 18, 2019",-68.90%
"Dec. 17, 2019",-67.41%
"Dec. 16, 2019",-66.85%
"Dec. 13, 2019",-67.34%
"Dec. 12, 2019",-66.84%
"Dec. 11, 2019",-64.66%
"Dec. 10, 2019",-63.78%
"Dec. 9, 2019",-62.37%
"Dec. 6, 2019",-62.37%
"Dec. 5, 2019",-62.97%
"Dec. 4, 2019",-62.43%
"Dec. 3, 2019",-65.12%
"Dec. 2, 2019",-59.39%
"Nov. 29, 2019",-50.46%
