date,one_month_return
"March 19, 2020",-52.93%
"March 18, 2020",-59.95%
"March 17, 2020",-51.97%
"March 16, 2020",-53.92%
"March 13, 2020",-46.59%
"March 12, 2020",-52.07%
"March 11, 2020",-42.31%
"March 10, 2020",-40.52%
"March 9, 2020",-51.98%
"March 6, 2020",-45.50%
"March 5, 2020",-41.96%
"March 4, 2020",-39.87%
"March 3, 2020",-42.65%
"March 2, 2020",-28.57%
"Feb. 28, 2020",-45.22%
"Feb. 27, 2020",-48.75%
"Feb. 26, 2020",-48.28%
"Feb. 25, 2020",-45.28%
"Feb. 24, 2020",-43.48%
"Feb. 21, 2020",-41.56%
"Feb. 20, 2020",-38.39%
"Feb. 19, 2020",-36.65%
"Feb. 18, 2020",-35.40%
"Feb. 14, 2020",-33.12%
"Feb. 13, 2020",-33.33%
"Feb. 12, 2020",-28.93%
"Feb. 11, 2020",-29.56%
"Feb. 10, 2020",-27.04%
"Feb. 7, 2020",-10.12%
"Feb. 6, 2020",-3.61%
"Feb. 5, 2020",-13.04%
"Feb. 4, 2020",-16.30%
"Feb. 3, 2020",-14.67%
"Jan. 31, 2020",-16.67%
"Jan. 30, 2020",0.65%
"Jan. 29, 2020",3.25%
"Jan. 28, 2020",1.95%
"Jan. 27, 2020",3.90%
"Jan. 24, 2020",-2.42%
"Jan. 23, 2020",-1.21%
"Jan. 22, 2020",-1.85%
"Jan. 21, 2020",-3.70%
"Jan. 17, 2020",-8.00%
"Jan. 16, 2020",-10.67%
"Jan. 15, 2020",-11.17%
"Jan. 14, 2020",-10.61%
"Jan. 13, 2020",-9.50%
"Jan. 10, 2020",-22.44%
"Jan. 9, 2020",-24.41%
"Jan. 8, 2020",-23.33%
"Jan. 7, 2020",-20.00%
"Jan. 6, 2020",-20.95%
"Jan. 3, 2020",-5.64%
"Jan. 2, 2020",-20.70%
"Dec. 31, 2019",-38.24%
"Dec. 30, 2019",-43.38%
"Dec. 27, 2019",-43.38%
"Dec. 26, 2019",-40.59%
"Dec. 24, 2019",-35.80%
"Dec. 23, 2019",-35.80%
"Dec. 20, 2019",-32.50%
"Dec. 19, 2019",-30.04%
"Dec. 18, 2019",-28.94%
"Dec. 17, 2019",-27.08%
"Dec. 16, 2019",-25.83%
"Dec. 13, 2019",-25.10%
"Dec. 12, 2019",-19.40%
"Dec. 11, 2019",-16.32%
"Dec. 10, 2019",-10.09%
"Dec. 9, 2019",-6.58%
"Dec. 6, 2019",8.25%
"Dec. 5, 2019",1.97%
"Dec. 4, 2019",1.94%
"Dec. 3, 2019",-15.58%
"Dec. 2, 2019",-1.73%
"Nov. 29, 2019",10.57%
"Nov. 27, 2019",11.02%
"Nov. 26, 2019",10.61%
"Nov. 25, 2019",9.39%
"Nov. 22, 2019",6.64%
"Nov. 21, 2019",2.50%
"Nov. 20, 2019",1.27%
"Nov. 19, 2019",-1.69%
"Nov. 18, 2019",-0.84%
"Nov. 15, 2019",4.35%
"Nov. 14, 2019",2.07%
"Nov. 13, 2019",7.66%
"Nov. 12, 2019",4.50%
"Nov. 11, 2019",7.66%
"Nov. 8, 2019",8.57%
"Nov. 7, 2019",-1.73%
"Nov. 6, 2019",-16.02%
"Nov. 5, 2019",-12.12%
"Nov. 4, 2019",-10.82%
"Nov. 1, 2019",6.94%
"Oct. 31, 2019",-2.95%
"Oct. 30, 2019",2.95%
"Oct. 29, 2019",10.81%
"Oct. 28, 2019",9.91%
"Oct. 25, 2019",31.72%
"Oct. 24, 2019",55.41%
"Oct. 23, 2019",48.12%
"Oct. 22, 2019",60.67%
"Oct. 21, 2019",60.00%
"Oct. 18, 2019",52.90%
"Oct. 17, 2019",55.33%
"Oct. 16, 2019",39.63%
"Oct. 15, 2019",53.33%
"Oct. 14, 2019",60.67%
"Oct. 11, 2019",36.20%
"Oct. 10, 2019",68.75%
"Oct. 9, 2019",62.10%
"Oct. 8, 2019",65.35%
"Oct. 7, 2019",81.89%
"Oct. 4, 2019",111.9%
"Oct. 3, 2019",99.13%
"Oct. 2, 2019",101.8%
"Oct. 1, 2019",96.36%
"Sept. 30, 2019",115.5%
"Sept. 27, 2019",89.74%
"Sept. 26, 2019",40.65%
"Sept. 25, 2019",61.74%
"Sept. 24, 2019",36.52%
"Sept. 23, 2019",39.13%
"Sept. 20, 2019",13.64%
"Sept. 19, 2019",-3.85%
"Sept. 18, 2019",-9.36%
"Sept. 17, 2019",-12.28%
"Sept. 16, 2019",-4.09%
"Sept. 13, 2019",-51.77%
"Sept. 12, 2019",-53.31%
"Sept. 11, 2019",-51.34%
"Sept. 10, 2019",-61.79%
"Sept. 9, 2019",-62.99%
"Sept. 6, 2019",-59.81%
"Sept. 5, 2019",-61.90%
"Sept. 4, 2019",-69.21%
"Sept. 3, 2019",-67.51%
"Aug. 30, 2019",-68.48%
"Aug. 29, 2019",-66.96%
"Aug. 28, 2019",-67.50%
"Aug. 27, 2019",-67.50%
"Aug. 26, 2019",-65.83%
"Aug. 23, 2019",-69.09%
"Aug. 22, 2019",-73.06%
"Aug. 21, 2019",-73.18%
"Aug. 20, 2019",-70.00%
"Aug. 19, 2019",-64.55%
"Aug. 16, 2019",-59.29%
"Aug. 15, 2019",-55.76%
"Aug. 14, 2019",-28.74%
"Aug. 13, 2019",-28.51%
"Aug. 12, 2019",-27.13%
"Aug. 9, 2019",-20.43%
"Aug. 8, 2019",-22.73%
"Aug. 7, 2019",-26.13%
"Aug. 6, 2019",-24.94%
"Aug. 5, 2019",-20.19%
"Aug. 2, 2019",-17.29%
"Aug. 1, 2019",-20.32%
"July 31, 2019",-19.30%
"July 30, 2019",-18.84%
"July 29, 2019",-20.47%
"July 26, 2019",-12.83%
"July 25, 2019",-11.27%
"July 24, 2019",-13.73%
"July 23, 2019",-11.85%
"July 22, 2019",3.79%
"July 19, 2019",5.01%
"July 18, 2019",7.14%
"July 17, 2019",4.89%
"July 16, 2019",-1.18%
"July 15, 2019",0.00%
"July 12, 2019",2.35%
"July 11, 2019",1.86%
"July 10, 2019",1.17%
"July 9, 2019",3.19%
"July 8, 2019",2.45%
"July 5, 2019",19.60%
"July 3, 2019",28.36%
"July 2, 2019",30.49%
"July 1, 2019",33.54%
"June 28, 2019",31.50%
"June 27, 2019",29.72%
"June 26, 2019",27.86%
"June 25, 2019",26.32%
"June 24, 2019",28.48%
"June 21, 2019",25.60%
"June 20, 2019",30.84%
"June 19, 2019",34.29%
"June 18, 2019",30.13%
"June 17, 2019",31.09%
"June 14, 2019",20.06%
"June 13, 2019",22.44%
"June 12, 2019",16.12%
"June 11, 2019",17.49%
"June 10, 2019",16.67%
"June 7, 2019",12.40%
"June 6, 2019",8.45%
"June 5, 2019",-3.30%
"June 4, 2019",-8.24%
"June 3, 2019",-7.97%
"May 31, 2019",-10.14%
"May 30, 2019",-8.49%
"May 29, 2019",-10.41%
"May 28, 2019",-7.89%
"May 24, 2019",-7.18%
"May 23, 2019",-6.38%
"May 22, 2019",-4.56%
"May 21, 2019",-3.17%
"May 20, 2019",-7.49%
"May 17, 2019",-9.83%
"May 16, 2019",-5.52%
"May 15, 2019",5.22%
"May 14, 2019",1.43%
"May 13, 2019",0.86%
"May 10, 2019",5.78%
"May 9, 2019",5.80%
"May 8, 2019",6.12%
"May 7, 2019",6.45%
"May 6, 2019",7.62%
"May 3, 2019",7.06%
"May 2, 2019",5.54%
"May 1, 2019",5.78%
"April 30, 2019",7.35%
"April 29, 2019",7.35%
"April 26, 2019",3.20%
"April 25, 2019",1.75%
"April 24, 2019",2.05%
"April 23, 2019",1.17%
"April 22, 2019",2.93%
"April 18, 2019",-1.70%
"April 17, 2019",-2.26%
"April 16, 2019",-2.82%
"April 15, 2019",-2.54%
"April 12, 2019",-6.43%
"April 11, 2019",-2.75%
"April 10, 2019",-3.62%
"April 9, 2019",-3.90%
"April 8, 2019",-4.46%
"April 5, 2019",-5.80%
"April 4, 2019",-5.80%
"April 3, 2019",-5.82%
"April 2, 2019",-4.99%
"April 1, 2019",-4.16%
"March 29, 2019",-6.08%
"March 28, 2019",-5.52%
"March 27, 2019",-4.18%
"March 26, 2019",-3.10%
"March 25, 2019",-5.51%
"March 22, 2019",-5.01%
"March 21, 2019",-2.82%
"March 20, 2019",-3.90%
"March 19, 2019",1.45%
"March 18, 2019",3.22%
"March 15, 2019",3.51%
"March 14, 2019",2.89%
"March 13, 2019",6.21%
"March 12, 2019",8.12%
"March 11, 2019",4.31%
"March 8, 2019",2.28%
"March 7, 2019",9.06%
"March 6, 2019",-4.81%
"March 5, 2019",-2.95%
"March 4, 2019",-2.95%
"March 1, 2019",-1.37%
"Feb. 28, 2019",-2.43%
"Feb. 27, 2019",-3.23%
"Feb. 26, 2019",-4.31%
"Feb. 25, 2019",-2.16%
"Feb. 22, 2019",-0.83%
"Feb. 21, 2019",-5.08%
"Feb. 20, 2019",-4.01%
"Feb. 19, 2019",-8.02%
"Feb. 15, 2019",-7.82%
"Feb. 14, 2019",-7.24%
"Feb. 13, 2019",-4.84%
"Feb. 12, 2019",-7.26%
"Feb. 11, 2019",-6.45%
"Feb. 8, 2019",-0.57%
"Feb. 7, 2019",-5.43%
"Feb. 6, 2019",7.78%
"Feb. 5, 2019",7.49%
"Feb. 4, 2019",7.49%
"Feb. 1, 2019",10.91%
"Jan. 31, 2019",11.52%
"Jan. 30, 2019",12.84%
"Jan. 29, 2019",14.37%
"Jan. 28, 2019",13.46%
"Jan. 25, 2019",18.53%
"Jan. 24, 2019",14.70%
"Jan. 23, 2019",10.87%
"Jan. 22, 2019",12.42%
"Jan. 18, 2019",10.65%
"Jan. 17, 2019",7.54%
"Jan. 16, 2019",4.29%
"Jan. 15, 2019",6.00%
"Jan. 14, 2019",6.57%
"Jan. 11, 2019",-8.15%
"Jan. 10, 2019",-9.41%
"Jan. 9, 2019",-15.55%
"Jan. 8, 2019",-15.55%
"Jan. 7, 2019",-16.27%
"Jan. 4, 2019",-17.18%
"Jan. 3, 2019",-20.60%
"Jan. 2, 2019",-19.63%
"Dec. 31, 2018",-22.90%
"Dec. 28, 2018",-22.70%
"Dec. 27, 2018",-20.44%
"Dec. 26, 2018",-23.06%
"Dec. 24, 2018",-23.84%
"Dec. 21, 2018",-19.90%
"Dec. 20, 2018",-14.21%
"Dec. 19, 2018",-14.61%
"Dec. 18, 2018",-13.99%
"Dec. 17, 2018",-12.21%
"Dec. 14, 2018",-10.94%
"Dec. 13, 2018",-7.07%
"Dec. 12, 2018",-5.99%
"Dec. 11, 2018",7.14%
"Dec. 10, 2018",6.88%
"Dec. 7, 2018",22.58%
"Dec. 6, 2018",21.83%
