date,three_year_return
"March 19, 2020",-77.44%
"March 18, 2020",-77.02%
"March 17, 2020",-75.35%
"March 16, 2020",-76.71%
"March 13, 2020",-72.65%
"March 12, 2020",-75.16%
"March 11, 2020",-71.79%
"March 10, 2020",-69.59%
"March 9, 2020",-71.20%
"March 6, 2020",-67.40%
"March 5, 2020",-65.18%
"March 4, 2020",-62.18%
"March 3, 2020",-62.42%
"March 2, 2020",-61.37%
"Feb. 28, 2020",-62.03%
"Feb. 27, 2020",-63.90%
"Feb. 26, 2020",-62.27%
"Feb. 25, 2020",-60.99%
"Feb. 24, 2020",-59.13%
"Feb. 21, 2020",-58.24%
"Feb. 20, 2020",-57.08%
"Feb. 19, 2020",-56.80%
"Feb. 18, 2020",-56.33%
"Feb. 14, 2020",-55.92%
"Feb. 13, 2020",-55.19%
"Feb. 12, 2020",-53.94%
"Feb. 11, 2020",-55.02%
"Feb. 10, 2020",-54.81%
"Feb. 7, 2020",-54.85%
"Feb. 6, 2020",-54.58%
"Feb. 5, 2020",-54.95%
"Feb. 4, 2020",-55.94%
"Feb. 3, 2020",-57.06%
"Jan. 31, 2020",-56.39%
"Jan. 30, 2020",-55.80%
"Jan. 29, 2020",-55.14%
"Jan. 28, 2020",-59.34%
"Jan. 27, 2020",-60.34%
"Jan. 24, 2020",-59.39%
"Jan. 23, 2020",-58.84%
"Jan. 22, 2020",-61.26%
"Jan. 21, 2020",-60.27%
"Jan. 17, 2020",-60.71%
"Jan. 16, 2020",-60.72%
"Jan. 15, 2020",-60.62%
"Jan. 14, 2020",-60.09%
"Jan. 13, 2020",-59.79%
"Jan. 10, 2020",-61.30%
"Jan. 9, 2020",-60.62%
"Jan. 8, 2020",-60.70%
"Jan. 7, 2020",-60.34%
"Jan. 6, 2020",-60.05%
"Jan. 3, 2020",-60.71%
"Jan. 2, 2020",-60.72%
"Dec. 31, 2019",-63.26%
"Dec. 30, 2019",-63.52%
"Dec. 27, 2019",-63.54%
"Dec. 26, 2019",-63.35%
"Dec. 24, 2019",-63.48%
"Dec. 23, 2019",-63.58%
"Dec. 20, 2019",-64.42%
"Dec. 19, 2019",-64.02%
"Dec. 18, 2019",-64.09%
"Dec. 17, 2019",-63.63%
"Dec. 16, 2019",-63.40%
"Dec. 13, 2019",-62.83%
"Dec. 12, 2019",-62.65%
"Dec. 11, 2019",-64.09%
"Dec. 10, 2019",-63.96%
"Dec. 9, 2019",-64.02%
"Dec. 6, 2019",-62.95%
"Dec. 5, 2019",-63.92%
"Dec. 4, 2019",-63.82%
"Dec. 3, 2019",-63.52%
"Dec. 2, 2019",-62.96%
"Nov. 29, 2019",-62.24%
"Nov. 27, 2019",-62.64%
"Nov. 26, 2019",-62.44%
"Nov. 25, 2019",-61.68%
"Nov. 22, 2019",-61.46%
"Nov. 21, 2019",-61.14%
"Nov. 20, 2019",-61.37%
"Nov. 19, 2019",-60.99%
"Nov. 18, 2019",-61.20%
"Nov. 15, 2019",-61.03%
"Nov. 14, 2019",-61.50%
"Nov. 13, 2019",-61.75%
"Nov. 12, 2019",-61.31%
"Nov. 11, 2019",-61.55%
"Nov. 8, 2019",-59.26%
"Nov. 7, 2019",-59.93%
"Nov. 6, 2019",-59.69%
"Nov. 5, 2019",-59.87%
"Nov. 4, 2019",-60.02%
"Nov. 1, 2019",-62.61%
"Oct. 31, 2019",-64.32%
"Oct. 30, 2019",-64.01%
"Oct. 29, 2019",-67.71%
"Oct. 28, 2019",-67.71%
"Oct. 25, 2019",-67.32%
"Oct. 24, 2019",-67.80%
"Oct. 23, 2019",-67.19%
"Oct. 22, 2019",-67.48%
"Oct. 21, 2019",-68.45%
"Oct. 18, 2019",-67.84%
"Oct. 17, 2019",-67.40%
"Oct. 16, 2019",-67.95%
"Oct. 15, 2019",-67.99%
"Oct. 14, 2019",-68.60%
"Oct. 11, 2019",-68.34%
"Oct. 10, 2019",-69.54%
"Oct. 9, 2019",-70.13%
"Oct. 8, 2019",-70.38%
"Oct. 7, 2019",-69.38%
"Oct. 4, 2019",-69.78%
"Oct. 3, 2019",-69.43%
"Oct. 2, 2019",-70.11%
"Oct. 1, 2019",-69.76%
"Sept. 30, 2019",-68.60%
"Sept. 27, 2019",-68.53%
"Sept. 26, 2019",-68.23%
"Sept. 25, 2019",-68.12%
"Sept. 24, 2019",-68.78%
"Sept. 23, 2019",-67.49%
"Sept. 20, 2019",-67.15%
"Sept. 19, 2019",-66.70%
"Sept. 18, 2019",-67.12%
"Sept. 17, 2019",-67.19%
"Sept. 16, 2019",-67.12%
"Sept. 13, 2019",-67.45%
"Sept. 12, 2019",-68.41%
"Sept. 11, 2019",-67.66%
"Sept. 10, 2019",-68.42%
"Sept. 9, 2019",-69.04%
"Sept. 6, 2019",-70.82%
"Sept. 5, 2019",-70.71%
"Sept. 4, 2019",-70.74%
"Sept. 3, 2019",-72.30%
"Aug. 30, 2019",-72.64%
"Aug. 29, 2019",-73.10%
"Aug. 28, 2019",-73.55%
"Aug. 27, 2019",-73.58%
"Aug. 26, 2019",-73.18%
"Aug. 23, 2019",-73.45%
"Aug. 22, 2019",-72.80%
"Aug. 21, 2019",-72.84%
"Aug. 20, 2019",-72.10%
"Aug. 19, 2019",-71.14%
"Aug. 16, 2019",-70.68%
"Aug. 15, 2019",-73.33%
