date,year_high
"March 19, 2020",13.26
"March 18, 2020",13.26
"March 17, 2020",13.26
"March 16, 2020",13.26
"March 13, 2020",13.26
"March 12, 2020",13.26
"March 11, 2020",13.26
"March 10, 2020",13.26
"March 9, 2020",13.26
"March 6, 2020",13.26
"March 5, 2020",13.26
"March 4, 2020",13.26
"March 3, 2020",13.26
"March 2, 2020",13.26
"Feb. 28, 2020",13.26
"Feb. 27, 2020",13.26
"Feb. 26, 2020",13.26
"Feb. 25, 2020",13.26
"Feb. 24, 2020",13.26
"Feb. 21, 2020",13.26
"Feb. 20, 2020",13.26
"Feb. 19, 2020",13.26
"Feb. 18, 2020",13.26
"Feb. 14, 2020",13.26
"Feb. 13, 2020",13.26
"Feb. 12, 2020",13.26
"Feb. 11, 2020",13.09
"Feb. 10, 2020",13.09
"Feb. 7, 2020",13.09
"Feb. 6, 2020",13.00
"Feb. 5, 2020",13.00
"Feb. 4, 2020",13.00
"Feb. 3, 2020",13.00
"Jan. 31, 2020",13.00
"Jan. 30, 2020",13.00
"Jan. 29, 2020",13.00
"Jan. 28, 2020",12.24
"Jan. 27, 2020",12.24
"Jan. 24, 2020",12.24
"Jan. 23, 2020",12.24
"Jan. 22, 2020",12.24
"Jan. 21, 2020",12.24
"Jan. 17, 2020",12.24
"Jan. 16, 2020",12.24
"Jan. 15, 2020",12.24
"Jan. 14, 2020",12.24
"Jan. 13, 2020",12.24
"Jan. 10, 2020",12.24
"Jan. 9, 2020",12.24
"Jan. 8, 2020",12.24
"Jan. 7, 2020",12.24
"Jan. 6, 2020",12.21
"Jan. 3, 2020",12.00
"Jan. 2, 2020",11.96
"Dec. 31, 2019",11.84
"Dec. 30, 2019",11.84
"Dec. 27, 2019",11.84
"Dec. 26, 2019",11.84
"Dec. 24, 2019",11.84
"Dec. 23, 2019",11.84
"Dec. 20, 2019",11.84
"Dec. 19, 2019",11.84
"Dec. 18, 2019",11.84
"Dec. 17, 2019",11.84
"Dec. 16, 2019",11.84
"Dec. 13, 2019",11.84
"Dec. 12, 2019",11.84
"Dec. 11, 2019",11.84
"Dec. 10, 2019",11.84
"Dec. 9, 2019",11.84
"Dec. 6, 2019",11.84
"Dec. 5, 2019",11.84
"Dec. 4, 2019",11.84
"Dec. 3, 2019",11.84
"Dec. 2, 2019",11.84
"Nov. 29, 2019",11.84
"Nov. 27, 2019",11.84
"Nov. 26, 2019",11.84
"Nov. 25, 2019",11.84
"Nov. 22, 2019",11.72
"Nov. 21, 2019",11.62
"Nov. 20, 2019",11.58
"Nov. 19, 2019",11.58
"Nov. 18, 2019",11.58
"Nov. 15, 2019",11.58
"Nov. 14, 2019",11.58
"Nov. 13, 2019",11.58
"Nov. 12, 2019",11.58
"Nov. 11, 2019",11.55
"Nov. 8, 2019",11.55
"Nov. 7, 2019",11.32
"Nov. 6, 2019",11.29
"Nov. 5, 2019",11.29
"Nov. 4, 2019",11.29
"Nov. 1, 2019",11.29
"Oct. 31, 2019",11.29
"Oct. 30, 2019",11.29
"Oct. 29, 2019",11.29
"Oct. 28, 2019",11.29
"Oct. 25, 2019",11.29
"Oct. 24, 2019",11.80
"Oct. 23, 2019",12.31
"Oct. 22, 2019",12.31
"Oct. 21, 2019",12.31
"Oct. 18, 2019",12.31
"Oct. 17, 2019",12.31
"Oct. 16, 2019",12.31
"Oct. 15, 2019",12.31
"Oct. 14, 2019",12.31
"Oct. 11, 2019",12.33
"Oct. 10, 2019",12.77
"Oct. 9, 2019",13.13
"Oct. 8, 2019",13.25
"Oct. 7, 2019",13.25
"Oct. 4, 2019",13.25
"Oct. 3, 2019",13.25
"Oct. 2, 2019",13.25
"Oct. 1, 2019",13.25
"Sept. 30, 2019",13.25
