date,ev_revenues
"March 19, 2020",0.6044
"March 18, 2020",0.6143
"March 17, 2020",0.6538
"March 16, 2020",0.6192
"March 13, 2020",0.7172
"March 12, 2020",0.6661
"March 11, 2020",0.7468
"March 10, 2020",0.7995
"March 9, 2020",0.7468
"March 6, 2020",0.8483
"March 5, 2020",0.9045
"March 4, 2020",0.9765
"March 3, 2020",0.9707
"March 2, 2020",0.998
"Feb. 28, 2020",0.9707
"Feb. 27, 2020",0.9302
"Feb. 26, 2020",0.9765
"Feb. 25, 2020",1.007
"Feb. 24, 2020",1.052
"Feb. 21, 2020",1.084
"Feb. 20, 2020",1.107
"Feb. 19, 2020",1.114
"Feb. 18, 2020",1.125
"Feb. 14, 2020",1.132
"Feb. 13, 2020",1.141
"Feb. 12, 2020",1.159
"Feb. 11, 2020",1.134
"Feb. 10, 2020",1.138
"Feb. 7, 2020",1.132
"Feb. 6, 2020",1.142
"Feb. 5, 2020",1.134
"Feb. 4, 2020",1.111
"Feb. 3, 2020",1.085
"Jan. 31, 2020",1.100
"Jan. 30, 2020",1.123
"Jan. 29, 2020",1.141
"Jan. 28, 2020",1.041
"Jan. 27, 2020",1.017
"Jan. 24, 2020",1.039
"Jan. 23, 2020",1.044
"Jan. 22, 2020",1.011
"Jan. 21, 2020",1.035
"Jan. 17, 2020",1.047
"Jan. 16, 2020",1.050
"Jan. 15, 2020",1.052
"Jan. 14, 2020",1.066
"Jan. 13, 2020",1.073
"Jan. 10, 2020",1.036
"Jan. 9, 2020",1.056
"Jan. 8, 2020",1.058
"Jan. 7, 2020",1.067
"Jan. 6, 2020",1.075
"Jan. 3, 2020",1.061
"Jan. 2, 2020",1.057
"Dec. 31, 2019",0.9936
"Dec. 30, 2019",1.087
"Dec. 27, 2019",1.095
"Dec. 26, 2019",1.099
"Dec. 24, 2019",1.096
"Dec. 23, 2019",1.094
"Dec. 20, 2019",1.083
"Dec. 19, 2019",1.084
"Dec. 18, 2019",1.077
"Dec. 17, 2019",1.089
