date,six_month_return
"March 19, 2020",-26.74%
"March 18, 2020",-33.95%
"March 17, 2020",-45.20%
"March 16, 2020",-47.87%
"March 13, 2020",-38.75%
"March 12, 2020",-44.10%
"March 11, 2020",-36.19%
"March 10, 2020",-29.95%
"March 9, 2020",-30.89%
"March 6, 2020",-21.12%
"March 5, 2020",-20.96%
"March 4, 2020",-14.24%
"March 3, 2020",-14.34%
"March 2, 2020",-11.89%
"Feb. 28, 2020",-7.84%
"Feb. 27, 2020",-7.20%
"Feb. 26, 2020",-5.22%
"Feb. 25, 2020",-4.19%
"Feb. 24, 2020",1.90%
"Feb. 21, 2020",3.21%
"Feb. 20, 2020",5.82%
"Feb. 19, 2020",1.79%
"Feb. 18, 2020",1.65%
"Feb. 14, 2020",2.30%
"Feb. 13, 2020",0.59%
"Feb. 12, 2020",-0.21%
"Feb. 11, 2020",-2.55%
"Feb. 10, 2020",-3.30%
"Feb. 7, 2020",-3.11%
"Feb. 6, 2020",-7.79%
"Feb. 5, 2020",-4.65%
"Feb. 4, 2020",-9.91%
"Feb. 3, 2020",-12.15%
"Jan. 31, 2020",-15.18%
"Jan. 30, 2020",-14.00%
"Jan. 29, 2020",-14.22%
"Jan. 28, 2020",-15.17%
"Jan. 27, 2020",-15.12%
"Jan. 24, 2020",-12.47%
"Jan. 23, 2020",-10.87%
"Jan. 22, 2020",-8.26%
"Jan. 21, 2020",-5.74%
"Jan. 17, 2020",-3.07%
"Jan. 16, 2020",-6.04%
"Jan. 15, 2020",-5.21%
"Jan. 14, 2020",-3.19%
"Jan. 13, 2020",-4.89%
"Jan. 10, 2020",-2.10%
"Jan. 9, 2020",-0.72%
"Jan. 8, 2020",-2.29%
"Jan. 7, 2020",-4.43%
"Jan. 6, 2020",-5.35%
"Jan. 3, 2020",-5.10%
"Jan. 2, 2020",-2.94%
"Dec. 31, 2019",-7.91%
"Dec. 30, 2019",-8.56%
"Dec. 27, 2019",-6.60%
"Dec. 26, 2019",-4.65%
"Dec. 24, 2019",-6.29%
"Dec. 23, 2019",-8.26%
"Dec. 20, 2019",-12.10%
"Dec. 19, 2019",-11.73%
"Dec. 18, 2019",-11.71%
"Dec. 17, 2019",-0.30%
"Dec. 16, 2019",-0.27%
"Dec. 13, 2019",0.00%
"Dec. 12, 2019",2.18%
"Dec. 11, 2019",-0.23%
"Dec. 10, 2019",-2.99%
"Dec. 9, 2019",-0.96%
"Dec. 6, 2019",-0.15%
"Dec. 5, 2019",-2.93%
"Dec. 4, 2019",-3.58%
"Dec. 3, 2019",-0.79%
"Dec. 2, 2019",2.43%
"Nov. 29, 2019",0.30%
"Nov. 27, 2019",0.99%
"Nov. 26, 2019",0.98%
"Nov. 25, 2019",-0.24%
"Nov. 22, 2019",-3.36%
"Nov. 21, 2019",-9.47%
"Nov. 20, 2019",-9.48%
"Nov. 19, 2019",-8.47%
"Nov. 18, 2019",-7.28%
"Nov. 15, 2019",-8.24%
"Nov. 14, 2019",-8.83%
"Nov. 13, 2019",-9.33%
"Nov. 12, 2019",-9.43%
"Nov. 11, 2019",-8.89%
"Nov. 8, 2019",-9.03%
"Nov. 7, 2019",-9.27%
"Nov. 6, 2019",-12.09%
"Nov. 5, 2019",-12.34%
"Nov. 4, 2019",-12.35%
"Nov. 1, 2019",-15.68%
"Oct. 31, 2019",-19.42%
"Oct. 30, 2019",-17.75%
"Oct. 29, 2019",-15.34%
"Oct. 28, 2019",-13.93%
"Oct. 25, 2019",-16.30%
"Oct. 24, 2019",-22.14%
"Oct. 23, 2019",-20.06%
"Oct. 22, 2019",-21.10%
"Oct. 21, 2019",-23.27%
"Oct. 18, 2019",-24.35%
"Oct. 17, 2019",-23.91%
"Oct. 16, 2019",-23.56%
"Oct. 15, 2019",-23.56%
"Oct. 14, 2019",-25.47%
"Oct. 11, 2019",-24.15%
"Oct. 10, 2019",-25.99%
"Oct. 9, 2019",-26.69%
"Oct. 8, 2019",-27.69%
"Oct. 7, 2019",-25.18%
"Oct. 4, 2019",-23.80%
"Oct. 3, 2019",-23.48%
"Oct. 2, 2019",-23.50%
"Oct. 1, 2019",-24.03%
"Sept. 30, 2019",-19.76%
"Sept. 27, 2019",-17.68%
"Sept. 26, 2019",-17.12%
"Sept. 25, 2019",-14.55%
"Sept. 24, 2019",-17.67%
"Sept. 23, 2019",-16.28%
"Sept. 20, 2019",-15.02%
"Sept. 19, 2019",-15.96%
"Sept. 18, 2019",-17.26%
"Sept. 17, 2019",-2.63%
"Sept. 16, 2019",-2.48%
"Sept. 13, 2019",-3.02%
"Sept. 12, 2019",-2.07%
"Sept. 11, 2019",-1.41%
"Sept. 10, 2019",0.28%
"Sept. 9, 2019",-2.54%
"Sept. 6, 2019",-9.15%
"Sept. 5, 2019",-8.68%
"Sept. 4, 2019",-12.19%
"Sept. 3, 2019",-15.01%
"Aug. 30, 2019",-12.37%
"Aug. 29, 2019",-13.01%
"Aug. 28, 2019",-15.37%
"Aug. 27, 2019",-17.75%
"Aug. 26, 2019",-16.08%
"Aug. 23, 2019",-15.80%
"Aug. 22, 2019",-12.41%
"Aug. 21, 2019",-13.22%
"Aug. 20, 2019",-14.33%
"Aug. 19, 2019",-12.17%
"Aug. 16, 2019",-13.00%
"Aug. 15, 2019",-14.77%
"Aug. 14, 2019",-15.69%
"Aug. 13, 2019",-13.52%
"Aug. 12, 2019",-14.35%
"Aug. 9, 2019",-8.53%
"Aug. 8, 2019",-7.34%
"Aug. 7, 2019",-11.42%
"Aug. 6, 2019",-12.31%
"Aug. 5, 2019",-14.41%
"Aug. 2, 2019",-8.69%
"Aug. 1, 2019",-8.92%
"July 31, 2019",-3.96%
"July 30, 2019",-2.86%
"July 29, 2019",-0.56%
"July 26, 2019",-0.24%
"July 25, 2019",0.29%
"July 24, 2019",1.10%
"July 23, 2019",0.05%
"July 22, 2019",-3.61%
"July 19, 2019",-5.53%
"July 18, 2019",-6.52%
"July 17, 2019",-4.74%
"July 16, 2019",-0.92%
"July 15, 2019",-1.60%
"July 12, 2019",-2.06%
"July 11, 2019",-4.91%
"July 10, 2019",-5.95%
"July 9, 2019",-6.68%
"July 8, 2019",-3.71%
"July 5, 2019",-1.50%
"July 3, 2019",2.69%
"July 2, 2019",-2.08%
"July 1, 2019",1.02%
"June 28, 2019",3.28%
"June 27, 2019",1.42%
"June 26, 2019",-0.14%
"June 25, 2019",2.15%
"June 24, 2019",5.37%
"June 21, 2019",4.65%
"June 20, 2019",5.50%
"June 19, 2019",2.49%
"June 18, 2019",-10.09%
"June 17, 2019",-10.14%
"June 14, 2019",-10.62%
"June 13, 2019",-11.49%
"June 12, 2019",-14.29%
"June 11, 2019",-15.93%
"June 10, 2019",-16.11%
"June 7, 2019",-21.54%
"June 6, 2019",-27.07%
"June 5, 2019",-26.42%
"June 4, 2019",-25.95%
"June 3, 2019",-33.78%
"May 31, 2019",-32.63%
"May 30, 2019",-31.00%
"May 29, 2019",-29.86%
"May 28, 2019",-31.66%
"May 24, 2019",-28.41%
"May 23, 2019",-28.12%
"May 22, 2019",-27.21%
"May 21, 2019",-24.52%
"May 20, 2019",-24.00%
"May 17, 2019",-25.04%
"May 16, 2019",-22.46%
"May 15, 2019",-24.26%
"May 14, 2019",-23.67%
"May 13, 2019",-22.57%
"May 10, 2019",-20.68%
"May 9, 2019",-19.98%
"May 8, 2019",-21.78%
"May 7, 2019",-21.89%
"May 6, 2019",-18.16%
"May 3, 2019",-15.16%
"May 2, 2019",-15.62%
"May 1, 2019",-17.15%
"April 30, 2019",-12.50%
"April 29, 2019",-11.57%
"April 26, 2019",-12.58%
"April 25, 2019",-11.65%
"April 24, 2019",-5.42%
"April 23, 2019",-10.65%
"April 22, 2019",-10.27%
"April 18, 2019",-8.81%
"April 17, 2019",-11.37%
"April 16, 2019",-12.80%
"April 15, 2019",-11.24%
"April 12, 2019",-10.88%
"April 11, 2019",-11.75%
"April 10, 2019",-13.75%
"April 9, 2019",-17.32%
"April 8, 2019",-18.56%
"April 5, 2019",-19.55%
"April 4, 2019",-21.50%
"April 3, 2019",-23.14%
"April 2, 2019",-23.00%
"April 1, 2019",-22.29%
"March 29, 2019",-24.66%
"March 28, 2019",-26.12%
"March 27, 2019",-26.84%
"March 26, 2019",-27.36%
"March 25, 2019",-28.06%
"March 22, 2019",-29.65%
