date,three_month_return
"March 19, 2020",-24.04%
"March 18, 2020",-32.13%
"March 17, 2020",-41.82%
"March 16, 2020",-44.86%
"March 13, 2020",-35.64%
"March 12, 2020",-41.17%
"March 11, 2020",-30.22%
"March 10, 2020",-23.14%
"March 9, 2020",-26.08%
"March 6, 2020",-18.47%
"March 5, 2020",-15.60%
"March 4, 2020",-11.35%
"March 3, 2020",-11.94%
"March 2, 2020",-11.57%
"Feb. 28, 2020",-12.59%
"Feb. 27, 2020",-14.09%
"Feb. 26, 2020",-10.51%
"Feb. 25, 2020",-8.74%
"Feb. 24, 2020",-1.09%
"Feb. 21, 2020",7.34%
"Feb. 20, 2020",8.30%
"Feb. 19, 2020",3.61%
"Feb. 18, 2020",0.65%
"Feb. 14, 2020",1.24%
"Feb. 13, 2020",3.35%
"Feb. 12, 2020",-1.68%
"Feb. 11, 2020",-2.58%
"Feb. 10, 2020",-3.95%
"Feb. 7, 2020",-5.04%
"Feb. 6, 2020",-8.91%
"Feb. 5, 2020",-9.04%
"Feb. 4, 2020",-10.51%
"Feb. 3, 2020",-8.10%
"Jan. 31, 2020",-5.25%
"Jan. 30, 2020",-4.86%
"Jan. 29, 2020",-6.30%
"Jan. 28, 2020",-6.31%
"Jan. 27, 2020",-6.07%
"Jan. 24, 2020",0.01%
"Jan. 23, 2020",-0.71%
"Jan. 22, 2020",0.59%
"Jan. 21, 2020",3.61%
"Jan. 17, 2020",6.16%
"Jan. 16, 2020",5.82%
"Jan. 15, 2020",6.13%
"Jan. 14, 2020",10.46%
"Jan. 13, 2020",9.44%
"Jan. 10, 2020",10.80%
"Jan. 9, 2020",13.50%
"Jan. 8, 2020",13.54%
"Jan. 7, 2020",8.94%
"Jan. 6, 2020",7.20%
"Jan. 3, 2020",8.09%
"Jan. 2, 2020",10.17%
"Dec. 31, 2019",3.87%
"Dec. 30, 2019",3.14%
"Dec. 27, 2019",5.22%
"Dec. 26, 2019",5.05%
"Dec. 24, 2019",5.26%
"Dec. 23, 2019",4.13%
"Dec. 20, 2019",-0.44%
"Dec. 19, 2019",-3.56%
"Dec. 18, 2019",-2.68%
"Dec. 17, 2019",-5.81%
"Dec. 16, 2019",-5.46%
"Dec. 13, 2019",-4.84%
"Dec. 12, 2019",-4.97%
"Dec. 11, 2019",-8.55%
"Dec. 10, 2019",-8.86%
"Dec. 9, 2019",-6.52%
"Dec. 6, 2019",-3.25%
"Dec. 5, 2019",-6.35%
"Dec. 4, 2019",-3.26%
"Dec. 3, 2019",-2.72%
"Dec. 2, 2019",-0.37%
"Nov. 29, 2019",1.65%
"Nov. 27, 2019",8.01%
"Nov. 26, 2019",5.91%
"Nov. 25, 2019",4.98%
"Nov. 22, 2019",-0.98%
"Nov. 21, 2019",-3.86%
"Nov. 20, 2019",-2.29%
"Nov. 19, 2019",-1.76%
"Nov. 18, 2019",0.99%
"Nov. 15, 2019",3.61%
"Nov. 14, 2019",1.04%
"Nov. 13, 2019",-2.67%
"Nov. 12, 2019",1.50%
"Nov. 11, 2019",0.03%
"Nov. 8, 2019",-0.62%
"Nov. 7, 2019",2.03%
"Nov. 6, 2019",1.23%
"Nov. 5, 2019",4.83%
"Nov. 4, 2019",0.68%
"Nov. 1, 2019",-4.16%
"Oct. 31, 2019",-10.48%
"Oct. 30, 2019",-9.60%
"Oct. 29, 2019",-8.45%
"Oct. 28, 2019",-9.45%
"Oct. 25, 2019",-10.11%
"Oct. 24, 2019",-12.48%
"Oct. 23, 2019",-10.24%
"Oct. 22, 2019",-8.80%
"Oct. 21, 2019",-9.03%
"Oct. 18, 2019",-9.35%
"Oct. 17, 2019",-8.69%
"Oct. 16, 2019",-11.20%
"Oct. 15, 2019",-10.68%
"Oct. 14, 2019",-12.35%
"Oct. 11, 2019",-10.49%
"Oct. 10, 2019",-11.64%
"Oct. 9, 2019",-12.53%
"Oct. 8, 2019",-13.95%
"Oct. 7, 2019",-12.27%
"Oct. 4, 2019",-11.41%
"Oct. 3, 2019",-12.21%
"Oct. 2, 2019",-11.90%
"Oct. 1, 2019",-13.09%
"Sept. 30, 2019",-11.34%
"Sept. 27, 2019",-11.24%
"Sept. 26, 2019",-9.23%
"Sept. 25, 2019",-5.73%
"Sept. 24, 2019",-10.97%
"Sept. 23, 2019",-11.90%
"Sept. 20, 2019",-11.70%
"Sept. 19, 2019",-8.47%
"Sept. 18, 2019",-9.28%
"Sept. 17, 2019",5.85%
"Sept. 16, 2019",5.48%
"Sept. 13, 2019",5.09%
"Sept. 12, 2019",7.52%
"Sept. 11, 2019",9.11%
"Sept. 10, 2019",6.44%
"Sept. 9, 2019",5.95%
"Sept. 6, 2019",3.20%
"Sept. 5, 2019",3.65%
"Sept. 4, 2019",-0.33%
"Sept. 3, 2019",1.99%
"Aug. 30, 2019",0.38%
"Aug. 29, 2019",-1.33%
"Aug. 28, 2019",-3.33%
"Aug. 27, 2019",-6.50%
"Aug. 26, 2019",-4.65%
"Aug. 23, 2019",-5.37%
"Aug. 22, 2019",-2.41%
"Aug. 21, 2019",-5.84%
"Aug. 20, 2019",-7.35%
"Aug. 19, 2019",-6.83%
"Aug. 16, 2019",-11.25%
"Aug. 15, 2019",-11.43%
"Aug. 14, 2019",-9.78%
"Aug. 13, 2019",-6.84%
"Aug. 12, 2019",-10.76%
"Aug. 9, 2019",-9.71%
"Aug. 8, 2019",-8.47%
"Aug. 7, 2019",-11.07%
"Aug. 6, 2019",-13.15%
"Aug. 5, 2019",-16.38%
"Aug. 2, 2019",-12.46%
"Aug. 1, 2019",-12.02%
"July 31, 2019",-9.99%
"July 30, 2019",-9.01%
"July 29, 2019",-7.52%
"July 26, 2019",-4.94%
"July 25, 2019",-6.88%
"July 24, 2019",-11.04%
"July 23, 2019",-10.95%
"July 22, 2019",-13.49%
"July 19, 2019",-15.65%
"July 18, 2019",-16.54%
"July 17, 2019",-16.67%
"July 16, 2019",-13.91%
"July 15, 2019",-14.42%
"July 12, 2019",-14.97%
"July 11, 2019",-15.26%
"July 10, 2019",-16.24%
"July 9, 2019",-16.19%
"July 8, 2019",-15.97%
"July 5, 2019",-14.71%
"July 3, 2019",-12.84%
"July 2, 2019",-13.17%
"July 1, 2019",-12.59%
"June 28, 2019",-7.71%
"June 27, 2019",-7.26%
"June 26, 2019",-8.70%
"June 25, 2019",-9.35%
"June 24, 2019",-7.52%
