date,earning_yield
"March 19, 2020",-1.24%
"March 18, 2020",-1.39%
"March 17, 2020",-1.46%
"March 16, 2020",-1.54%
"March 13, 2020",-1.30%
"March 12, 2020",-1.43%
"March 11, 2020",-1.25%
"March 10, 2020",-1.15%
"March 9, 2020",-1.20%
"March 6, 2020",-1.09%
"March 5, 2020",-1.07%
"March 4, 2020",-1.02%
"March 3, 2020",-1.04%
"March 2, 2020",-0.99%
"Feb. 29, 2020",-0.98%
"Feb. 28, 2020",0.15%
"Feb. 27, 2020",0.15%
"Feb. 26, 2020",0.15%
"Feb. 25, 2020",0.14%
"Feb. 24, 2020",0.14%
"Feb. 21, 2020",0.13%
"Feb. 20, 2020",0.13%
"Feb. 19, 2020",0.13%
"Feb. 18, 2020",0.13%
"Feb. 14, 2020",0.13%
"Feb. 13, 2020",0.13%
"Feb. 12, 2020",0.13%
"Feb. 11, 2020",0.13%
"Feb. 10, 2020",0.13%
"Feb. 7, 2020",0.13%
"Feb. 6, 2020",0.14%
"Feb. 5, 2020",0.14%
"Feb. 4, 2020",0.14%
"Feb. 3, 2020",0.15%
"Jan. 31, 2020",0.15%
"Jan. 30, 2020",0.14%
"Jan. 29, 2020",0.14%
"Jan. 28, 2020",0.14%
"Jan. 27, 2020",0.14%
"Jan. 24, 2020",0.14%
"Jan. 23, 2020",0.14%
"Jan. 22, 2020",0.14%
"Jan. 21, 2020",0.13%
"Jan. 17, 2020",0.13%
"Jan. 16, 2020",0.13%
"Jan. 15, 2020",0.13%
"Jan. 14, 2020",0.13%
"Jan. 13, 2020",0.13%
"Jan. 10, 2020",0.13%
"Jan. 9, 2020",0.13%
"Jan. 8, 2020",0.13%
"Jan. 7, 2020",0.14%
"Jan. 6, 2020",0.14%
"Jan. 3, 2020",0.14%
"Jan. 2, 2020",0.14%
"Dec. 31, 2019",0.14%
"Dec. 30, 2019",0.14%
"Dec. 27, 2019",0.14%
"Dec. 26, 2019",0.14%
"Dec. 24, 2019",0.14%
"Dec. 23, 2019",0.14%
"Dec. 20, 2019",0.14%
"Dec. 19, 2019",0.14%
"Dec. 18, 2019",0.14%
"Dec. 17, 2019",0.13%
"Dec. 16, 2019",0.13%
"Dec. 13, 2019",0.13%
"Dec. 12, 2019",0.13%
"Dec. 11, 2019",0.13%
"Dec. 10, 2019",0.13%
"Dec. 9, 2019",0.13%
"Dec. 6, 2019",0.13%
"Dec. 5, 2019",0.14%
"Dec. 4, 2019",0.14%
"Dec. 3, 2019",0.14%
"Dec. 2, 2019",0.13%
"Nov. 30, 2019",0.13%
"Nov. 29, 2019",0.99%
"Nov. 27, 2019",0.98%
"Nov. 26, 2019",0.98%
"Nov. 25, 2019",1.00%
"Nov. 22, 2019",1.02%
"Nov. 21, 2019",1.05%
"Nov. 20, 2019",1.04%
"Nov. 19, 2019",1.02%
"Nov. 18, 2019",1.01%
"Nov. 15, 2019",1.00%
"Nov. 14, 2019",1.01%
"Nov. 13, 2019",1.02%
"Nov. 12, 2019",0.99%
"Nov. 11, 2019",0.98%
"Nov. 8, 2019",0.97%
"Nov. 7, 2019",0.97%
"Nov. 6, 2019",0.97%
"Nov. 5, 2019",0.96%
"Nov. 4, 2019",0.96%
"Nov. 1, 2019",1.02%
"Oct. 31, 2019",1.04%
"Oct. 30, 2019",1.02%
"Oct. 29, 2019",1.01%
"Oct. 28, 2019",1.00%
"Oct. 25, 2019",1.01%
"Oct. 24, 2019",1.03%
"Oct. 23, 2019",1.02%
"Oct. 22, 2019",1.03%
"Oct. 21, 2019",1.05%
"Oct. 18, 2019",1.06%
"Oct. 17, 2019",1.06%
"Oct. 16, 2019",1.05%
"Oct. 15, 2019",1.06%
"Oct. 14, 2019",1.08%
"Oct. 11, 2019",1.09%
"Oct. 10, 2019",1.12%
"Oct. 9, 2019",1.14%
"Oct. 8, 2019",1.15%
"Oct. 7, 2019",1.12%
"Oct. 4, 2019",1.11%
"Oct. 3, 2019",1.12%
"Oct. 2, 2019",1.13%
"Oct. 1, 2019",1.12%
"Sept. 30, 2019",1.09%
"Sept. 27, 2019",1.10%
"Sept. 26, 2019",1.10%
"Sept. 25, 2019",1.08%
"Sept. 24, 2019",1.11%
"Sept. 23, 2019",1.09%
"Sept. 20, 2019",1.07%
"Sept. 19, 2019",1.04%
"Sept. 18, 2019",1.05%
"Sept. 17, 2019",0.92%
"Sept. 16, 2019",0.92%
"Sept. 13, 2019",0.91%
"Sept. 12, 2019",0.92%
"Sept. 11, 2019",0.91%
"Sept. 10, 2019",0.92%
"Sept. 9, 2019",0.95%
"Sept. 6, 2019",0.98%
"Sept. 5, 2019",0.97%
"Sept. 4, 2019",1.00%
"Sept. 3, 2019",1.02%
"Aug. 31, 2019",1.00%
"Aug. 30, 2019",1.17%
"Aug. 29, 2019",1.18%
"Aug. 28, 2019",1.21%
"Aug. 27, 2019",1.24%
"Aug. 26, 2019",1.21%
"Aug. 23, 2019",1.22%
"Aug. 22, 2019",1.17%
"Aug. 21, 2019",1.17%
"Aug. 20, 2019",1.19%
"Aug. 19, 2019",1.17%
"Aug. 16, 2019",1.19%
"Aug. 15, 2019",1.21%
"Aug. 14, 2019",1.19%
"Aug. 13, 2019",1.15%
"Aug. 12, 2019",1.16%
"Aug. 9, 2019",1.14%
"Aug. 8, 2019",1.13%
"Aug. 7, 2019",1.15%
"Aug. 6, 2019",1.15%
"Aug. 5, 2019",1.18%
"Aug. 2, 2019",1.13%
