Cash Flow - Operations (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03
Net Income,292.00M,527.00M,238.00M,315.00M,214.00M,491.00M,265.00M,291.00M,189.00M,492.00M,228.00M,239.00M,227.10M,457.80M,196.80M,241.31M,208.54M,426.46M,196.93M,152.07M,196.34M,368.58M,195.16M,261.22M,150.06M,364.75M,196.86M,236.57M,140.24M,398.15M,183.08M,183.77M,140.74M,338.30M,158.67M,203.47M,136.50M,312.49M,135.62M,167.34M,170.85M,221.79M,117.06M,175.82M,163.56M,223.47M,105.57M,153.12M,129.92M,258.94M,68.78M,119.71M,94.65M,224.46M,98.28M,151.30M,112.07M,196.02M,80.42M,124.46M,-44.09M,163.84M,86.31M,149.91M,477.45M,287.50M,-282.56M,140.01M,-204.76M,-2.204B,87.30M,103.50M,144.90M,272.90M,167.86M,209.31M,118.84M,111.57M,248.41M,48.00M,395.83M,111.29M,11.49M,52.32M,430.53M,101.60M,35.10M,57.10M,65.40M,87.80M,18.30M,65.80M,79.70M,84.20M,43.40M,67.20M,59.00M,88.80M,59.80M,68.20M,48.80M,76.10M,52.80M,65.80M
Gain (Loss) on Investment Securities,,,,,,,,,,,,,4.693M,-0.596M,-1.673M,5.576M,3.192M,5.358M,0.672M,12.78M,6.86M,1.049M,-9.787M,7.384M,7.307M,-9.257M,-2.971M,0.217M,4.815M,-97.45M,0.192M,7.133M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings Loss from Eq. Investments,-10.00M,-10.00M,-10.00M,-9.00M,-10.00M,-9.00M,-10.00M,-6.00M,-8.00M,-7.00M,-7.00M,-8.00M,-9.50M,-9.701M,-9.617M,-13.18M,-9.64M,-8.162M,-8.422M,-7.776M,-7.501M,-7.401M,-7.811M,-7.438M,-7.641M,-7.273M,-7.529M,-7.577M,-7.821M,-7.49M,-7.502M,-7.158M,-33.20M,1.127M,0.80M,0.741M,-31.34M,0.36M,0.574M,0.454M,-5.844M,3.163M,4.203M,2.873M,-2.417M,-1.154M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Gains Losses,35.00M,-10.00M,-10.00M,-9.00M,12.00M,-9.00M,-10.00M,-6.00M,-6.00M,-7.00M,-7.00M,-8.00M,-4.807M,-10.30M,-11.29M,-7.606M,-6.448M,-2.804M,-7.75M,5.002M,-0.641M,-6.352M,-17.60M,-0.054M,-14.00M,-16.53M,-10.50M,-7.36M,-3.006M,-104.94M,-7.31M,-0.025M,-23.23M,1.127M,0.80M,0.741M,-66.89M,0.36M,0.574M,0.454M,-27.50M,10.92M,11.28M,9.699M,-2.417M,6.733M,-30.10M,22.21M,-1.90M,-2.269M,-38.80M,41.07M,-2.727M,14.90M,-24.10M,5.739M,-43.45M,4.938M,-3.584M,4.784M,154.17M,5.809M,-17.04M,-7.426M,-382.98M,-75.11M,329.59M,-7.941M,-486.82M,3.248B,10.75M,-1.627M,20.25M,-77.48M,-42.50M,-43.36M,66.43M,17.89M,-62.42M,13.95M,-129.95M,-31.54M,57.67M,-2.437M,-15.30M,-3.80M,-6.60M,-15.00M,-12.40M,-5.30M,16.50M,-4.50M,-17.10M,-8.30M,-10.40M,-10.00M,-32.80M,12.90M,-43.90M,-15.60M,-20.40M,-30.00M,-23.30M,-7.40M
Depreciation Expense,483.00M,482.00M,470.00M,469.00M,476.00M,474.00M,413.00M,418.00M,408.00M,405.00M,396.00M,400.00M,363.84M,363.55M,359.09M,349.51M,325.01M,318.11M,300.02M,305.85M,289.07M,291.60M,291.18M,279.20M,282.86M,259.93M,276.62M,280.53M,259.55M,272.92M,254.78M,259.10M,224.53M,278.48M,251.98M,254.77M,251.32M,254.87M,234.91M,236.46M,233.62M,224.53M,225.16M,232.39M,184.21M,723.46M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Depreciation and Amortization,483.00M,482.00M,470.00M,469.00M,476.00M,474.00M,413.00M,418.00M,408.00M,405.00M,396.00M,400.00M,363.84M,363.55M,359.09M,349.51M,325.01M,318.11M,300.02M,305.85M,289.07M,291.60M,291.18M,279.20M,282.86M,259.93M,276.62M,280.53M,259.55M,272.92M,254.78M,259.10M,224.53M,278.48M,251.98M,254.77M,251.32M,254.87M,234.91M,236.46M,233.62M,224.53M,225.16M,232.39M,184.21M,723.46M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total Depreciation, Amortization, Depletion",483.00M,482.00M,470.00M,469.00M,476.00M,474.00M,413.00M,418.00M,408.00M,405.00M,396.00M,400.00M,363.84M,363.55M,359.09M,349.51M,325.01M,318.11M,300.02M,305.85M,289.07M,291.60M,291.18M,279.20M,282.86M,259.93M,276.62M,280.53M,259.55M,272.92M,254.78M,259.10M,224.53M,278.48M,251.98M,254.77M,251.32M,254.87M,234.91M,236.46M,233.62M,224.53M,225.16M,232.39M,184.21M,242.61M,243.14M,237.71M,224.38M,212.84M,231.59M,231.86M,223.33M,231.34M,221.26M,218.92M,209.94M,202.04M,198.30M,205.51M,200.68M,196.00M,186.29M,187.16M,199.59M,219.27M,191.66M,206.91M,27.71M,254.26M,281.25M,265.14M,236.96M,261.57M,243.78M,232.31M,237.02M,215.28M,288.40M,132.67M,408.38M,121.14M,112.42M,111.64M,,,,,,,,,,,,,,,,,,,,
Deferred Taxes,13.00M,83.00M,21.00M,26.00M,34.00M,74.00M,51.00M,59.00M,139.00M,192.00M,115.00M,194.00M,111.82M,224.90M,91.20M,159.07M,106.06M,236.54M,107.01M,81.39M,134.94M,195.30M,84.57M,149.02M,104.62M,172.32M,103.36M,129.00M,65.73M,160.50M,109.38M,165.87M,71.02M,191.72M,82.78M,114.85M,82.58M,154.27M,76.71M,94.55M,102.81M,157.80M,102.26M,44.64M,82.65M,61.72M,50.07M,87.36M,75.94M,79.76M,66.51M,43.06M,45.95M,-60.70M,-6.586M,-38.50M,25.98M,149.10M,24.96M,5.027M,-34.24M,37.08M,56.40M,-1.974M,33.90M,23.38M,7.087M,49.62M,998.09M,-867.98M,14.59M,4.06M,45.38M,-34.99M,6.724M,-5.924M,46.72M,-17.04M,22.42M,10.63M,55.26M,-3.354M,-28.22M,-5.529M,6.10M,-4.40M,3.50M,-6.20M,3.50M,-0.30M,-2.40M,-6.70M,-13.70M,-0.40M,-3.00M,-13.50M,-11.00M,-2.30M,1.30M,0.90M,-0.50M,-1.20M,-1.80M,1.20M
Amortization of Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.239M,0.321M,1.474M,1.444M,-13.91M,1.586M,6.163M,6.163M,28.20M,-1.738M,-1.737M,-1.738M,38.56M,-5.824M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
